vtd10_geoid,vtd20_geoid,weight_sum
13067FO05,1306700DI01,42.9691186462
13067FO05,1306700OR03,34.0
13067FO05,1306700SN5A,1.0308813538
13067FO06,1306700OR03,91.9593112896
13067FO06,1306700MR3A,6.0215006760000005
13067FO06,1306700MR2B,5.0073270453
13067FO06,1306700FO04,4.0
13067FO06,1306700MR1A,2.0118609891999997
13067FO06,1306700MR2A,1.0
13067FP01,1306700FP01,18.0
13067FR01,1306700FR01,38.0
13067FY01,1306700FY01,17.0
13067GM01,1306700GM01,34.0
13067GT01,1306700GT01,59.0
13067HL01,1306700HL01,119.0000000001
13067HL01,1306700RS01,11.0
13067HR01,1306700HR01,35.0
13067HT01,1306700HT01,25.0
13067HY01,1306700HY01,45.4592943997
13067HY01,1306700KE2A,7.5407056006
13067KE1A,1306700KE1A,79.9114939339
13067KE1A,1306700BG01,1.0885060661000001
13067KE2A,1306700KE3A,73.7674820222
13067KE2A,1306700BG01,8.0916825994
13067KE2A,1306700PM02,3.1209035942
13067KE2A,1306700KE1A,0.0199317843
13067KE2B,1306700KE2A,89.2767050657
13067KE2B,1306700KE3A,11.0
13067KE2B,1306700PM01,4.0
13067KE2B,1306700HY01,1.6292134458
13067KE2B,1306700KE4A,1.0
13067KE2B,1306700MS02,0.0940814883
13067KE3A,1306700KE3A,47.972859812
13067KE3A,1306700KE1A,8.9976401478
13067KE3A,1306700BG02,2.0
13067KE3A,1306700BG01,1.0023598522
13067KE3A,1306700BK01,0.027140188
13067KE4A,1306700KE4A,39.9999999999
13067KE5A,1306700KE5A,22.5408063479
13067KE5A,1306700KE4A,20.2201002472
13067KE5A,1306700NC01,1.2390934049
13067KE5B,1306700KE5A,27.7865613625
13067KE5B,1306700NC01,3.0237025745999997
13067KE5B,1306700BK01,1.0
13067KE5B,1306700AC1C,0.1897360629
13067KL01,1306700KL01,18.6915461481
13067KL01,1306700NS01,0.3084538519
13067KP01,1306700KP01,17.0
13067KP02,1306700KP02,30.9989013143
13067KP02,1306700CH03,0.0010986857
13067KP03,1306700KP03,31.0
13067KY01,1306700RM01,22.0
13067LA01,1306700LA01,22.0
13067LA01,1306700SI01,6.0
13067LI01,1306700LI01,93.1540461413
13067LI01,1306700SN7A,15.8459538587
13067LI01,1306700NJ01,4.0
13067LM01,1306700LM01,30.999999999899998
13067LM01,1306700LM03,1.0
13067LM01,1306700MC01,1.0
13067LM01,1306700ME01,1.0
13067LM02,1306700LM02,30.0
13067LM03,1306700LM03,35.955509329
13067LM03,1322300004B,1.0444906708
13067LM04,1306700LM04,20.000000000100002
13067LW01,1306700AC1A,8.0
13067LW01,1306700ML01,7.0
13067LW01,1306700NC01,2.0
13067MA01,1306700MA01,70.8835426044
13067MA01,1306700AU1A,3.0341044545
13067MA01,1306700MA02,1.0823529412
13067MA02,1306700MA02,62.0
13067MA02,1306700AU1A,5.0
13067MA03,1306700MA03,75.3137241766
13067MA03,1306700SN7A,0.6862758232999999
13067MA04,1306700MA04,33.7987632981
13067MA04,1306700SN7A,11.2012367019
13067MA04,1306700NP01,2.0
13067MB01,1306700MB01,16.0
13067MC01,1306700MC01,34.9905203568
13067MC01,1306700ME01,5.7309924122
13067MC01,1306700PS2A,1.2784872309
13067MC02,1306700OR04,18.0
13067MD01,1306700MD01,24.0
13067ME01,1306700ME01,58.922359375
13067ME01,1306700PS1A,16.2889505343
13067ME01,1306700PS3A,1.7886900907
13067MK01,1306700MK01,24.0
13067ML01,1306700ML01,5.8490089374
13067ML01,1306700HY01,1.1509910626
13067MR1A,1306700MR7A,87.3568811373
13067MR1A,1306700MR1A,82.37669974
13067MR1A,1306700MR6A,48.0
13067MR1A,1306700TM01,2.0
13067MR1A,1306700DI01,1.2664191228
13067MR2A,1306700MR2A,29.0
13067MR2A,1306700MR3A,20.0
13067MR2B,1306700MR2B,22.7181160059
13067MR2B,1306700MR3A,5.0
13067MR2B,1306700OR03,2.2818839941
13067MR2B,1306700MR1A,1.0
13067MR2C,1306700MR2B,39.9603751576
13067MR2C,1306700MR2A,1.0
13067MR2C,1306700OR03,0.0396248424
13067MR3A,1306700MR3A,81.0
13067MR3A,1306700MR1A,27.9984582204
13067MR3A,1306700MR2B,4.0
13067MR3A,1306700OR03,2.0015417796
13067MR3A,1306700MR5A,1.0
13067MR4B,1306700MR4B,38.9738605133
13067MR4B,1306700MR4C,24.9992680112
13067MR4B,1306700MR5B,12.0
13067MR4B,1306700CH02,1.0007319889
13067MR4B,1306700PM02,1.0
13067MR4B,1306700EL01,0.026139486700000002
13067MR4C,1306700MR3A,11.0
13067MR4C,1306700MR4A,11.0
13067MR4C,1306700MR4C,4.0
13067MR4C,1306700MR2A,2.0
13067MR4C,1306700CH02,1.0
13067MR4E,1306700MR4B,47.6745763477
13067MR4E,1306700MR4A,24.9964905601
13067MR4E,1306700MR3A,15.0
13067MR4E,1306700MR4C,3.0
13067MR4E,1306700EL01,2.3289330921999998
13067MR4E,1306700MR5B,1.0
13067MR5A,1306700MR5A,112.0000000001
13067MR5A,1306700MR1A,29.000000000100002
13067MR5A,1306700MR5B,26.0
13067MR5A,1306700MR7A,2.0
13067MR5B,1306700MR5B,116.5119521286
13067MR5B,1306700MR5A,15.1956263371
13067MR5B,1306700MR6A,8.609950994
13067MR5B,1306700MR4B,7.0
13067MR5B,1306700EL04,4.390049006
13067MR5B,1306700EL01,1.4880478714
13067MR5B,1306700MR3A,0.8043736629
13067MR6A,1306700MR7A,24.0
13067MR6A,1306700MR6A,22.8972408509
13067MR6A,1306700PF01,1.1027591491
13067MR6B,1306700MR6B,40.5644301882
13067MR6B,1306700MR5A,6.0
13067MR6B,1306700MR7A,1.0
13067MR6B,1306700EL04,0.4355698118
13067MR6C,1306700MR6A,60.345729436
13067MR6C,1306700MR6B,32.423984593
13067MR6C,1306700MR7A,12.0
13067MR6C,1306700MR5A,7.6028388153
13067MR6C,1306700MR5B,5.0
13067MR6C,1306700SM03,2.0514317487
13067MR6C,1306700EL02,2.0
13067MR6C,1306700EL04,1.576015407
13067MR7A,1306700MR1A,77.8230374073
13067MR7A,1306700MR7A,75.8502186489
13067MR7A,1306700MR5A,9.9500412243
13067MR7A,1306700DI01,5.1769625927
13067MR7A,1306700SM03,2.1997401269
13067MR7A,1306700PF01,2.0
13067MS01,1306700MS01,73.1310386521
13067MS01,1306700AC1A,6.7987798716
13067MS01,1306700AC1B,4.0701814761
13067MS02,1306700MS02,38.4617319236
13067MS02,1306700KE2A,6.4340901254
13067MS02,1306700AC1A,4.104177951
13067MT01,1306700MT01,44.9999999999
13067MT02,1306700DC01,12.0
13067MT03,1306700MT03,40.9999999999
13067MT04,1306700MT04,43.0
13067NC01,1306700NC01,56.2919412243
13067NC01,1306700AC1C,12.495115631400001
13067NC01,1306700AC1B,5.8941643662
13067NC01,1306700AC1A,4.838263642399999
13067NC01,1306700KE4A,1.547349618
13067NC01,1306700KE5A,0.9331655176
13067NJ01,1306700NJ01,49.1322664674
13067NJ01,1306700VG03,42.36686038
13067NJ01,1306700SN7A,1.5008731526
13067NP01,1306700NP01,38.798241418
13067NP01,1306700SN3A,3.9615334502
13067NP01,1306700SN4A,2.2402251317
13067NP02,1306700NP01,54.5547330853
13067NP02,1306700BR02,14.0
13067NP02,1306700SN5A,1.4452669146000001
13067NS01,1306700NS01,47.9969280719
13067NS01,1306700KL01,0.0030719281
13067OK01,1306700OK01,86.3327342529
13067OK01,1306700SN6A,8.1036263339
13067OK01,1306700SN7A,3.5175890967
13067OK01,1306700SN4A,3.0460503165
13067OR01,1306700OR01,17.0
13067OR02,1306700OR02,24.6262623217
13067OR02,1306700CO01,0.3737376783
13067OR03,1306700OR03,37.8789490225
13067OR03,1306700MR2B,3.1186116222
13067OR03,1306700FO04,2.0
13067OR03,1306700MR3A,0.0024393554
13067OR04,1306700OR04,24.999999999899998
13067OR05,1306700OR05,30.000000000100002
13067OR05,1306700MC01,3.0
13067OR05,1306700OR04,1.0
13067OR06,1306700OR02,27.0
13067PE01,1306700PE01,54.0
13067PE02,1306700MA02,53.775449515300004
13067PE02,1306700PE01,17.0
13067PE02,1306700AU1A,2.2245504844
13067PE02,13097001270,1.0
13067PF01,1306700PF01,71.8286312317
13067PF01,1306700MR7A,1.7978689438
13067PF01,1306700MR6A,1.3734998245
13067PM01,1306700PM01,27.975833674
13067PM01,1306700MR4C,3.0
13067PM01,1306700KE2A,0.0241663261
13067PM02,1306700PM02,44.1922176494
13067PM02,1306700MR4C,7.8150786506
13067PM02,1306700KE3A,4.9927036997
13067PO01,1306700PO01,39.9999999999
13067PP01,1306700HT01,12.0
13067PP01,1306700PP01,10.0
13067PR01,1306700BG01,14.4516885282
13067PR01,1306700PR01,10.0
13067PR01,1306700BG02,7.0
13067PR01,1306700KE1A,5.5483114718
13067PS1A,1306700PS1A,81.8756086141
13067PS1A,1306700PS3A,27.1121268211
13067PS1A,1306700ME01,0.0122645648
13067PS2A,1306700PS2A,34.0
13067PS3A,1306700PS3A,49.8223271484
13067PS3A,1306700PS2A,14.8804563232
13067PS3A,1306700PS1A,2.0
13067PS3A,1306700CL01,1.1195436768
13067PS3A,1306700ME01,0.1769355152
13067PS3A,1306700MC01,0.0007373364
13067PT01,1306700PT01,17.0
13067PT01,1306700BG02,3.0
13067RM01,1306700LA01,13.0
13067RM02,1306700RM01,23.0
13067RR01,1306700KP03,18.0
13067RR01,1306700LM03,16.5685927141
13067RR01,1322300004B,0.4314072859
13067RS01,1306700RS01,37.0
13067RW01,1306700RW01,43.0
13067RW02,1306700RW02,47.0
13067SA01,1306700SA01,34.0
13067SF01,1306700SF01,50.0
13067SI01,1306700SI01,11.0
13067SI01,1306700LA01,5.0
13067SM01,1306700SM01,34.9989604899
13067SM01,1306700EL04,0.0010395102
13067SM03,1306700SM03,89.958170495
13067SM03,1306700MR6A,3.0
13067SM03,1306700MR5A,0.0398751948
13067SM03,1306700MR7A,0.0019543103
13067SM04,1306700EA02,21.0
13067SM05,1306700FP01,23.0
13067SN1A,1306700SN1A,78.9502558005
13067SN1A,1306700DI01,11.4000814273
13067SN1A,1306700VG02,6.6496627721
13067SN2A,1306700SN2A,40.0
13067SN2A,1306700SN1A,1.0
13067SN2B,1306700SN2A,36.0
13067SN2B,1306700SN3A,4.9110011505
13067SN2B,1306700DI01,0.0889988495
13067SN3A,1306700SN3A,109.9107846837
13067SN3A,1306700DI01,6.5608646985
13067SN3A,1306700SN2A,6.2419369091
13067SN3A,1306700SN5A,0.2864137087
13067SN4A,1306700SN3A,66.1167480343
13067SN4A,1306700SN4A,28.9888447909
13067SN4A,1306700SN6A,15.0
13067SN4A,1306700NP01,2.8832519657
13067SN4A,1306700OK01,0.0111552092
13067SN5A,1306700SN5A,118.0234262336
13067SN5A,1306700NP01,2.5052436559
13067SN5A,1306700DI01,1.4713301105
13067SN5A,1306700SN3A,1.0
13067SN6A,1306700SN6A,90.6776610609
13067SN6A,1306700OK01,3.080250947
13067SN6A,1306700NJ01,1.2420879919
13067SN7A,1306700SN4A,28.9535762605
13067SN7A,1306700SN7A,8.0
13067SN7A,1306700OK01,0.0416889258
13067SN7A,1306700NP01,0.0047348137
13067SN7B,1306700SN7A,143.295563195
13067SN7B,1306700SN4A,2.9537963469
13067SN7B,1306700MA03,2.6379615322
13067SN7B,1306700OK01,2.4342253185000002
13067SN7B,1306700LI01,1.0923009110000002
13067SN7B,1306700MA04,0.5236724873
13067SN7B,1306700NJ01,0.0624802092
13067SN7C,1306700SN4A,17.2414144084
13067SN7C,1306700SN3A,5.9746081404
13067SN7C,1306700NP01,1.7839774513
13067SO01,1306700SO01,24.0
13067SO01,1306700EA01,1.0
13067SO02,1306700SO02,56.2549173077
13067SO02,1306700SO03,3.7450826924
13067SO03,1306700SO03,38.0
13067SO03,1306700SO02,1.0
13067SP01,1306700PF01,36.0
13067SW01,1306700SW01,43.8668592987
13067SW01,1306700PS1A,10.1331407012
13067SW02,1306700SW02,51.998639906
13067SW02,1306700MA01,0.001360094
13067SW04,1306700CO01,38.0
13067SW04,1306700MA01,32.0
13067SW05,1306700CL02,25.0
13067SY01,1306700GT01,25.0
13067SY01,1306700EL03,16.0
13067TM01,1306700TM01,40.0
13067TR01,1306700TR01,20.0
13067TS01,1306700VG02,49.9929324903
13067TS01,1306700SN1A,1.0070675097
13067TT01,1306700RW01,19.0
13067TT01,1306700HT01,13.0000000001
13067VA01,1306700VA01,21.999999999899998
13067VG01,1306700VG01,83.0000000001
13067VG02,1306700VG02,70.9999999999
13067VG02,1306700VG03,36.0
13067VG03,1306700NJ01,52.0
13067VG03,1306700VG03,4.0
13067VG04,1306700VG04,62.0
13067VG04,1306700VG02,1.0
13067WG01,1306700WG02,15.0
13067WG01,1306700PT01,8.0
13067WG02,1306700WG02,17.0
13067WL01,1306700WL01,21.9426611426
13067WL01,1306700SF01,3.0573388575
13067WL01,1306700PO01,1.0
130691,13069000001,1294.0000000001
130692,13069000002,319.0
130693,13069000003,56.0
130694,13069000004,342.0000000001
130695,13069000005,429.9999999998
130696,13069000006,216.0000000001
130710001,13071000001,320.0
130710002,13071000002,358.9654090345
130710002,13071000007,1.0
130710002,13071000008,0.0345909655
130710007,13071000007,137.7611318163
130710007,13071000014,5.2388681836
130710008,13071000008,68.0
130710008,13071000002,1.0
130710009,13071000009,31.0
130710010,13071000010,124.0
130710011,13071000011,75.0
130710012,13071000012,97.0
130710013,13071000013,65.0
130710014,13071000014,75.0
130710015,13071000015,114.9999999999
130710015,13071000002,1.0
130710016,13071000016,45.0
130710017,13071000017,144.0
130710018,13071000018,83.0
130710019,13071000019,216.9999999999
130710020,13071000020,108.9999999995
130710021,13071000021,48.0
130710022,13071000022,62.0000000001
130710023,13071000023,87.0000000002
13073010,13073000010,51.0000000001
13073015,13073000017,32.8002638171
13073015,13073000018,15.0
13073015,13073000062,2.0
13073015,13073000015,0.199736183
13073016,13073000016,17.0
13073016,13073000015,12.0
13073020,13073000020,103.889697648
13073020,13073000025,0.1103023516
13073021,13073000020,83.0
13073025,13073000025,51.0761185865
13073025,13073000020,0.9238814135
13073026,13073000033,19.0
13073026,13073000026,17.999999999899998
13073026,13073000020,1.0
13073030,13073000030,73.0
13073031,13073000031,60.3242388064
13073031,13245000310,0.6757611936000001
13073032,13073000032,17.999999999899998
13073032,13073000031,7.0
13073033,13073000034,21.0
13073033,13073000033,16.0
13073040,13073000040,30.0
13073040,13189000132,1.0
13073050,13073000050,50.0
13073051,13073000051,32.9811320754
13073051,13073000040,0.0188679245
13073060,13073000060,23.0
13073061,13073000061,51.0
13073062,13073000062,21.9031061658
13073062,13073000017,0.0968938341
13073063,13073000063,9.0
13073064,13073000064,23.0
13073065,13073000065,23.999999999899998
13073070,13073000070,29.0
13073074,13073000074,30.0
13073075,13073000075,25.17503811
13073075,13073000074,4.8249618901
13073075,13073000016,2.0
13073076,13073000076,37.4367562834
13073076,13073000085,2.0
13073076,13073000080,0.48521604449999994
13073076,13073000032,0.0780276721
13073080,13073000080,28.0
13073085,13073000085,25.0
13073085,13073000076,1.0
13073090,13073000090,55.0
13073100,13073000100,39.0
13073105,13073000105,21.0
13073106,13073000109,22.0
13073107,13073000107,10.8029474166
13073107,13073000109,0.1970525834
13073108,13073000108,24.0
13073109,13073000109,20.0
13073110,13073000110,30.0
13073111,13073000111,22.0
13073115,13073000115,32.0
13073120,13073000120,38.0
13073125,13073000125,23.0
13073130,13073000130,36.9984889974
13073130,13073000060,1.0015110026
13073131,13073000131,13.0
13073132,13073000132,8.1373770415
13073132,13073000134,3.8626229584000003
13073132,13073000063,3.0
13073132,13073000131,1.0
13073134,13073000134,30.9986313512
13073134,13073000132,0.001368649
13073135,13073000135,19.4472324072
13073135,13073000131,13.8712306375
13073135,13073000132,11.3252076348
13073135,13073000134,1.227559958
13073135,13073000063,0.12876936249999998
13073136,13073000136,18.9757927878
13073136,13073000100,1.0242072122
13073137,13073000137,18.999999999899998
13075C,1307500000C,250.0
13075C,130750000NL,1.0
13075DB,130750000DB,241.0
13075EP,130750000EP,66.0
13075L,1307500000L,207.0
13075M,1307500000M,98.0
13075NL,130750000NL,143.0
13075RB,130750000RB,165.0
13075RB,1307500000S,1.0
13075S,1307500000S,146.0
13075S,130750000RB,2.0
1307701,13077000001,258.9999999997
1307702,13077000002,187.651476448
1307702,13199000007,0.3485235521
1307703,13077000003,132.9999999999
1307704,13077000004,51.0
1307705,13077000005,146.0
1307706,13077000006,103.9122794948
1307706,13077000026,0.0877205052
1307707,13077000007,111.9999999997
1307708,13077000008,107.0000000001
1307709,13077000009,183.9999999999
1307710,13077000010,82.0
1307711,13077000011,101.0
1307712,13077000012,155.9999999998
1307713,13077000013,100.0
1307714,13077000014,177.9999999994
1307715,13077000015,106.9999999997
1307716,13077000017,124.0
1307717,13077000017,127.0
1307718,13077000018,242.9999999998
1307718,13077000021,1.0
1307719,13077000019,141.0
1307719,13077000028,1.0
1307720,13077000020,88.0000000002
1307721,13077000021,53.9999999999
1307722,13077000022,110.9999999999
1307723,13077000023,39.000000000200004
1307724,13077000024,43.0
1307725,13077000025,51.951728618
1307725,13077000008,0.0482713816
1307726,13077000026,36.9999999999
1307727,13077000027,27.000000000100002
1307728,13077000028,212.0
130791A,1307900001A,54.999999999799996
130791B,1307900001B,48.0
130792,13079000002,180.0000000001
130793,13079000003,86.0
130794,13079000004,55.0
130795,13079000005,62.9999999999
13081ARABI,130810ARABI,201.0
13081CONEY,130810CONEY,96.0
13081CORDE,130810CORDE,967.9999999999
13081JAMES,130810JAMES,113.0
13081LISTO,130810LISTO,106.0
130831038,13083001038,174.9999999999
130831214,13083001214,131.0
130831222,13083001222,125.9999999999
130831885,13083001885,60.0
130831889,13083001889,91.9999999999
13083960,13083000960,291.0
13083974,13083000974,209.6980746507
13083974,13083000960,2.3019253492000002
1308501,13085000001,147.0000000001
1308501,13085000002,95.0
1308502,13085000003,57.0
1308503,13085000002,163.9999999999
1308504,13085000003,120.9999999998
1308505,13085000002,89.9999999999
1308506,13085000003,78.0
1308507,13085000002,83.0000000002
1308508,13085000002,100.0
130871005,13087000694,67.0
130871188,13087001613,62.0
130871188,13087001805,49.0
130871277,13087001277,72.9999999999
130871277,13087000514,1.0
130871325,13087001325,124.0
130871342,13087001342,57.0
130871361,13087001361,125.0
130871361,13087000694,13.0
130871361,13087000513,1.0
130871392,13087000694,31.0
130871392,13087000513,12.0
130871613,13087001613,113.0
130871646,13087001277,24.0
130871646,13087001361,14.0
130871646,13087000514,1.0
130871805,13087001805,183.7783631166
130871805,13087001613,28.0
130871805,13087001342,4.0
130871805,13087000514,0.1574480241
130871805,13087000513,0.0641888593
13087513,13087000513,401.0
13087513,13087000694,1.0
13087514,13087000514,286.0594323765
13087514,13087001277,25.9405676236
13087694,13087000694,97.0000000001
13087694,13087000513,3.0
13087914,13087001325,44.0
13087914,13087000694,24.0
13087914,13087000513,2.0
13089AA,130890000AA,23.0
13089AA,130890000PE,1.0
13089AB,130890000AB,42.9976416818
13089AB,130890000CE,0.0023583182
13089AC,130890000GF,26.0
13089AD,130890000AD,41.9028065664
13089AD,1312100SS20,0.0971934336
13089AE,130890000AE,73.5986760796
13089AE,130890000MO,3.3909658204
13089AE,130890000CU,1.0
13089AE,130890000AI,0.0103581
13089AF,130890000AI,26.6144878195
13089AF,130890000CQ,6.0
13089AF,130890000WF,5.3855121805
13089AG,130890000AG,30.0
13089AH,130890000AH,28.999999999899998
13089AM,130890000CU,27.5460102906
13089AM,130890000AE,9.4539897096
13089AM,130890000CT,1.0
13089BB,130890000BB,59.9143557753
13089BB,130890000OK,2.0856442248000002
13089BB,130890000EA,1.0
13089BC,130890000BC,41.9849770224
13089BC,130890000JA,0.0150229776
13089BD,130890000BD,39.0
13089BE,130890000BE,25.999999999899998
13089BF,130890000BF,49.9999999999
13089BF,130890000IA,1.0
13089BG,130890000BG,20.0
13089BH,130890000BH,51.0
13089BH,130890000CK,3.0
13089BH,130890000BF,2.0
13089BI,130890000BI,48.0
13089BI,130890000SE,2.0
13089BJ,130890000BJ,48.0
13089BL,130890000BL,58.9999999999
13089BM,130890000BM,48.0
13089BR,130890000BR,75.914713035
13089BR,130890000PN,0.08528696499999999
13089CA,130890000CA,28.0
13089CB,130890000CB,31.0
13089CB,130890000RA,5.0
13089CC,130890000CC,14.0
13089CC,130890000CM,2.0
13089CD,130890000CD,38.9999999999
13089CE,130890000CE,68.6174179623
13089CE,130890000CX,28.9983137234
13089CE,130890000DC,13.0
13089CE,130890000AB,3.3825820376999998
13089CE,130890000AG,0.0016862767
13089CF,130890000CF,34.9999999999
13089CG,130890000CG,51.0
13089CH,130890000CH,25.0000986562
13089CH,130890000DA,17.9999013438
13089CI,130890000CI,44.9668109763
13089CI,130890000NB,0.0331890237
13089CJ,130890000CJ,30.0
13089CK,130890000CK,74.5677943099
13089CK,130890000JB,2.4322056901
13089CL,130890000CL,20.0
13089CL,130890000CR,3.0
13089CM,130890000CM,23.0
13089CM,130890000FL,5.0
13089CN,130890000BB,25.0
13089CN,130890000WC,24.0
13089CO,130890000CO,26.99644407
13089CO,1312100007M,0.00355593
13089CP,130890000CP,30.0
13089CQ,130890000CQ,45.6087066545
13089CQ,130890000EA,0.3912933455
13089CR,130890000CR,31.0
13089CS,130890000CS,27.000000000100002
13089CT,130890000CT,7.0
13089CV,130890000CV,45.9866270682
13089CV,130890000SB,0.0133729319
13089CW,130890000CW,37.0
13089DA,130890000DA,126.4064132966
13089DA,130890000CE,1.5474907652999998
13089DA,130890000OB,1.0460959383
13089DB,130890000DB,42.8203906061
13089DB,130890000OB,2.179609394
13089DC,130890000DC,61.0
13089DC,130890000LA,1.2776711014
13089DC,130890000OA,1.0
13089DC,130890000HB,0.7223288985999999
13089DE,130890000DE,40.0
13089DF,130890000DF,35.9191277112
13089DF,130890000GD,0.0803388306
13089DF,130890000DI,0.0005334581
13089DG,130890000DG,13.9999999999
13089DH,130890000DH,49.9912822827
13089DH,130890000FB,1.0
13089DH,130890000SB,0.0087177174
13089DI,130890000DI,25.0
13089DI,130890000MS,1.0
13089EA,130890000EA,97.4202369982
13089EA,130890000TA,0.3862137862
13089EA,130890000MD,0.1694878354
13089EA,130890000CQ,0.0240613802
13089EB,130890000MB,57.9941574043
13089EB,130890000BR,0.0058425957
13089EC,130890000EC,17.0
13089EC,130890000LV,13.745468518
13089EC,130890000MH,2.0
13089EC,130890000TF,0.254531482
13089EE,130890000EE,78.0
13089EE,130890000FB,1.0
13089EE,130890000LE,1.0
13089EF,130890000EF,48.9855826988
13089EF,130890000WI,4.0
13089EF,130890000MH,0.0144173011
13089EG,130890000EG,31.5536176044
13089EG,130890000JA,6.4463823956
13089ER,130890000ER,23.5086891976
13089ER,130890000LB,0.49131080260000004
13089FA,130890000FA,39.0000000001
13089FB,130890000FB,46.3326735346
13089FB,130890000PG,10.1280377181
13089FB,130890000LE,4.0592340414
13089FB,130890000SB,1.0
13089FB,130890000CV,0.3416464015
13089FB,130890000EE,0.1384083044
13089FC,130890000FC,31.0
13089FD,130890000AI,31.4657343138
13089FD,130890000GA,6.7240015496
13089FD,130890000AE,3.4810097679
13089FD,130890000WF,1.3292543686
13089FE,130890000FE,42.7333333334
13089FE,130890000CG,0.2666666667
13089FG,130890000FG,24.0000000002
13089FJ,130890000FJ,25.0
13089FJ,130890000CR,3.0
13089FK,130890000FK,27.0
13089FL,130890000FL,19.0
13089FL,130890000CM,1.0
13089FM,130890000FM,38.0
13089GA,130890000GA,52.4208898639
13089GA,130890000NB,0.42377762620000003
13089GA,130890000AE,0.1520989074
13089GA,130890000AI,0.0032336025
13089GB,130890000GB,24.0
13089GC,130890000GC,23.000000000100002
13089GD,130890000GD,39.8214034202
13089GD,130890000DF,0.1785965798
13089GE,130890000AF,43.0
13089HA,130890000HA,34.0
13089HA,130890000RE,4.0
13089HA,130890000MN,2.0
13089HA,130890000IA,1.0
13089HB,130890000HB,36.0
13089HB,130890000DC,15.0
13089HC,130890000HC,37.0
13089HD,130890000LA,13.7510968721
13089HD,130890000HB,10.248903128
13089HF,130890000HF,19.9999876186
13089HF,130890000CX,11.0
13089HF,130890000CE,8.0
13089HF,130890000CH,4.0
13089HF,130890000DA,1.0000123813
13089HG,130890000HG,34.4758123678
13089HG,130890000SI,0.5241876322
13089HH,130890000HH,23.9933503836
13089HH,130890000OV,1.0
13089HH,130890000KD,0.0066496164
13089HI,130890000WJ,13.0851243992
13089HI,130890000HI,12.9843241702
13089HI,130890000LC,3.9305514306
13089IA,130890000IA,25.9474246421
13089IA,130890000CK,5.0525753579
13089IB,130890000IB,28.9890127169
13089IB,130890000CK,10.0109872831
13089IB,130890000DE,1.0
13089JA,130890000JA,30.989331108800002
13089JA,130890000BC,0.0055104656
13089JA,130890000EG,0.0051584256
13089JB,130890000CK,28.9046966547
13089JB,130890000JB,9.0953033453
13089KA,130890000KA,38.0
13089KA,130890000MD,5.0
13089KA,130890000FC,4.0
13089KB,130890000KB,25.0
13089KC,130890000KC,19.0
13089KD,130890000KD,38.0000000001
13089KE,130890000KE,34.0
13089LA,130890000LA,34.0
13089LB,130890000LB,26.5348177442
13089LB,130890000ER,0.4651822558
13089LC,130890000LC,17.0
13089LD,130890000LD,63.942371514
13089LD,130890000SL,3.5237066149
13089LD,130890000RL,0.5339218711
13089LE,130890000LE,46.9994404374
13089LE,130890000FB,0.0005595626
13089LH,130890000LH,37.0
13089LV,130890000TF,27.77178652
13089LV,130890000TH,13.9815845994
13089LV,13135000012,2.2466288806
13089MA,130890000MA,36.0
13089MC,130890000MC,19.0
13089MC,130890000PR,3.0
13089ME,130890000ME,42.0
13089MF,130890000MF,22.999999999899998
13089MG,130890000MG,36.0
13089MH,130890000MH,27.0008652886
13089MH,130890000LV,2.9827251626
13089MH,130890000EF,0.0164095488
13089MI,130890000MI,51.0
13089MI,130890000MF,4.0
13089MJ,130890000MJ,22.000000000100002
13089MJ,130890000BG,9.355545064
13089MJ,130890000HI,0.6444549361
13089MK,130890000MK,41.4336190045
13089MK,130890000CK,4.0
13089MK,130890000RD,2.5663809955
13089ML,130890000ML,66.8171874839
13089ML,130890000BL,4.0
13089ML,130890000GC,0.182812516
13089MM,130890000JB,37.0105810614
13089MM,130890000MN,13.0
13089MM,130890000IA,1.0
13089MM,130890000CK,0.9894189386000001
13089MN,130890000MN,28.0
13089MO,130890000MO,43.0
13089MP,130890000MP,26.0271867007
13089MP,130890000EA,3.9728132992
13089MQ,130890000MQ,19.0
13089MR,130890000MR,29.0
13089MS,130890000MS,30.000000000100002
13089MT,130890000MT,58.719986571
13089MT,130890000BR,1.9964632388
13089MT,130890000PN,0.2835501902
13089MU,130890000MU,33.0
13089MU,130890000KG,17.0
13089MU,130890000GD,5.0
13089MV,130890000MV,22.0
13089MW,130890000MW,13.0
13089MW,130890000MH,12.0126182129
13089MW,130890000EF,7.9873817871
13089MZ,130890000MZ,25.0
13089MZ,130890000WD,1.0
13089NA,130890000HF,14.0034924543
13089NA,130890000KG,7.0
13089NA,130890000CX,6.9965075457
13089NA,130890000PB,1.0
13089NB,130890000NB,43.8992990065
13089NB,130890000AE,4.161033117000001
13089NB,130890000CI,1.0
13089NB,130890000CK,1.0
13089NB,130890000ME,0.9396678764999999
13089NC,130890000NC,19.0
13089NC,130890000SI,1.155372491
13089NC,130890000IA,0.844627509
13089ND,130890000ND,24.9962715784
13089ND,130890000MK,0.0037284216
13089NF,130890000DA,30.1701675639
13089NF,130890000NF,17.8298324361
13089OA,130890000OA,33.8164582763
13089OA,130890000LA,0.1835417237
13089OB,130890000OB,71.7653467005
13089OB,130890000PF,4.0
13089OB,130890000EF,2.0
13089OB,130890000WI,2.0
13089OB,130890000DA,0.7990026672
13089OB,130890000DB,0.4356506324
13089OK,130890000OK,56.6406223856
