vtd10_geoid,vtd20_geoid,weight_sum
130293,13029FTSTEW,1.0
130294,13029000003,110.0
130294,13029000002,44.9999999999
130295,13029000005,47.9999999999
130295,13029000004,38.8957247556
130295,13029000009,21.0
130295,13029000006,16.999999999899998
130295,13029000008,16.0
130295,13029FTSTEW,1.1042752444
130296,13029000010,51.999987775
130296,13029000004,40.000012225
130296,13029000009,11.0
130297,13029000006,56.0
130297,13029000008,32.0
130297,13029000009,24.0
130297,13029000005,19.0
130298,13029000008,104.6916853675
130298,13029000006,21.0
130298,13029000010,2.8595725437
130298,13029000007,2.4487420889
130299,13029000007,50.0
130299,13029000010,25.0
130299,13029000008,1.0
13029FTSTEW,13029FTSTEW,299.9999999998
13029FTSTEW,13029000004,2.0
130311,13031000001,100.0
1303110,13031000010,152.9999999999
1303111,13031000011,366.9999999999
1303112,13031000012,283.9999999999
1303113,13031000013,267.0000000004
1303114,13031000014,320.0
1303115,13031000015,163.9999999997
1303116,13031000016,122.0
130312,13031000002,131.0
130313,13031000003,168.0
130314,13031000004,143.0000000003
130315,13031000005,159.9999999999
130316,13031000006,163.0
130317,13031000007,183.9999999999
130317,13031000008,1.0
130318,13031000008,191.0
130319,13031000009,183.0
130330001,13033000001,70.0
130330001,13033000015,7.0
130330002,13033000002,104.0
130330002,13033000006,1.0
130330003,13033000003,151.0
130330004,13033000004,150.0
130330005,13033000005,60.0
130330005,13033000014,38.0
130330005,13033000011,27.0
130330006,13033000006,39.9999999999
130330006,13033000002,30.0
130330007,13033000007,168.0
130330008,13033000008,47.0
130330008,13033000001,2.0
130330008,13033000015,1.0
130330009,13033000009,136.0
130330010,13033000010,48.0
130330011,13033000011,103.0
130330012,13033000012,116.0
130330013,13033000013,102.9999999999
130330014,13033000014,181.0000000001
130330014,13033000016,21.0
130330014,13033000015,1.0
130330015,13033000015,205.0000000002
130330015,13033000016,51.0
130330015,13033000014,3.0
13035BCCC,1303500BCCC,308.0
13035JENK,1303500BCCC,118.0000000001
13035STARK,1303500BCCC,158.0
13035TOW,1303500BCCC,219.9999999998
13035WORTH,1303500BCCC,75.0
130371,13037000001,171.0
130372,13037000002,178.0
130373,13037000003,34.0
130374,13037000004,128.0
130375,13037000005,68.0
1303901,13039000001,348.9999999999
1303902,13039000002,336.0000000001
1303903,13039000003,397.0
1303904,13039000004,202.9999999999
1303905,13039000005,259.0
1303906,13039000006,185.0
1303907,13039000007,190.0
1303908,13039000008,102.0
1303909,13039000009,208.9999999998
1303910,13039000010,467.9999999999
1303910,13039000005,3.0
1303910,13039000012,1.0
1303911,13039000011,93.0
1303912,13039000012,196.0
1303913,13039000013,146.0
1303914,13039000014,123.0000000001
130431685,13043001685,421.0
130431736,13043001736,502.0
130451006,13045001006,77.0
130451111,13045001111,167.0
130451122,13045001122,81.0000000001
130451152,13045001152,80.0
130451163,13045000713,114.0
130451240,13045001240,139.4162926278
130451240,13045001496,0.5837073722
130451371,13045001371,64.0
130451483,13045001483,95.0
130451496,13045001496,140.0000000001
130451533,13045001533,92.0
130451540,13045001540,63.0000000001
130451542,13045001542,62.0
130451542,13045001122,1.0
13045501,13045000501,100.0
13045501,130450714A2,1.0
13045640,13045000640,91.5495317178
13045640,13045000642,1.4504682822000001
13045641,13045000641,80.7658312108
13045641,13045000642,1.2341687893
13045642,13045000642,176.7953660667
13045642,13045000641,0.1664145587
13045642,13045000640,0.0382193746
13045649,13045000649,136.0
13045649,13045000640,1.0
13045650,13045000650,127.0
13045682,13045000682,172.9999999999
13045713,13045000713,80.0
13045714A1,130450714A1,131.0
13045714A2,130450714A2,73.0
13045714A3,130450714A3,120.0
13045714A4,130450714A4,78.0000000001
13045714A4,130450714BW,1.0
13045714A5,130450714A5,83.0
13045714A6,130450714A6,74.0
13045714BN,130450714BN,70.6528476138
13045714BN,130450714A2,3.3471523862
13045714BS,13045001483,60.0
13045714BS,13045000715,21.0
13045714BW,130450714BW,55.0000000001
13045715,13045000715,29.0
13045716,130450714A1,54.0
13045716,13045001240,11.0
13047BLCK,1304700BLCK,120.0
13047BOYN,1304700BOYN,108.0
13047CAKT,1304700CAKT,109.0000000001
13047CHAM,1304700CHAM,71.9999999999
13047DPK,1304700WEST,62.0
13047FTO,1304700FT-O,178.0
13047GRAY,1304700GRAY,107.0000000001
13047GRAY,1304700RING,2.0
13047LAKE,1304700LAKE,164.9048414024
13047LAKE,1304700FT-O,0.0951585977
13047POPS,1304700POPS,66.0
13047POPS,1304700RING,1.0
13047RING,1304700RING,245.9793927769
13047RING,1304700POPS,0.0206072236
13047WDST,1304700WOOD,99.0
13047WEST,1304700WEST,120.0
130491,13049000002,112.0
130491,1304900005F,1.0
130492,13049000002,100.0
130492,1304900004A,7.0
130493B,1304900003B,160.9999999999
130493S,1304900003S,356.0000000001
130493T,1304900004A,203.0
130493T,1304900003S,17.0
130493T,13049000002,9.0
130494,1304900004H,169.0000000001
130494,13049000002,25.0
130494,1304900004A,24.0
130494,1304900005F,11.0
130495F,1304900005F,199.0
130495F,13049000002,74.0000000001
130495F,1304900004H,24.0
130495R,1304900005R,149.0
130495R,1304900004A,17.0
130495W,1304900005W,191.0
130511-1,1305101-01C,133.0
130511-10,1305101-10C,62.0
130511-12,1305101-12C,59.9999999999
130511-12,1305101-17C,2.0
130511-13,1305101-13C,42.0000000001
130511-13,1305106-06C,1.0
130511-14,1305101-14C,32.0
130511-16,1305101-16C,82.0
130511-17,1305101-17C,75.9232012582
130511-17,1305101-12C,1.0
130511-17,1305103-12C,0.0767987418
130511-5,1305101-05C,104.0
130511-6,1305101-06C,62.0000000001
130511-8,1305101-08C,48.0000000001
130511-9,1305101-09C,43.0
130512-11,1305102-11C,74.0
130512-12,1305102-12C,117.0
130512-2,1305102-02C,118.0
130512-3,1305102-03C,87.0
130512-4,1305102-04C,145.0
130512-5,1305102-05C,78.0
130512-6,1305102-06C,37.0
130512-7,1305102-07C,124.9999999999
130512-9,1305102-09C,115.0
130513-1,1305103-01C,178.9909175633
130513-10,1305103-10C,87.9999999999
130513-11,1305103-11C,30.0
130513-12,1305103-12C,99.3619509216
130513-12,1305101-17C,6.6380490784
130513-13,1305103-13C,48.9999999999
130513-13,1305103-14C,2.0
130513-14,1305103-14C,39.0
130513-15,1305103-15C,33.6332022502
130513-15,1305102-06C,6.0
130513-15,130510XFTPU,2.0
130513-2,1305103-02C,145.0
130513-3,1305103-03C,64.7240752956
130513-3,1305103-05C,2.2759247044
130513-4,1305103-04C,51.9999768484
130513-4,1305103-03C,2.0000231516
130513-5,1305103-05C,72.0
130513-5,1305103-10C,1.0
130513-8,1305103-08C,30.0
130513-9,1305103-09C,24.0
130514-10,1305104-10C,146.12762296
130514-11,1305104-11C,119.0
130514-12,1305104-12C,140.0
130514-12,1305101-17C,1.0
130514-13,1305104-13C,51.999999999799996
130514-14,1305104-14C,52.0
130514-14,1305104-12C,1.0
130514-15,1305104-15C,40.0
130514-2,1305104-02C,77.0000000001
130514-4,1305104-04C,43.0
130514-5,1305104-05C,29.000000000100002
130514-6,1305104-06C,55.0
130514-7,1305104-07C,46.0
130514-8,1305104-08C,49.0
130515-1,1305105-01C,23.0
130515-10,1305105-10C,113.0
130515-11,1305105-11C,32.0
130515-2,1305105-02C,43.0
130515-3,1305105-03C,78.0
130515-4,1305105-05C,37.0000000001
130515-5,1305105-05C,40.0
130515-6,1305105-06C,119.9682909179
130515-6,1305107-10C,2.0
130515-6,1305101-09C,0.0317090822
130515-7,1305105-07C,34.0
130515-8,1305105-08C,27.9999999998
130516-1,1305106-01C,42.9999999999
130516-10,1305106-10C,227.9673160021
130516-10,1305106-02C,0.0326839982
130516-11,1305106-11C,126.9999999999
130516-2,1305106-02C,64.7508340668
130516-2,1305104-13C,0.2491659332
130516-3,1305106-03C,44.9999999999
130516-5,1305106-05C,33.0
130516-6,1305106-06C,23.0
130516-8,1305106-08C,23.9714563663
130516-8,1305106-09C,0.0285436337
130516-9,1305106-09C,54.0
130516-9,1305106-03C,1.0
130517-1,1305107-01C,49.9823214928
130517-1,1305107-03C,0.017678507
130517-10,1305107-10C,51.0
130517-11,1305107-11C,133.0000000001
130517-11,1305107-07C,8.820239098
130517-11,1305107-08C,3.179760902
130517-12,1305107-12C,93.9999999999
130517-12,1305107-08C,8.0
130517-12,1305107-09C,3.0
130517-13,1305107-13C,43.9999845962
130517-13,1305107-12C,3.0
130517-13,1305107-14C,1.54038e-05
130517-14,1305107-14C,64.9788008946
130517-14,1305107-12C,11.021199105400001
130517-3,1305107-03C,74.8835897264
130517-3,1305107-11C,1.1164102736
130517-3,1305107-01C,1.0
130517-4,1305107-04C,147.0675767734
130517-4,1305107-03C,35.0042317936
130517-4,1305107-15C,31.5707148237
130517-4,1305107-11C,4.3574766096
130517-5,1305107-05C,43.0
130517-6,1305107-06C,115.0
130517-6,1305107-08C,1.0
130517-7,1305107-07C,153.9935703546
130517-7,1305107-11C,9.006429644999999
130517-7,1305107-08C,3.0
130517-8,1305107-08C,389.8228533907
130517-8,1305107-12C,6.7092289652
130517-8,1305107-07C,4.467917644
130517-8,1305107-06C,1.0
130517-8,1305107-11C,1.0
130517-9,1305107-09C,83.032841388
130517-9,1305107-12C,2.9671586117
130518-1,1305108-01C,200.9999999999
130518-1,1305108-07C,1.0
130518-10,1305108-10C,72.0
130518-11,1305108-11C,28.0
130518-12,1305108-12C,87.0
130518-12,1305108-06C,2.0
130518-12,1305108-03C,1.0
130518-12,1305108-13C,1.0
130518-13,1305108-13C,71.9849557542
130518-13,1305108-03C,2.0150442457
130518-15,1305108-15C,71.9999999998
130518-2,1305108-02C,141.0
130518-3,1305108-03C,50.9999999999
130518-5,1305108-05C,71.0
130518-6,1305108-06C,59.0
130518-6,1305108-12C,1.0
130518-7,1305108-07C,135.8807197994
130518-7,1305108-08C,8.3705705916
130518-7,1305108-01C,4.7487096092
130518-8,1305108-08C,98.0
130518-9,1305108-09C,49.9999999999
13051XFTPU,130510XFTPU,58.0
13051XFTPU,1305103-15C,1.0
130531,13053000001,249.0
130531,13053FTBEN2,1.0
13053FTBEN1,13053FTBEN1,529.9908314949
13053FTBEN1,13215FTBEN1,0.0091685052
13053FTBEN2,13053FTBEN2,465.9950813785
13053FTBEN2,13053000001,1.0
13053FTBEN2,13215FTBEN3,0.0049186214
13053FTBEN3,13053FTBEN3,206.75090715
13053FTBEN3,13215000112,0.24909285
130551083,13055001083,71.0
130551216,13055001216,15.0
130551382,13055001382,17.0
130551484,13055001484,83.9999999999
13055870,13055000870,241.0
13055870,13055000962,3.0
13055925,13055000925,341.0000000001
13055940,13055000940,59.9999999999
13055961,13055000961,33.0
13055962,13055000962,43.0
13055968,13055000968,85.0
13055P-870,130550P-870,37.0
13055XC-968,13055XC-968,91.0
13057001,13057000001,27.000000000100002
13057002,13057000002,31.999999999899998
13057003,13057000003,35.9999999999
13057004,13057000004,259.8329524682
13057004,13057000014,0.167047532
13057005,13057000005,57.0
13057006,13057000006,57.9692701665
13057006,1306700AC1B,1.0307298335
13057007,13057000007,42.0000000001
13057008,13057000008,36.0
13057009,13057000009,47.0
13057010,13057000010,232.1085224106
13057010,13057000013,0.8914775894
13057011,13057000011,67.0000000001
13057011,13057000016,1.0
13057012,13057000012,124.7756840003
13057012,13057000011,0.2243159993
13057013,13057000013,181.9975258766
13057013,13057000010,0.0024741232
13057014,13057000014,62.8546530335
13057014,13057000004,0.14534696660000002
13057015,13057000015,25.000000000100002
13057015,13057000007,1.0
13057016,13057000016,125.9999999991
13057016,13057000007,11.0
13057017,13057000044,23.0000000003
13057018,13057000018,100.9999999999
13057019,13057000019,101.9999999997
13057020,13057000020,49.9999999999
13057021,13057000021,26.0
13057022,13057000022,114.0000000003
13057022,13057000037,5.0
13057023,13057000023,72.0
13057024,13057000024,175.9999999999
13057025,13057000044,53.0000000015
13057026,13057000026,117.0000000001
13057027,13057000027,58.0000000001
13057028,13057000028,20.0
13057029,13057000029,34.7340988205
13057029,13057000023,0.22
13057029,13057000006,0.0459011792
13057030,13057000030,112.0
13057031,13057000031,98.0
13057031,13057000036,1.0
13057032,13057000032,21.9219462747
13057032,13057000007,1.0780537253
13057033,13057000033,53.0
13057034,13057000034,56.0
13057035,13057000035,90.0
13057036,13057000036,245.0000000002
13057037,13057000037,95.9999999998
13057037,13057000022,2.0
13057038,13057000038,59.9999999999
13057038,13057000027,1.0
13057039,13057000039,69.0
13057040,13057000040,42.0
13057041,13057000041,82.9999999999
13057042,13057000042,51.0
13057043,13057000043,39.0
13057044,13057000044,60.8335775233
13057044,13057000012,0.1664224769
130591A,1305900001A,120.0
130591B,1305900001B,74.9999999999
130591C,1305900001C,48.0000000001
130591D,1305900001D,50.0
130592A,1305900002A,110.0
130592B,1305900002B,107.0
130592B,1305900004A,2.0
130593A,1305900003A,87.9999999999
130593B,1305900003B,146.0
130594A,1305900004A,49.0
130594B,1305900004B,127.0
130595A,1305900005A,79.0
130595B,1305900005B,60.0
130595C,1305900005C,71.0
130595D,1305900005D,96.617928592
130595D,1305900002A,1.3820714078
130596A,1305900006A,98.0000000002
130596B,1305900006B,69.0000000001
130596C,1305900006C,33.0
130596D,1305900006D,41.0
130597A,1305900007A,55.0000000001
130597B,1305900007B,63.9999999999
130597C,1305900007C,69.9999999999
130598A,1305900008A,54.0
130598B,1305900008B,28.0
130598C,1305900008C,54.9999999999
130611,13061000001,156.0
130612,13061000002,84.0
130613,13061000003,45.0
130614,13061000004,102.0
130615,13061000005,82.0
13063EW1,13063000EW1,109.0000000002
13063FP1,13063000FP1,200.9999999999
13063FP2,13063000FP2,83.0
13063FP3,13063000FP3,199.0
13063FP4,13063000FP4,42.0
13063FP5,13063000FP5,74.0
13063FP6,13063000FP6,40.0
13063JB01,1306300JB01,51.0
13063JB02,1306300JB02,58.0
13063JB03,1306300JB03,128.9999999997
13063JB04,1306300JB04,65.1600326881
13063JB04,1306300JB03,0.8399673119
13063JB05,1306300JB05,34.000000000200004
13063JB06,1306300JB06,63.0
13063JB07,1306300JB07,43.0
13063JB08,1306300JB08,37.0
13063JB09,1306300JB09,32.999999999799996
13063JB10,1306300JB10,46.0
13063JB11,1306300JB11,50.000000000200004
13063JB12,1306300JB12,22.9999999998
13063JB13,1306300JB13,17.0
13063JB14,1306300JB14,42.0
13063JB15,1306300JB15,49.0000000001
13063JB16,1306300JB16,36.0
13063JB17,1306300JB17,50.0
13063JB18,1306300JB18,53.0000000003
13063LC1,13063000LC1,115.0000000002
13063LJ1,13063000LJ1,53.0
13063LJ2,13063000LJ2,52.000000000200004
13063LJ3,13063000LJ3,104.0000000001
13063LJ4,13063000LJ4,19.999999999899998
13063LJ5,13063000LJ5,48.0
13063MO1,13063000MO1,137.0
13063MO2,13063000MO2,76.0
13063MO3,13063000MO3,73.0000000001
13063MO4,13063000MO4,29.000000000100002
13063MO5,13063000MO5,82.0
13063MO6,13063000MO6,40.0
13063MO7,13063000MO7,22.999999999899998
13063MO8,13063000MO8,29.0
13063MO9,13063000MO9,22.0
13063OAK1,1306300OAK1,181.9999999997
13063OAK2,1306300OAK2,37.0
13063OAK3,1306300OAK3,43.0000000001
13063OAK4,1306300OAK4,50.0
13063PH1,13063000PH1,25.0
13063PH2,13063000PH2,53.0
13063RD01,1306300RD01,33.0
13063RD02,1306300RD02,46.0000000001
13063RD03,1306300RD03,62.4163363673
13063RD03,1306300RD08,0.5836636327
13063RD04,1306300RD04,87.0
13063RD05,1306300RD05,34.0000000001
13063RD06,1306300RD06,64.0000000001
13063RD07,1306300RD07,46.0
13063RD08,1306300RD08,57.0
13063RD09,1306300RD09,36.0
13063RD10,1306300RD10,21.0
13063RD11,1306300RD11,42.0
13063RD12,1306300RD12,63.0
13065AB,130650000AB,121.0
13065AG,130650000AG,157.0
13065D,1306500000D,448.0
13065F,1306500000F,615.0000000001
13065F,1306500000H,3.0
13065H,1306500000H,776.0
13067AC1A,1306700AC1A,112.7429076966
13067AC1A,1306700NC01,6.4103701603
13067AC1A,1306700AC1C,3.8467221432
13067AC1B,1306700AC1B,128.4998827341
13067AC1B,1306700MS01,3.0
13067AC1B,1306700NC01,0.4944167125
13067AC1B,1306700AC1C,0.0057005535
13067AC1C,1306700AC1C,66.5420930377
13067AC1C,1306700NC01,1.3922097047
13067AC1C,1306700BK01,0.06297655640000001
13067AC1C,1306700KE5A,0.0027207012
13067AD01,1306700AD01,29.0
13067AU1A,1306700AU1A,213.6652054912
13067AU1A,1306700MA02,11.1108522473
13067AU1A,1306700CL02,9.7005454831
13067AU1A,1306700MA01,5.2746098234
13067AU1A,1306700CL01,2.248786955
13067AU1A,1306700CO01,1.0
13067BF01,1306700BF02,24.0
13067BF02,1306700BF02,29.0
13067BF03,1306700BF03,83.9999999999
13067BG01,1306700BG01,127.9726674626
13067BG01,1306700KE3A,16.0149881322
13067BG01,1306700KE1A,10.7910013752
13067BG01,1306700CK01,7.0
13067BG01,1306700EL01,2.0
13067BG01,1306700PM02,0.22134303
13067BG02,1306700BG02,15.0
13067BK01,1306700BK01,41.6352156292
13067BK01,1306700KE5A,5.3719464857000006
13067BK01,1306700AC1C,2.9900566117
13067BK01,1306700AC1B,2.0
13067BK01,1306700WG02,2.0
13067BK01,1306700KE3A,0.0023591566
13067BK01,13057000006,0.0004221169
13067BR01,1306700BR01,45.0000000001
13067BR02,1306700BR02,55.0
13067BT01,1306700BT01,23.0
13067BT02,1306700BT02,88.9999999999
13067BW01,1306700BW01,33.0
13067BY01,1306700TM01,70.0
13067CA01,1306700CA01,147.9999999998
13067CA01,1306700DI01,11.0
13067CA01,1306700MR7A,1.0
13067CH02,1306700CH02,38.5143449911
13067CH02,1306700MR4C,5.4132046728
13067CH02,1306700PM02,0.9396866253
13067CH02,1306700MR4A,0.13276371080000002
13067CH03,1306700CH03,44.9980068255
13067CH03,1306700FO02,1.0
13067CH03,1306700MR2A,1.0
13067CH03,1306700OR03,1.0
13067CH03,1306700OR04,1.0
13067CH03,1306700KP02,0.0019931744
13067CK01,1306700PR01,16.0
13067CK02,1306700CK01,116.0000000001
13067CK02,1306700KE1A,2.0
13067CL01,1306700CL01,62.2029948994
13067CL01,1306700AU1A,2.3087123341
13067CL01,1306700PS3A,0.4727697573
13067CL01,1306700PS2A,0.0155230091
13067CL02,1306700CL02,63.1907420738
13067CL02,1306700AU1A,21.0632231018
13067CL02,1306700PS1A,2.3436736251
13067CL02,1306700PS3A,1.4023611997
13067CO01,1306700CO01,43.8495802155
13067CO01,1306700PS2A,6.1504197846
13067CR01,1306700CR01,25.0
13067DC01,1306700DC01,25.0
13067DI01,1306700DI01,202.231671161
13067DI01,1306700SN2A,11.7504893593
13067DI01,1306700SN3A,10.8065018258
13067DI01,1306700MR7A,10.0422063573
13067DI01,1306700MR1A,8.5626604388
13067DI01,1306700SN1A,2.4616782757
13067DI01,1306700SN5A,0.6157592115
13067DI01,1306700OR03,0.5290333708999999
13067DL01,1306700DL01,31.0
13067DL01,1306700OR04,4.0
13067DO01,1306700DO01,29.8234667801
13067DO01,1306700SM01,0.1765332198
13067DU01,1306700DU01,26.0
13067DV01,1306700DV01,18.0
13067EA01,1306700EA01,28.0
13067EC01,1306700PP01,21.0
13067EL01,1306700EL01,97.4821618878
13067EL01,1306700MR6B,14.2379087807
13067EL01,1306700EL04,10.7620912193
13067EL01,1306700MR5B,6.0324289866
13067EL01,1306700EP01,4.0
13067EL01,1306700MR4A,2.0
13067EL01,1306700MR4B,0.4854091257
13067EL02,1306700EL02,58.6326710341
13067EL02,1306700MR6B,8.3673289659
13067EL03,1306700EL03,22.9695177991
13067EL03,1306700EL02,11.0
13067EL03,1306700MR6B,7.0304822009
13067EL04,1306700EL04,56.3893969004
13067EL04,1306700MR5B,2.6654342736
13067EL04,1306700MR6B,2.3682682962
13067EL04,1306700MR6A,0.5769005298000001
13067EL05,1306700EL05,29.999999999899998
13067EL06,1306700SM01,19.0
13067EL06,1306700MD01,11.0
13067EP01,1306700EP01,61.0622490983
13067EP01,1306700EL01,3.0
13067EP01,1306700CK01,1.9377509016999999
13067EP01,1306700EL02,1.0
13067EV01,1306700EA02,30.0
13067FO01,1306700FO02,59.999999999799996
13067FO01,1306700OR03,18.000000000100002
13067FO02,1306700FO02,28.0
13067FO02,1306700OR03,1.0
13067FO03,1306700FO04,38.0
13067FO03,1306700OR03,3.0
13067FO04,1306700FO04,73.9877112084
13067FO04,1306700DI01,5.0
13067FO04,1306700SN5A,0.0122887916
