county,precinct,office,district,party,candidate,total_votes
Montgomery,,U.S. Senate (Special),,Democrat,Raphael Warnock,896
Morgan,,U.S. Senate,,Republican,David A. Perdue (I),7730
Morgan,,U.S. Senate,,Democrat,Jon Ossoff,3097
Morgan,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),7696
Morgan,,U.S. Senate (Special),,Democrat,Raphael Warnock,3129
Murray,,U.S. Senate,,Republican,David A. Perdue (I),10963
Murray,,U.S. Senate,,Democrat,Jon Ossoff,2036
Murray,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),10966
Murray,,U.S. Senate (Special),,Democrat,Raphael Warnock,2028
Muscogee,,U.S. Senate,,Republican,David A. Perdue (I),26626
Muscogee,,U.S. Senate,,Democrat,Jon Ossoff,44875
Muscogee,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),26473
Muscogee,,U.S. Senate (Special),,Democrat,Raphael Warnock,45049
Newton,,U.S. Senate,,Republican,David A. Perdue (I),20620
Newton,,U.S. Senate,,Democrat,Jon Ossoff,28177
Newton,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),20493
Newton,,U.S. Senate (Special),,Democrat,Raphael Warnock,28324
Oconee,,U.S. Senate,,Republican,David A. Perdue (I),16220
Oconee,,U.S. Senate,,Democrat,Jon Ossoff,7322
Oconee,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),16041
Oconee,,U.S. Senate (Special),,Democrat,Raphael Warnock,7496
Oglethorpe,,U.S. Senate,,Republican,David A. Perdue (I),4985
Oglethorpe,,U.S. Senate,,Democrat,Jon Ossoff,2237
Oglethorpe,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),4959
Oglethorpe,,U.S. Senate (Special),,Democrat,Raphael Warnock,2259
Paulding,,U.S. Senate,,Republican,David A. Perdue (I),46872
Paulding,,U.S. Senate,,Democrat,Jon Ossoff,27083
Paulding,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),46619
Paulding,,U.S. Senate (Special),,Democrat,Raphael Warnock,27335
Peach,,U.S. Senate,,Republican,David A. Perdue (I),5717
Peach,,U.S. Senate,,Democrat,Jon Ossoff,5335
Peach,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),5701
Peach,,U.S. Senate (Special),,Democrat,Raphael Warnock,5350
Pickens,,U.S. Senate,,Republican,David A. Perdue (I),12601
Pickens,,U.S. Senate,,Democrat,Jon Ossoff,2548
Pickens,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),12532
Pickens,,U.S. Senate (Special),,Democrat,Raphael Warnock,2612
Pierce,,U.S. Senate,,Republican,David A. Perdue (I),6972
Pierce,,U.S. Senate,,Democrat,Jon Ossoff,956
Pierce,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),6980
Pierce,,U.S. Senate (Special),,Democrat,Raphael Warnock,947
Pike,,U.S. Senate,,Republican,David A. Perdue (I),8266
Pike,,U.S. Senate,,Democrat,Jon Ossoff,1372
Pike,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),8241
Pike,,U.S. Senate (Special),,Democrat,Raphael Warnock,1391
Polk,,U.S. Senate,,Republican,David A. Perdue (I),11546
Polk,,U.S. Senate,,Democrat,Jon Ossoff,3305
Polk,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),11525
Polk,,U.S. Senate (Special),,Democrat,Raphael Warnock,3325
Pulaski,,U.S. Senate,,Republican,David A. Perdue (I),2564
Pulaski,,U.S. Senate,,Democrat,Jon Ossoff,1118
Pulaski,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),2543
Pulaski,,U.S. Senate (Special),,Democrat,Raphael Warnock,1138
Putnam,,U.S. Senate,,Republican,David A. Perdue (I),7676
Putnam,,U.S. Senate,,Democrat,Jon Ossoff,3160
Putnam,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),7638
Putnam,,U.S. Senate (Special),,Democrat,Raphael Warnock,3195
Quitman,,U.S. Senate,,Republican,David A. Perdue (I),548
Quitman,,U.S. Senate,,Democrat,Jon Ossoff,463
Quitman,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),548
Quitman,,U.S. Senate (Special),,Democrat,Raphael Warnock,464
Rabun,,U.S. Senate,,Republican,David A. Perdue (I),6618
Rabun,,U.S. Senate,,Democrat,Jon Ossoff,1789
Rabun,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),6566
Rabun,,U.S. Senate (Special),,Democrat,Raphael Warnock,1835
Randolph,,U.S. Senate,,Republican,David A. Perdue (I),1290
Randolph,,U.S. Senate,,Democrat,Jon Ossoff,1672
Randolph,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),1289
Randolph,,U.S. Senate (Special),,Democrat,Raphael Warnock,1678
Richmond,,U.S. Senate,,Republican,David A. Perdue (I),23660
Richmond,,U.S. Senate,,Democrat,Jon Ossoff,53568
Richmond,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),23523
Richmond,,U.S. Senate (Special),,Democrat,Raphael Warnock,53741
Rockdale,,U.S. Senate,,Republican,David A. Perdue (I),11244
Rockdale,,U.S. Senate,,Democrat,Jon Ossoff,29463
Rockdale,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),11162
Rockdale,,U.S. Senate (Special),,Democrat,Raphael Warnock,29555
Schley,,U.S. Senate,,Republican,David A. Perdue (I),1623
Schley,,U.S. Senate,,Democrat,Jon Ossoff,435
Schley,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),1618
Schley,,U.S. Senate (Special),,Democrat,Raphael Warnock,438
Screven,,U.S. Senate,,Republican,David A. Perdue (I),3509
Screven,,U.S. Senate,,Democrat,Jon Ossoff,2408
Screven,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),3496
Screven,,U.S. Senate (Special),,Democrat,Raphael Warnock,2427
Seminole,,U.S. Senate,,Republican,David A. Perdue (I),2351
Seminole,,U.S. Senate,,Democrat,Jon Ossoff,1147
Seminole,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),2356
Seminole,,U.S. Senate (Special),,Democrat,Raphael Warnock,1144
Spalding,,U.S. Senate,,Republican,David A. Perdue (I),15957
Spalding,,U.S. Senate,,Democrat,Jon Ossoff,10966
Spalding,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),15872
Spalding,,U.S. Senate (Special),,Democrat,Raphael Warnock,11054
Stephens,,U.S. Senate,,Republican,David A. Perdue (I),7979
Stephens,,U.S. Senate,,Democrat,Jon Ossoff,2058
Stephens,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),7975
Stephens,,U.S. Senate (Special),,Democrat,Raphael Warnock,2059
Stewart,,U.S. Senate,,Republican,David A. Perdue (I),687
Stewart,,U.S. Senate,,Democrat,Jon Ossoff,1115
Stewart,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),686
Stewart,,U.S. Senate (Special),,Democrat,Raphael Warnock,1117
Sumter,,U.S. Senate,,Republican,David A. Perdue (I),5230
Sumter,,U.S. Senate,,Democrat,Jon Ossoff,5847
Sumter,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),5210
Sumter,,U.S. Senate (Special),,Democrat,Raphael Warnock,5869
Talbot,,U.S. Senate,,Republican,David A. Perdue (I),1242
Talbot,,U.S. Senate,,Democrat,Jon Ossoff,1945
Talbot,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),1240
Talbot,,U.S. Senate (Special),,Democrat,Raphael Warnock,1948
Taliaferro,,U.S. Senate,,Republican,David A. Perdue (I),332
Taliaferro,,U.S. Senate,,Democrat,Jon Ossoff,513
Taliaferro,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),333
Taliaferro,,U.S. Senate (Special),,Democrat,Raphael Warnock,514
Tattnall,,U.S. Senate,,Republican,David A. Perdue (I),5344
Tattnall,,U.S. Senate,,Democrat,Jon Ossoff,1872
Tattnall,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),5342
Tattnall,,U.S. Senate (Special),,Democrat,Raphael Warnock,1873
Taylor,,U.S. Senate,,Republican,David A. Perdue (I),2118
Taylor,,U.S. Senate,,Democrat,Jon Ossoff,1350
Taylor,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),2117
Taylor,,U.S. Senate (Special),,Democrat,Raphael Warnock,1356
Telfair,,U.S. Senate,,Republican,David A. Perdue (I),2497
Telfair,,U.S. Senate,,Democrat,Jon Ossoff,1348
Telfair,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),2492
Telfair,,U.S. Senate (Special),,Democrat,Raphael Warnock,1353
Terrell,,U.S. Senate,,Republican,David A. Perdue (I),1868
Terrell,,U.S. Senate,,Democrat,Jon Ossoff,2256
Terrell,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),1863
Terrell,,U.S. Senate (Special),,Democrat,Raphael Warnock,2260
Thomas,,U.S. Senate,,Republican,David A. Perdue (I),11577
Thomas,,U.S. Senate,,Democrat,Jon Ossoff,7647
Thomas,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),11599
Thomas,,U.S. Senate (Special),,Democrat,Raphael Warnock,7634
Tift,,U.S. Senate,,Republican,David A. Perdue (I),9681
Tift,,U.S. Senate,,Democrat,Jon Ossoff,4726
Tift,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),9664
Tift,,U.S. Senate (Special),,Democrat,Raphael Warnock,4754
Toombs,,U.S. Senate,,Republican,David A. Perdue (I),6877
Toombs,,U.S. Senate,,Democrat,Jon Ossoff,2511
Toombs,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),6866
Toombs,,U.S. Senate (Special),,Democrat,Raphael Warnock,2543
Towns,,U.S. Senate,,Republican,David A. Perdue (I),5842
Towns,,U.S. Senate,,Democrat,Jon Ossoff,1394
Towns,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),5820
Towns,,U.S. Senate (Special),,Democrat,Raphael Warnock,1414
Treutlen,,U.S. Senate,,Republican,David A. Perdue (I),1859
Treutlen,,U.S. Senate,,Democrat,Jon Ossoff,847
Treutlen,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),1862
Treutlen,,U.S. Senate (Special),,Democrat,Raphael Warnock,851
Troup,,U.S. Senate,,Republican,David A. Perdue (I),15788
Troup,,U.S. Senate,,Democrat,Jon Ossoff,10504
Troup,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),15715
Troup,,U.S. Senate (Special),,Democrat,Raphael Warnock,10591
Turner,,U.S. Senate,,Republican,David A. Perdue (I),2105
Turner,,U.S. Senate,,Democrat,Jon Ossoff,1305
Turner,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),2102
Turner,,U.S. Senate (Special),,Democrat,Raphael Warnock,1310
Twiggs,,U.S. Senate,,Republican,David A. Perdue (I),2057
Twiggs,,U.S. Senate,,Democrat,Jon Ossoff,1876
Twiggs,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),2042
Twiggs,,U.S. Senate (Special),,Democrat,Raphael Warnock,1896
Union,,U.S. Senate,,Republican,David A. Perdue (I),11613
Union,,U.S. Senate,,Democrat,Jon Ossoff,2570
Union,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),11594
Union,,U.S. Senate (Special),,Democrat,Raphael Warnock,2580
Upson,,U.S. Senate,,Republican,David A. Perdue (I),7342
Upson,,U.S. Senate,,Democrat,Jon Ossoff,3833
Upson,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),7316
Upson,,U.S. Senate (Special),,Democrat,Raphael Warnock,3868
Walker,,U.S. Senate,,Republican,David A. Perdue (I),19268
Walker,,U.S. Senate,,Democrat,Jon Ossoff,4891
Walker,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),19292
Walker,,U.S. Senate (Special),,Democrat,Raphael Warnock,4853
Walton,,U.S. Senate,,Republican,David A. Perdue (I),33908
Walton,,U.S. Senate,,Democrat,Jon Ossoff,11583
Walton,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),33767
Walton,,U.S. Senate (Special),,Democrat,Raphael Warnock,11719
Ware,,U.S. Senate,,Republican,David A. Perdue (I),8498
Ware,,U.S. Senate,,Democrat,Jon Ossoff,3704
Ware,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),8499
Ware,,U.S. Senate (Special),,Democrat,Raphael Warnock,3710
Warren,,U.S. Senate,,Republican,David A. Perdue (I),1079
Warren,,U.S. Senate,,Democrat,Jon Ossoff,1387
Warren,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),1072
Warren,,U.S. Senate (Special),,Democrat,Raphael Warnock,1395
Washington,,U.S. Senate,,Republican,David A. Perdue (I),4161
Washington,,U.S. Senate,,Democrat,Jon Ossoff,4368
Washington,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),4144
Washington,,U.S. Senate (Special),,Democrat,Raphael Warnock,4398
Wayne,,U.S. Senate,,Republican,David A. Perdue (I),8724
Wayne,,U.S. Senate,,Democrat,Jon Ossoff,2488
Wayne,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),8741
Wayne,,U.S. Senate (Special),,Democrat,Raphael Warnock,2471
Webster,,U.S. Senate,,Republican,David A. Perdue (I),700
Webster,,U.S. Senate,,Democrat,Jon Ossoff,554
Webster,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),704
Webster,,U.S. Senate (Special),,Democrat,Raphael Warnock,552
Wheeler,,U.S. Senate,,Republican,David A. Perdue (I),1382
Wheeler,,U.S. Senate,,Democrat,Jon Ossoff,627
Wheeler,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),1374
Wheeler,,U.S. Senate (Special),,Democrat,Raphael Warnock,634
White,,U.S. Senate,,Republican,David A. Perdue (I),11071
White,,U.S. Senate,,Democrat,Jon Ossoff,2222
White,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),11018
White,,U.S. Senate (Special),,Democrat,Raphael Warnock,2272
Whitfield,,U.S. Senate,,Republican,David A. Perdue (I),22501
Whitfield,,U.S. Senate,,Democrat,Jon Ossoff,9245
Whitfield,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),22512
Whitfield,,U.S. Senate (Special),,Democrat,Raphael Warnock,9216
Wilcox,,U.S. Senate,,Republican,David A. Perdue (I),2085
Wilcox,,U.S. Senate,,Democrat,Jon Ossoff,763
Wilcox,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),2084
Wilcox,,U.S. Senate (Special),,Democrat,Raphael Warnock,767
Wilkes,,U.S. Senate,,Republican,David A. Perdue (I),2580
Wilkes,,U.S. Senate,,Democrat,Jon Ossoff,1949
Wilkes,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),2581
Wilkes,,U.S. Senate (Special),,Democrat,Raphael Warnock,1956
Wilkinson,,U.S. Senate,,Republican,David A. Perdue (I),2347
Wilkinson,,U.S. Senate,,Democrat,Jon Ossoff,1960
Wilkinson,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),2342
Wilkinson,,U.S. Senate (Special),,Democrat,Raphael Warnock,1976
Worth,,U.S. Senate,,Republican,David A. Perdue (I),6053
Worth,,U.S. Senate,,Democrat,Jon Ossoff,2229
Worth,,U.S. Senate (Special),,Republican,Kelly Loeffler (I),6048
Worth,,U.S. Senate (Special),,Democrat,Raphael Warnock,2234
