year,county,precinct_id,source_name
2016,SPALDING,16,GARY REID
2016,SPALDING,17,AMBUCS
2016,SPALDING,19,FIRST ASSEMBLY
2016,SPALDING,20,ROBERTS
2016,SPALDING,21,EAGES LANDING BAPTIST
2018,CARROLL,714A2,LAKESHORE REC (714A2)
2018,CARROLL,714BN,BURSON (714BN)
2018,COLUMBIA,015,Lewis Methodist Church
2018,COLUMBIA,020,Harlem Branch
2018,COLUMBIA,030,Liberty Park
2018,COLUMBIA,031,Grovetown Methodist Church
2018,COLUMBIA,034,Warren Baptist
2018,COLUMBIA,050,Second Mt. Carmel
2018,COLUMBIA,075,Belair Baptist
2018,COLUMBIA,076,Marvin Methodist Church
2018,COLUMBIA,135,Christ Church
2018,DEKALB,CT,COVINGTON HIGHWAY
2018,DEKALB,GD,GEORGETOWN SQUARE
2018,DEKALB,RN,RENFROE MIDDLE
2018,DEKALB,SI,STONE MOUNTAIN MIDDLE
2018,DEKALB,SQ,STONE MOUNTAIN
2018,DEKALB,SR,SNAPFINGER ROAD NORTH
2018,DEKALB,SS,SNAPFINGER ROAD SOUTH
2018,DEKALB,TA,TERRY MILL ELEM
2018,HANCOCK,1A,Devereux Fire
2018,HANCOCK,3A,Mayfield
2018,LAURENS,03,Family Life Center
2018,MORGAN,02,East Morgan
2018,MORGAN,06,West Morgan
2018,WARE,404,Beach-Bickley
2018,WARE,405,Haywood
2018,WARE,406,Jamestown
2018,WARE,407,Manor
2018,WARE,408,Millwood
2018,WARE,409,Waresboro
2020,COLUMBIA,015,Lewis Methodist Church
2020,COLUMBIA,031,Grovetown Methodist Church
2020,COLUMBIA,137,Christ The King Luth Church
2020,MORGAN,02,East Morgan
2020,MORGAN,06,West Morgan
2020,PAULDING,0003C,Shelton Elementary
2020,PAULDING,0004C,Russom Elementary
2020,PAULDING,0012C,Taylor Farm Park
2020,COBB,PS2A,Powders Springs 2A
2020,COBB,PS1A,Powders Springs 1A
2020,COBB,PS3A,Powders Springs 3A
2020,DOUGHERTY,08,Westtown Elementary
2020,DOUGHERTY,01,Palmyra Methodist
2020,DOUGHERTY,16,Turner Elementary
2020,DOUGHERTY,02,Sherwood Elementary
2020,GLYNN,2933,St William Catholic Church
2020,GLYNN,4923,Northside Baptist
2020,GRADY,C05,Cairo 5th District
2020,GRADY,C04,Cairo 4th District
2020,MERIWETHER,10,Woodbury
2020,MERIWETHER,09,Gay
2020,MERIWETHER,08,Alvaton
2020,MERIWETHER,12,Durand
2020,THOMAS,120,Scott
2020,THOMAS,110,Jerger
2018,BALDWIN,CTY1,South Mill
2018,BALDWIN,CTY6,North Mill
2018,DOUGLAS,1275,LITHIA HIGH SCHOOL
2018,DOUGLAS,740,FIRST BAPTIST CHURCH
2018,DOUGLAS,731,BEULAH
2018,FRANKLIN,7,Southwest
2018,FRANKLIN,3,Northeast
2018,GLYNN,1713,Sterling Elem School
2018,GLYNN,5933,Burroughs
2018,GLYNN,4913,Ballard Complex
2018,GRADY,C05,Cairo 5th District
2018,GRADY,C04,Cairo 4th District
2018,MERIWETHER,09,GAY
2018,MERIWETHER,08,ALVATON
2018,MERIWETHER,12,DURAND
2018,MERIWETHER,02,MANCHESTER GILL I
2018,MERIWETHER,03,MANCHESTER GILL II
2018,MERIWETHER,10,WOODBURY
2018,MUSCOGEE,124,EPWORTH
2018,MUSCOGEE,104,BRITT DAVID BAPT CH
2018,MUSCOGEE,105,ST PETER U. M. C.
2018,MUSCOGEE,106,CORNERSTONE CHURCH
2018,SCREVEN,12,Cooperville Fire Sta
2018,TAYLOR,5,#5 COURTHOUSE
2018,TAYLOR,1,#1 BUTLER FIRE DEPT.
2018,TAYLOR,6,#6 REYNOLDS
2014,BARTOW,18,WOODLAND HIGH
2014,BLECKLEY,1,FAIRGROUND
2014,BRYAN,5,RH Rec Complex
2014,CHATTAHOOCHEE,1,Chattahoochee Acvitity Center
2014,COOK,NL,New Life Bapt. Church
2014,DOUGHERTY,9,Second Mt. Zion
2014,DOUGHERTY,15,Phoebe Edu. Bldg
2014,DOUGLAS,1260,DAY STAR
2014,DOUGLAS,1275,COUNTY LINE BAPTIST CHURCH
2014,DOUGLAS,731,BEULAH
2014,DOUGLAS,740,FIRST BAPTIST CHURCH
2014,DOUGLAS,1274,FIRST BAPTIST - LITHIA SPRINGS
2014,GLYNN,1713,Sterling Elem School
2014,GRADY,C05,Cairo 5th District
2014,GRADY,C04,Cairo 4th District
2014,JACKSON,N0245,North Jefferson
2014,JACKSON,S0245,South Jefferson
2014,JACKSON,S0255,South Minish
2014,JACKSON,N0255,North Minish
2014,LAURENS,22,LCFS 10 (Valambrosia)
2014,LAURENS,3,Family Life Center
2014,LIBERTY,4,Walthourville City Hall
2014,LOWNDES,5,Rainwater Conf Ctr
2014,LOWNDES,7,New Clyatt Fire Station
2014,LOWNDES,6,Mildred Hunter Comm
2014,LOWNDES,8,Dasher City Hall
2014,LOWNDES,4,Naylor City Hall
2014,LOWNDES,3,Northside Bapt Gym
2014,LOWNDES,9,South Lowndes Rec
2014,LOWNDES,1,Hahira Historical So
2014,MERIWETHER,10,WOODBURY
2014,MERIWETHER,9,GAY
2014,MERIWETHER,8,ALVATON
2014,MERIWETHER,2,MANCHESTER GILL I
2014,MERIWETHER,3,MANCHESTER GILL II
2014,MERIWETHER,12,DURAND
2014,MUSCOGEE,105,ST PETER U. M. C.
2014,MUSCOGEE,106,CORNERSTONE CHURCH
2014,MUSCOGEE,107,NORTHSIDE BAPTIST
2014,MUSCOGEE,104,BRITT DAVID BAPT CH
2014,MUSCOGEE,101,WYNNTON
2014,MUSCOGEE,118,ST PAUL U.M.C.
2014,MUSCOGEE,123,FOX RECREATIONAL CTR
2014,RABUN,RABUN,Rabun
2014,TAYLOR,3,#3 HOWARD
2014,TAYLOR,1,#1 BUTLER FIRE DEPT.
2014,TAYLOR,5,#5 COURTHOUSE
2014,TAYLOR,6,#6 REYNOLDS
2016,BARTOW,18,WOODLAND HIGH
2016,BLECKLEY,1,FAIRGROUND
2016,BRYAN,5,RH Recreation
2016,BRYAN,9,Public Safety
2016,CHATTAHOOCHEE,1,Chattahoochee Acvitity Center
2016,COOK,NL,New Life Bapt. Church
2016,DOUGHERTY,09,Second Mt. Zion
2016,DOUGHERTY,15,Phoebe Edu. Bldg
2016,DOUGLAS,736S,CHURCH-CH
2016,DOUGLAS,1260,DAY STAR
2016,DOUGLAS,1275,COUNTY LINE BAPTIST CHURCH
2016,DOUGLAS,731,BEULAH
2016,DOUGLAS,740,FIRST BAPTIST CHURCH
2016,GLYNN,1713,Sterling Elem School
2016,GLYNN,5933,Burroughs
2016,GLYNN,4913,Ballard Complex
2016,GRADY,C05,Cairo 5th District
2016,GRADY,C04,Cairo 4th District
2016,JACKSON,S0255,South Minish
2016,JACKSON,N0255,North Minish
2016,JACKSON,N0245,North Jefferson
2016,JACKSON,S0245,South Jefferson
2016,LAURENS,03,Family Life Center
2016,LIBERTY,3,Liberty County
2016,MERIWETHER,10,WOODBURY
2016,MERIWETHER,09,GAY
2016,MERIWETHER,08,ALVATON
2016,MERIWETHER,02,MANCHESTER GILL I
2016,MERIWETHER,03,MANCHESTER GILL II
2016,MERIWETHER,12,DURAND
2016,MUSCOGEE,101,WYNNTON
2016,MUSCOGEE,111,NATIONAL INFANTRY
2016,MUSCOGEE,125,GALLOPS/HANNAN
2016,MUSCOGEE,104,BRITT DAVID BAPT CH
2016,MUSCOGEE,105,ST PETER U. M. C.
2016,MUSCOGEE,106,CORNERSTONE CHURCH
2016,RABUN,RABUN,Rabun
2016,SCREVEN,12,Cooperville Fire Station
2016,SUMTER,29,AndersonV
2016,TAYLOR,5,#5 COURTHOUSE
2016,TAYLOR,1,#1 BUTLER FIRE DEPT.
2016,TAYLOR,6,#6 REYNOLDS
2014,SPALDING,3,MEMORIAL DR PLAZA
2014,SPALDING,4,THIRD WARD
2014,SPALDING,8,BOY SCOUTS HDQTRS
2014,SPALDING,9,CABIN
2014,SPALDING,15,BLALOCK
2014,SPALDING,18,COMMUNITY
2014,SPALDING,21,SUN CITY
2016,SPALDING,04,THIRD WARD
2016,SPALDING,08,BOY SCOUTS HDQTRS
2016,SPALDING,09,CABIN
2016,SPALDING,15,BLALOCK
2016,SPALDING,18,COMMUNITY
2014,WARE,100,District 1
2014,WARE,200A,District 2A
2014,WARE,200B,District 2B
2014,WARE,300,1231-150B
2014,WARE,304,1231-150C
2014,WARE,400,1231-151
2018,WARE,100,District 1
2018,WARE,200A,District 2A
2018,WARE,200B,District 2B
2018,WARE,300,1231-150B
2018,WARE,304,1231-150C
2018,WARE,400,1231-151
