county,precinct,office,district,party,candidate,total_votes
Irwin,,Commissioner of Labor,,,Emily Anderson (L),43
Jackson,,U.S. Senate,,Republican,Herschel Junior Walker,24379
Jackson,,U.S. Senate,,Democrat,Raphael Warnock (I),6504
Jackson,,U.S. Senate,,Libertarian,Chase Oliver,823
Jackson,,Governor,,Republican,Brian Kemp (I),26223
Jackson,,Governor,,Democrat,Stacey Abrams,5420
Jackson,,Governor,,Libertarian,Shane Hazel,238
Jackson,,Lieutenant Governor,,Republican,Burt Jones,25236
Jackson,,Lieutenant Governor,,Democrat,Charlie Bailey,5724
Jackson,,Lieutenant Governor,,Libertarian,Ryan Graham,684
Jackson,,Secretary of State,,Republican,Brad Raffensperger (I),24943
Jackson,,Secretary of State,,Democrat,Bee Nguyen,5313
Jackson,,Secretary of State,,Libertarian,Ted Metz,1293
Jackson,,Attorney General,,Republican,Chris Carr (I),25442
Jackson,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",5757
Jackson,,Attorney General,,Libertarian,Martin Cowen,503
Jackson,,Commissioner of Agriculture,,Republican,Tyler Harper,25678
Jackson,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,5232
Jackson,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,703
Jackson,,Commissioner of Insurance,,Republican,John King (I),25971
Jackson,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,5522
Jackson,,State School Superintendent,,Republican,Richard Woods (I),26057
Jackson,,State School Superintendent,,Democrat,Alisha Thomas Searcy,5491
Jackson,,Commissioner of Labor,,Republican,Bruce Thompson,25344
Jackson,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",5415
Jackson,,Commissioner of Labor,,Libertarian,Emily Anderson,786
Jasper,,U.S. Senate,,Republican,Herschel Junior Walker,4951
Jasper,,U.S. Senate,,Democrat,Raphael Warnock (I),1464
Jasper,,U.S. Senate,,Libertarian,Chase Oliver,120
Jasper,,Governor,,Republican,Brian Kemp (I),5237
Jasper,,Governor,,Democrat,Stacey Abrams,1286
Jasper,,Governor,,Libertarian,Shane Hazel,51
Jasper,,Lieutenant Governor,,Republican,Burt Jones,5132
Jasper,,Lieutenant Governor,,Democrat,Charlie Bailey,1309
Jasper,,Lieutenant Governor,,Libertarian,Ryan Graham,87
Jasper,,Secretary of State,,Republican,Brad Raffensperger (I),5010
Jasper,,Secretary of State,,Democrat,Bee Nguyen,1253
Jasper,,Secretary of State,,Libertarian,Ted Metz,238
Jasper,,Attorney General,,Republican,Chris Carr (I),5090
Jasper,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1364
Jasper,,Attorney General,,Libertarian,Martin Cowen,79
Jasper,,Commissioner of Agriculture,,Republican,Tyler Harper,5191
Jasper,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1223
Jasper,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,120
Jasper,,Commissioner of Insurance,,Republican,John King (I),5192
Jasper,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1310
Jasper,,State School Superintendent,,Republican,Richard Woods (I),5216
Jasper,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1296
Jasper,,Commissioner of Labor,,Republican,Bruce Thompson,5137
Jasper,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1280
Jasper,,Commissioner of Labor,,Libertarian,Emily Anderson,109
Jefferson,,U.S. Senate,,Republican,Herschel Junior Walker,3041
Jefferson,,U.S. Senate,,Democrat,Raphael Warnock (I),3158
Jefferson,,U.S. Senate,,Libertarian,Chase Oliver,54
Jefferson,,Governor,,Republican,Brian Kemp (I),3162
Jefferson,,Governor,,Democrat,Stacey Abrams,3089
Jefferson,,Governor,,Libertarian,Shane Hazel,27
Jefferson,,Lieutenant Governor,,Republican,Burt Jones,3097
Jefferson,,Lieutenant Governor,,Democrat,Charlie Bailey,2934
Jefferson,,Lieutenant Governor,,Libertarian,Ryan Graham,73
Jefferson,,Secretary of State,,Republican,Brad Raffensperger (I),3066
Jefferson,,Secretary of State,,Democrat,Bee Nguyen,2881
Jefferson,,Secretary of State,,Libertarian,Ted Metz,121
Jefferson,,Attorney General,,Republican,Chris Carr (I),3078
Jefferson,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",3020
Jefferson,,Attorney General,,Libertarian,Martin Cowen,54
Jefferson,,Commissioner of Agriculture,,Republican,Tyler Harper,3061
Jefferson,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,2978
Jefferson,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,93
Jefferson,,Commissioner of Insurance,,Republican,John King (I),3111
Jefferson,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,3003
Jefferson,,State School Superintendent,,Republican,Richard Woods (I),3209
Jefferson,,State School Superintendent,,Democrat,Alisha Thomas Searcy,2904
Jefferson,,Commissioner of Labor,,Republican,Bruce Thompson,3079
Jefferson,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",2965
Jefferson,,Commissioner of Labor,,Libertarian,Emily Anderson,76
Jeff Davis,,U.S. Senate,,Republican,Herschel Junior Walker,3738
Jeff Davis,,U.S. Senate,,Democrat,Raphael Warnock (I),738
Jeff Davis,,U.S. Senate,,Libertarian,Chase Oliver,52
Jeff Davis,,Governor,,Republican,Brian Kemp (I),3865
Jeff Davis,,Governor,,Democrat,Stacey Abrams,646
Jeff Davis,,Governor,,Libertarian,Shane Hazel,32
Jeff Davis,,Lieutenant Governor,,Republican,Burt Jones,3754
Jeff Davis,,Lieutenant Governor,,Democrat,Charlie Bailey,627
Jeff Davis,,Lieutenant Governor,,Libertarian,Ryan Graham,62
Jeff Davis,,Secretary of State,,Republican,Brad Raffensperger (I),3700
Jeff Davis,,Secretary of State,,Democrat,Bee Nguyen,612
Jeff Davis,,Secretary of State,,Libertarian,Ted Metz,117
Jeff Davis,,Attorney General,,Republican,Chris Carr (I),3759
Jeff Davis,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",666
Jeff Davis,,Attorney General,,Libertarian,Martin Cowen,42
Jeff Davis,,Commissioner of Agriculture,,Republican,Tyler Harper,3805
Jeff Davis,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,624
Jeff Davis,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,47
Jeff Davis,,Commissioner of Insurance,,Republican,John King (I),3790
Jeff Davis,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,663
Jeff Davis,,State School Superintendent,,Republican,Richard Woods (I),3806
Jeff Davis,,State School Superintendent,,Democrat,Alisha Thomas Searcy,649
Jeff Davis,,Commissioner of Labor,,Republican,Bruce Thompson,3780
Jeff Davis,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",634
Jeff Davis,,Commissioner of Labor,,Libertarian,Emily Anderson,47
Jenkins,,U.S. Senate,,Republican,Herschel Junior Walker,1826
Jenkins,,U.S. Senate,,Democrat,Raphael Warnock (I),912
Jenkins,,U.S. Senate,,Libertarian,Chase Oliver,25
Jenkins,,Governor,,Republican,Brian Kemp (I),1893
Jenkins,,Governor,,Democrat,Stacey Abrams,871
Jenkins,,Governor,,Libertarian,Shane Hazel,10
Jenkins,,Lieutenant Governor,,Republican,Burt Jones,1843
Jenkins,,Lieutenant Governor,,Democrat,Charlie Bailey,849
Jenkins,,Lieutenant Governor,,Libertarian,Ryan Graham,30
Jenkins,,Secretary of State,,Republican,Brad Raffensperger (I),1829
Jenkins,,Secretary of State,,Democrat,Bee Nguyen,834
Jenkins,,Secretary of State,,Libertarian,Ted Metz,50
Jenkins,,Attorney General,,Republican,Chris Carr (I),1850
Jenkins,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",866
Jenkins,,Attorney General,,Libertarian,Martin Cowen,21
Jenkins,,Commissioner of Agriculture,,Republican,Tyler Harper,1866
Jenkins,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,837
Jenkins,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,30
Jenkins,,Commissioner of Insurance,,Republican,John King (I),1872
Jenkins,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,859
Jenkins,,State School Superintendent,,Republican,Richard Woods (I),1876
Jenkins,,State School Superintendent,,Democrat,Alisha Thomas Searcy,851
Jenkins,,Commissioner of Labor,,Republican,Bruce Thompson,1861
Jenkins,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",847
Jenkins,,Commissioner of Labor,,Libertarian,Emily Anderson,17
Johnson,,U.S. Senate,,Republican,Herschel Junior Walker,2484
Johnson,,U.S. Senate,,Democrat,Raphael Warnock (I),869
Johnson,,U.S. Senate,,Libertarian,Chase Oliver,17
Johnson,,Governor,,Republican,Brian Kemp (I),2504
Johnson,,Governor,,Democrat,Stacey Abrams,867
Johnson,,Governor,,Libertarian,Shane Hazel,12
Johnson,,Lieutenant Governor,,Republican,Burt Jones,2454
Johnson,,Lieutenant Governor,,Democrat,Charlie Bailey,813
Johnson,,Lieutenant Governor,,Libertarian,Ryan Graham,37
Johnson,,Secretary of State,,Republican,Brad Raffensperger (I),2421
Johnson,,Secretary of State,,Democrat,Bee Nguyen,785
Johnson,,Secretary of State,,Libertarian,Ted Metz,80
Johnson,,Attorney General,,Republican,Chris Carr (I),2446
Johnson,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",853
Johnson,,Attorney General,,Libertarian,Martin Cowen,23
Johnson,,Commissioner of Agriculture,,Republican,Tyler Harper,2463
Johnson,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,837
Johnson,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,28
Johnson,,Commissioner of Insurance,,Republican,John King (I),2470
Johnson,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,837
Johnson,,State School Superintendent,,Republican,Richard Woods (I),2478
Johnson,,State School Superintendent,,Democrat,Alisha Thomas Searcy,846
Johnson,,Commissioner of Labor,,Republican,Bruce Thompson,2461
Johnson,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",818
Johnson,,Commissioner of Labor,,Libertarian,Emily Anderson,39
Jones,,U.S. Senate,,Republican,Herschel Junior Walker,8089
Jones,,U.S. Senate,,Democrat,Raphael Warnock (I),3990
Jones,,U.S. Senate,,Libertarian,Chase Oliver,191
Jones,,Governor,,Republican,Brian Kemp (I),8583
Jones,,Governor,,Democrat,Stacey Abrams,3657
Jones,,Governor,,Libertarian,Shane Hazel,72
Jones,,Lieutenant Governor,,Republican,Burt Jones,8412
Jones,,Lieutenant Governor,,Democrat,Charlie Bailey,3638
Jones,,Lieutenant Governor,,Libertarian,Ryan Graham,154
Jones,,Secretary of State,,Republican,Brad Raffensperger (I),8314
Jones,,Secretary of State,,Democrat,Bee Nguyen,3513
Jones,,Secretary of State,,Libertarian,Ted Metz,343
Jones,,Attorney General,,Republican,Chris Carr (I),8321
Jones,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",3780
Jones,,Attorney General,,Libertarian,Martin Cowen,118
Jones,,Commissioner of Agriculture,,Republican,Tyler Harper,8403
Jones,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,3593
Jones,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,196
Jones,,Commissioner of Insurance,,Republican,John King (I),8522
Jones,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,3654
Jones,,State School Superintendent,,Republican,Richard Woods (I),8569
Jones,,State School Superintendent,,Democrat,Alisha Thomas Searcy,3631
Jones,,Commissioner of Labor,,Republican,Bruce Thompson,8326
Jones,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",3647
Jones,,Commissioner of Labor,,Libertarian,Emily Anderson,212
Lamar,,U.S. Senate,,Republican,Herschel Junior Walker,5416
Lamar,,U.S. Senate,,Democrat,Raphael Warnock (I),2139
Lamar,,U.S. Senate,,Libertarian,Chase Oliver,158
Lamar,,Governor,,Republican,Brian Kemp (I),5736
Lamar,,Governor,,Democrat,Stacey Abrams,1963
Lamar,,Governor,,Libertarian,Shane Hazel,56
Lamar,,Lieutenant Governor,,Republican,Burt Jones,5570
Lamar,,Lieutenant Governor,,Democrat,Charlie Bailey,1942
Lamar,,Lieutenant Governor,,Libertarian,Ryan Graham,143
Lamar,,Secretary of State,,Republican,Brad Raffensperger (I),5496
Lamar,,Secretary of State,,Democrat,Bee Nguyen,1849
Lamar,,Secretary of State,,Libertarian,Ted Metz,299
Lamar,,Attorney General,,Republican,Chris Carr (I),5561
Lamar,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1982
Lamar,,Attorney General,,Libertarian,Martin Cowen,127
Lamar,,Commissioner of Agriculture,,Republican,Tyler Harper,5648
Lamar,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1882
Lamar,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,146
Lamar,,Commissioner of Insurance,,Republican,John King (I),5679
Lamar,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1954
Lamar,,State School Superintendent,,Republican,Richard Woods (I),5711
Lamar,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1945
Lamar,,Commissioner of Labor,,Republican,Bruce Thompson,5571
Lamar,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1906
Lamar,,Commissioner of Labor,,Libertarian,Emily Anderson,168
Lanier,,U.S. Senate,,Republican,Herschel Junior Walker,1860
Lanier,,U.S. Senate,,Democrat,Raphael Warnock (I),725
Lanier,,U.S. Senate,,,Chase Oliver (L),38
Lanier,,Governor,,Republican,Brian Kemp (I),1932
Lanier,,Governor,,Democrat,Stacey Abrams,691
Lanier,,Governor,,,Shane Hazel (L),15
Lanier,,Lieutenant Governor,,Republican,Burt Jones,1877
Lanier,,Lieutenant Governor,,Democrat,Charlie Bailey,669
Lanier,,Lieutenant Governor,,,Ryan Graham (L),35
Lanier,,Secretary of State,,Republican,Brad Raffensperger (I),1871
Lanier,,Secretary of State,,Democrat,Bee Nguyen,606
Lanier,,Secretary of State,,,Ted Metz (L),94
Lanier,,Attorney General,,Republican,Chris Carr (I),1885
Lanier,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",669
Lanier,,Attorney General,,,Martin Cowen (L),38
Lanier,,Commissioner of Agriculture,,Republican,Tyler Harper,1917
Lanier,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,636
Lanier,,Commissioner of Agriculture,,,David Raudabaugh (L),39
Lanier,,Commissioner of Insurance,,Republican,John King (I),1928
Lanier,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,657
Lanier,,State School Superintendent,,Republican,Richard Woods (I),1933
Lanier,,State School Superintendent,,Democrat,Alisha Thomas Searcy,657
Lanier,,Commissioner of Labor,,Republican,Bruce Thompson,1892
Lanier,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",653
Lanier,,Commissioner of Labor,,,Emily Anderson (L),44
Laurens,,U.S. Senate,,Republican,Herschel Junior Walker,12073
Laurens,,U.S. Senate,,Democrat,Raphael Warnock (I),6285
Laurens,,U.S. Senate,,Libertarian,Chase Oliver,155
Laurens,,Governor,,Republican,Brian Kemp (I),12508
Laurens,,Governor,,Democrat,Stacey Abrams,5973
Laurens,,Governor,,Libertarian,Shane Hazel,69
Laurens,,Lieutenant Governor,,Republican,Burt Jones,12210
Laurens,,Lieutenant Governor,,Democrat,Charlie Bailey,5817
Laurens,,Lieutenant Governor,,Libertarian,Ryan Graham,247
Laurens,,Secretary of State,,Republican,Brad Raffensperger (I),12167
Laurens,,Secretary of State,,Democrat,Bee Nguyen,5558
Laurens,,Secretary of State,,Libertarian,Ted Metz,462
Laurens,,Attorney General,,Republican,Chris Carr (I),12209
Laurens,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",5956
Laurens,,Attorney General,,Libertarian,Martin Cowen,165
Laurens,,Commissioner of Agriculture,,Republican,Tyler Harper,12337
Laurens,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,5732
Laurens,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,239
Laurens,,Commissioner of Insurance,,Republican,John King (I),12402
Laurens,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,5869
Laurens,,State School Superintendent,,Republican,Richard Woods (I),12457
Laurens,,State School Superintendent,,Democrat,Alisha Thomas Searcy,5827
Laurens,,Commissioner of Labor,,Republican,Bruce Thompson,12233
Laurens,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr.",5776
Laurens,,Commissioner of Labor,,Libertarian,Emily Anderson,268
Lee,,U.S. Senate,,Republican,Herschel Junior Walker,9535
Lee,,U.S. Senate,,Democrat,Raphael Warnock (I),3779
Lee,,U.S. Senate,,,Chase Oliver (L),221
Lee,,Governor,,Republican,Brian Kemp (I),10094
Lee,,Governor,,Democrat,Stacey Abrams,3413
Lee,,Governor,,,Shane Hazel (L),80
Lee,,Lieutenant Governor,,Republican,Burt Jones,9842
Lee,,Lieutenant Governor,,Democrat,Charlie Bailey,3403
Lee,,Lieutenant Governor,,,Ryan Graham (L),220
Lee,,Secretary of State,,Republican,Brad Raffensperger (I),9816
Lee,,Secretary of State,,Democrat,Bee Nguyen,3253
Lee,,Secretary of State,,,Ted Metz (L),399
Lee,,Attorney General,,Republican,Chris Carr (I),9936
Lee,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",3452
Lee,,Attorney General,,,Martin Cowen (L),136
Lee,,Commissioner of Agriculture,,Republican,Tyler Harper,10015
Lee,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,3287
Lee,,Commissioner of Agriculture,,,David Raudabaugh (L),188
Lee,,Commissioner of Insurance,,Republican,John King (I),10052
Lee,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,3417
Lee,,State School Superintendent,,Republican,Richard Woods (I),10144
Lee,,State School Superintendent,,Democrat,Alisha Thomas Searcy,3355
Lee,,Commissioner of Labor,,Republican,Bruce Thompson,9837
Lee,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",3376
Lee,,Commissioner of Labor,,,Emily Anderson (L),242
Liberty,,U.S. Senate,,Republican,Herschel Junior Walker,5490
Liberty,,U.S. Senate,,Democrat,Raphael Warnock (I),9615
Liberty,,U.S. Senate,,Libertarian,Chase Oliver,264
Liberty,,Governor,,Republican,Brian Kemp (I),6069
Liberty,,Governor,,Democrat,Stacey Abrams,9235
Liberty,,Governor,,Libertarian,Shane Hazel,111
Liberty,,Lieutenant Governor,,Republican,Burt Jones,5832
Liberty,,Lieutenant Governor,,Democrat,Charlie Bailey,9018
Liberty,,Lieutenant Governor,,Libertarian,Ryan Graham,349
Liberty,,Secretary of State,,Republican,Brad Raffensperger (I),6013
Liberty,,Secretary of State,,Democrat,Bee Nguyen,8850
Liberty,,Secretary of State,,Libertarian,Ted Metz,350
Liberty,,Attorney General,,Republican,Chris Carr (I),5783
Liberty,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",9221
Liberty,,Attorney General,,Libertarian,Martin Cowen,249
Liberty,,Commissioner of Agriculture,,Republican,Tyler Harper,5836
Liberty,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,9031
Liberty,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,357
Liberty,,Commissioner of Insurance,,Republican,John King (I),5989
Liberty,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,9200
Liberty,,State School Superintendent,,Republican,Richard Woods (I),6044
Liberty,,State School Superintendent,,Democrat,Alisha Thomas Searcy,9163
Liberty,,Commissioner of Labor,,Republican,Bruce Thompson,5730
Liberty,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",9046
Liberty,,Commissioner of Labor,,Libertarian,Emily Anderson,420
Lincoln,,U.S. Senate,,Republican,Herschel Junior Walker,2847
Lincoln,,U.S. Senate,,Democrat,Raphael Warnock (I),1077
Lincoln,,U.S. Senate,,Libertarian,Chase Oliver,49
Lincoln,,Governor,,Republican,Brian Kemp (I),2966
Lincoln,,Governor,,Democrat,Stacey Abrams,992
Lincoln,,Governor,,Libertarian,Shane Hazel,24
Lincoln,,Lieutenant Governor,,Republican,Burt Jones,2897
Lincoln,,Lieutenant Governor,,Democrat,Charlie Bailey,964
Lincoln,,Lieutenant Governor,,Libertarian,Ryan Graham,58
Lincoln,,Secretary of State,,Republican,Brad Raffensperger (I),2831
Lincoln,,Secretary of State,,Democrat,Bee Nguyen,954
Lincoln,,Secretary of State,,Libertarian,Ted Metz,117
Lincoln,,Attorney General,,Republican,Chris Carr (I),2886
Lincoln,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1010
Lincoln,,Attorney General,,Libertarian,Martin Cowen,39
Lincoln,,Commissioner of Agriculture,,Republican,Tyler Harper,2898
Lincoln,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,976
Lincoln,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,62
Lincoln,,Commissioner of Insurance,,Republican,John King (I),2922
Lincoln,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,998
Lincoln,,State School Superintendent,,Republican,Richard Woods (I),2936
Lincoln,,State School Superintendent,,Democrat,Alisha Thomas Searcy,996
Lincoln,,Commissioner of Labor,,Republican,Bruce Thompson,2885
Lincoln,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",980
Lincoln,,Commissioner of Labor,,Libertarian,Emily Anderson,67
Long,,U.S. Senate,,Republican,Herschel Junior Walker,2759
Long,,U.S. Senate,,Democrat,Raphael Warnock (I),1548
Long,,U.S. Senate,,Libertarian,Chase Oliver,95
Long,,Governor,,Republican,Brian Kemp (I),2944
Long,,Governor,,Democrat,Stacey Abrams,1443
Long,,Governor,,Libertarian,Shane Hazel,39
Long,,Lieutenant Governor,,Republican,Burt Jones,2809
Long,,Lieutenant Governor,,Democrat,Charlie Bailey,1428
Long,,Lieutenant Governor,,Libertarian,Ryan Graham,123
Long,,Secretary of State,,Republican,Brad Raffensperger (I),2849
Long,,Secretary of State,,Democrat,Bee Nguyen,1372
Long,,Secretary of State,,Libertarian,Ted Metz,132
Long,,Attorney General,,Republican,Chris Carr (I),2836
Long,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1462
Long,,Attorney General,,Libertarian,Martin Cowen,72
Long,,Commissioner of Agriculture,,Republican,Tyler Harper,2839
Long,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1430
Long,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,99
Long,,Commissioner of Insurance,,Republican,John King (I),2902
Long,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1451
Long,,State School Superintendent,,Republican,Richard Woods (I),2901
Long,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1466
Long,,Commissioner of Labor,,Republican,Bruce Thompson,2824
Long,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1412
Long,,Commissioner of Labor,,Libertarian,Emily Anderson,130
Lowndes,,U.S. Senate,,Republican,Herschel Junior Walker,20213
Lowndes,,U.S. Senate,,Democrat,Raphael Warnock (I),13849
Lowndes,,U.S. Senate,,,Chase Oliver (L),550
Lowndes,,Governor,,Republican,Brian Kemp (I),21256
Lowndes,,Governor,,Democrat,Stacey Abrams,13275
Lowndes,,Governor,,,Shane Hazel (L),229
Lowndes,,Lieutenant Governor,,Republican,Burt Jones,20759
Lowndes,,Lieutenant Governor,,Democrat,Charlie Bailey,13100
Lowndes,,Lieutenant Governor,,,Ryan Graham (L),585
Lowndes,,Secretary of State,,Republican,Brad Raffensperger (I),21129
Lowndes,,Secretary of State,,Democrat,Bee Nguyen,12248
Lowndes,,Secretary of State,,,Ted Metz (L),949
Lowndes,,Attorney General,,Republican,Chris Carr (I),20868
Lowndes,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",13172
Lowndes,,Attorney General,,,Martin Cowen (L),451
Lowndes,,Commissioner of Agriculture,,Republican,Tyler Harper,21142
Lowndes,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,12739
Lowndes,,Commissioner of Agriculture,,,David Raudabaugh (L),575
Lowndes,,Commissioner of Insurance,,Republican,John King (I),21282
Lowndes,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,13107
Lowndes,,State School Superintendent,,Republican,Richard Woods (I),21367
Lowndes,,State School Superintendent,,Democrat,Alisha Thomas Searcy,13084
Lowndes,,Commissioner of Labor,,Republican,Bruce Thompson,20727
Lowndes,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",12968
Lowndes,,Commissioner of Labor,,,Emily Anderson (L),714
Lumpkin,,U.S. Senate,,Republican,Herschel Junior Walker,9765
Lumpkin,,U.S. Senate,,Democrat,Raphael Warnock (I),2539
Lumpkin,,U.S. Senate,,Libertarian,Chase Oliver,369
Lumpkin,,Governor,,Republican,Brian Kemp (I),10525
Lumpkin,,Governor,,Democrat,Stacey Abrams,2070
Lumpkin,,Governor,,Libertarian,Shane Hazel,142
Lumpkin,,Lieutenant Governor,,Republican,Burt Jones,10079
Lumpkin,,Lieutenant Governor,,Democrat,Charlie Bailey,2243
Lumpkin,,Lieutenant Governor,,Libertarian,Ryan Graham,305
Lumpkin,,Secretary of State,,Republican,Brad Raffensperger (I),9945
Lumpkin,,Secretary of State,,Democrat,Bee Nguyen,1967
Lumpkin,,Secretary of State,,Libertarian,Ted Metz,652
Lumpkin,,Attorney General,,Republican,Chris Carr (I),10131
Lumpkin,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",2260
Lumpkin,,Attorney General,,Libertarian,Martin Cowen,248
Lumpkin,,Commissioner of Agriculture,,Republican,Tyler Harper,10287
Lumpkin,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1982
Lumpkin,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,328
Lumpkin,,Commissioner of Insurance,,Republican,John King (I),10434
Lumpkin,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,2123
Lumpkin,,State School Superintendent,,Republican,Richard Woods (I),10444
Lumpkin,,State School Superintendent,,Democrat,Alisha Thomas Searcy,2129
Lumpkin,,Commissioner of Labor,,Republican,Bruce Thompson,10103
Lumpkin,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",2084
Lumpkin,,Commissioner of Labor,,Libertarian,Emily Anderson,373
Macon,,U.S. Senate,,Republican,Herschel Junior Walker,1460
Macon,,U.S. Senate,,Democrat,Raphael Warnock (I),2269
Macon,,U.S. Senate,,Libertarian,Chase Oliver,32
Macon,,Governor,,Republican,Brian Kemp (I),1551
Macon,,Governor,,Democrat,Stacey Abrams,2209
Macon,,Governor,,Libertarian,Shane Hazel,18
Macon,,Lieutenant Governor,,Republican,Burt Jones,1517
Macon,,Lieutenant Governor,,Democrat,Charlie Bailey,2131
Macon,,Lieutenant Governor,,Libertarian,Ryan Graham,23
Macon,,Secretary of State,,Republican,Brad Raffensperger (I),1539
Macon,,Secretary of State,,Democrat,Bee Nguyen,2064
Macon,,Secretary of State,,Libertarian,Ted Metz,65
Macon,,Attorney General,,Republican,Chris Carr (I),1516
Macon,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",2134
Macon,,Attorney General,,Libertarian,Martin Cowen,35
Macon,,Commissioner of Agriculture,,Republican,Tyler Harper,1543
Macon,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,2101
Macon,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,47
Macon,,Commissioner of Insurance,,Republican,John King (I),1527
Macon,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,2149
Macon,,State School Superintendent,,Republican,Richard Woods (I),1547
Macon,,State School Superintendent,,Democrat,Alisha Thomas Searcy,2149
Macon,,Commissioner of Labor,,Republican,Bruce Thompson,1514
Macon,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",2118
Macon,,Commissioner of Labor,,Libertarian,Emily Anderson,44
