county,precinct,office,district,party,candidate,total_votes
DeKalb,Bouldercrest Road,President,,Libertarian,Jo Jorgensen,8
DeKalb,Bethune Middle,President,,Republican,Donald J. Trump (I),138
DeKalb,Bethune Middle,President,,Democrat,Joseph R. Biden,2698
DeKalb,Bethune Middle,President,,Libertarian,Jo Jorgensen,17
DeKalb,Burgess Elem,President,,Republican,Donald J. Trump (I),180
DeKalb,Burgess Elem,President,,Democrat,Joseph R. Biden,2432
DeKalb,Burgess Elem,President,,Libertarian,Jo Jorgensen,24
DeKalb,Columbia Drive,President,,Republican,Donald J. Trump (I),61
DeKalb,Columbia Drive,President,,Democrat,Joseph R. Biden,1280
DeKalb,Columbia Drive,President,,Libertarian,Jo Jorgensen,10
DeKalb,Canby Lane Elem,President,,Republican,Donald J. Trump (I),64
DeKalb,Canby Lane Elem,President,,Democrat,Joseph R. Biden,1191
DeKalb,Canby Lane Elem,President,,Libertarian,Jo Jorgensen,14
DeKalb,Columbia Elem,President,,Republican,Donald J. Trump (I),28
DeKalb,Columbia Elem,President,,Democrat,Joseph R. Biden,730
DeKalb,Columbia Elem,President,,Libertarian,Jo Jorgensen,7
DeKalb,Cedar Grove Elem,President,,Republican,Donald J. Trump (I),96
DeKalb,Cedar Grove Elem,President,,Democrat,Joseph R. Biden,2532
DeKalb,Cedar Grove Elem,President,,Libertarian,Jo Jorgensen,34
DeKalb,Chamblee,President,,Republican,Donald J. Trump (I),495
DeKalb,Chamblee,President,,Democrat,Joseph R. Biden,1124
DeKalb,Chamblee,President,,Libertarian,Jo Jorgensen,33
DeKalb,Candler-Murphey Candler Elem,President,,Republican,Donald J. Trump (I),181
DeKalb,Candler-Murphey Candler Elem,President,,Democrat,Joseph R. Biden,2320
DeKalb,Candler-Murphey Candler Elem,President,,Libertarian,Jo Jorgensen,17
DeKalb,Chapel Hill Elem,President,,Republican,Donald J. Trump (I),79
DeKalb,Chapel Hill Elem,President,,Democrat,Joseph R. Biden,2161
DeKalb,Chapel Hill Elem,President,,Libertarian,Jo Jorgensen,20
DeKalb,Chesnut Elem,President,,Republican,Donald J. Trump (I),420
DeKalb,Chesnut Elem,President,,Democrat,Joseph R. Biden,1262
DeKalb,Chesnut Elem,President,,Libertarian,Jo Jorgensen,16
DeKalb,Clairemont West,President,,Republican,Donald J. Trump (I),363
DeKalb,Clairemont West,President,,Democrat,Joseph R. Biden,2404
DeKalb,Clairemont West,President,,Libertarian,Jo Jorgensen,28
DeKalb,Clairmont Road,President,,Republican,Donald J. Trump (I),455
DeKalb,Clairmont Road,President,,Democrat,Joseph R. Biden,1918
DeKalb,Clairmont Road,President,,Libertarian,Jo Jorgensen,20
DeKalb,Clarkston,President,,Republican,Donald J. Trump (I),195
DeKalb,Clarkston,President,,Democrat,Joseph R. Biden,1750
DeKalb,Clarkston,President,,Libertarian,Jo Jorgensen,25
DeKalb,Clifton,President,,Republican,Donald J. Trump (I),48
DeKalb,Clifton,President,,Democrat,Joseph R. Biden,1000
DeKalb,Clifton,President,,Libertarian,Jo Jorgensen,7
DeKalb,Columbia Middle,President,,Republican,Donald J. Trump (I),57
DeKalb,Columbia Middle,President,,Democrat,Joseph R. Biden,1102
DeKalb,Columbia Middle,President,,Libertarian,Jo Jorgensen,5
DeKalb,Coan Recreation Center,President,,Republican,Donald J. Trump (I),236
DeKalb,Coan Recreation Center,President,,Democrat,Joseph R. Biden,2680
DeKalb,Coan Recreation Center,President,,Libertarian,Jo Jorgensen,47
DeKalb,Cross Keys High,President,,Republican,Donald J. Trump (I),479
DeKalb,Cross Keys High,President,,Democrat,Joseph R. Biden,1107
DeKalb,Cross Keys High,President,,Libertarian,Jo Jorgensen,41
DeKalb,Crossroads,President,,Republican,Donald J. Trump (I),91
DeKalb,Crossroads,President,,Democrat,Joseph R. Biden,1738
DeKalb,Crossroads,President,,Libertarian,Jo Jorgensen,17
DeKalb,Candler,President,,Republican,Donald J. Trump (I),136
DeKalb,Candler,President,,Democrat,Joseph R. Biden,1845
DeKalb,Candler,President,,Libertarian,Jo Jorgensen,21
DeKalb,Cedar Grove Middle,President,,Republican,Donald J. Trump (I),51
DeKalb,Cedar Grove Middle,President,,Democrat,Joseph R. Biden,884
DeKalb,Cedar Grove Middle,President,,Libertarian,Jo Jorgensen,5
DeKalb,Cedar Grove South,President,,Republican,Donald J. Trump (I),105
DeKalb,Cedar Grove South,President,,Democrat,Joseph R. Biden,2586
DeKalb,Cedar Grove South,President,,Libertarian,Jo Jorgensen,29
DeKalb,Covington Hwy,President,,Republican,Donald J. Trump (I),12
DeKalb,Covington Hwy,President,,Democrat,Joseph R. Biden,220
DeKalb,Covington Hwy,President,,Libertarian,Jo Jorgensen,4
DeKalb,Covington,President,,Republican,Donald J. Trump (I),143
DeKalb,Covington,President,,Democrat,Joseph R. Biden,1157
DeKalb,Covington,President,,Libertarian,Jo Jorgensen,25
DeKalb,Clairemont East,President,,Republican,Donald J. Trump (I),332
DeKalb,Clairemont East,President,,Democrat,Joseph R. Biden,2370
DeKalb,Clairemont East,President,,Libertarian,Jo Jorgensen,36
DeKalb,Coralwood,President,,Republican,Donald J. Trump (I),699
DeKalb,Coralwood,President,,Democrat,Joseph R. Biden,1961
DeKalb,Coralwood,President,,Libertarian,Jo Jorgensen,39
DeKalb,Candler Park,President,,Republican,Donald J. Trump (I),300
DeKalb,Candler Park,President,,Democrat,Joseph R. Biden,3123
DeKalb,Candler Park,President,,Libertarian,Jo Jorgensen,39
DeKalb,Clarkston Community Center,President,,Republican,Donald J. Trump (I),213
DeKalb,Clarkston Community Center,President,,Democrat,Joseph R. Biden,1202
DeKalb,Clarkston Community Center,President,,Libertarian,Jo Jorgensen,15
DeKalb,Chamblee 2,President,,Republican,Donald J. Trump (I),831
DeKalb,Chamblee 2,President,,Democrat,Joseph R. Biden,1652
DeKalb,Chamblee 2,President,,Libertarian,Jo Jorgensen,37
DeKalb,Doraville North,President,,Republican,Donald J. Trump (I),473
DeKalb,Doraville North,President,,Democrat,Joseph R. Biden,1398
DeKalb,Doraville North,President,,Libertarian,Jo Jorgensen,25
DeKalb,Doraville South,President,,Republican,Donald J. Trump (I),240
DeKalb,Doraville South,President,,Democrat,Joseph R. Biden,589
DeKalb,Doraville South,President,,Libertarian,Jo Jorgensen,12
DeKalb,Dresden Elem,President,,Republican,Donald J. Trump (I),866
DeKalb,Dresden Elem,President,,Democrat,Joseph R. Biden,2466
DeKalb,Dresden Elem,President,,Libertarian,Jo Jorgensen,50
DeKalb,Decatur,President,,Republican,Donald J. Trump (I),137
DeKalb,Decatur,President,,Democrat,Joseph R. Biden,1480
DeKalb,Decatur,President,,Libertarian,Jo Jorgensen,12
DeKalb,Dunaire Elem,President,,Republican,Donald J. Trump (I),178
DeKalb,Dunaire Elem,President,,Democrat,Joseph R. Biden,1215
DeKalb,Dunaire Elem,President,,Libertarian,Jo Jorgensen,11
DeKalb,Dunwoody,President,,Republican,Donald J. Trump (I),705
DeKalb,Dunwoody,President,,Democrat,Joseph R. Biden,1497
DeKalb,Dunwoody,President,,Libertarian,Jo Jorgensen,31
DeKalb,Dunwoody 2,President,,Republican,Donald J. Trump (I),794
DeKalb,Dunwoody 2,President,,Democrat,Joseph R. Biden,936
DeKalb,Dunwoody 2,President,,Libertarian,Jo Jorgensen,27
DeKalb,Druid Hills High,President,,Republican,Donald J. Trump (I),285
DeKalb,Druid Hills High,President,,Democrat,Joseph R. Biden,1431
DeKalb,Druid Hills High,President,,Libertarian,Jo Jorgensen,18
DeKalb,Dunwoody Library,President,,Republican,Donald J. Trump (I),1071
DeKalb,Dunwoody Library,President,,Democrat,Joseph R. Biden,1129
DeKalb,Dunwoody Library,President,,Libertarian,Jo Jorgensen,26
DeKalb,East Lake,President,,Republican,Donald J. Trump (I),260
DeKalb,East Lake,President,,Democrat,Joseph R. Biden,2679
DeKalb,East Lake,President,,Libertarian,Jo Jorgensen,54
DeKalb,Embry Hills,President,,Republican,Donald J. Trump (I),434
DeKalb,Embry Hills,President,,Democrat,Joseph R. Biden,917
DeKalb,Embry Hills,President,,Libertarian,Jo Jorgensen,26
DeKalb,Evansdale Elem,President,,Republican,Donald J. Trump (I),759
DeKalb,Evansdale Elem,President,,Democrat,Joseph R. Biden,1723
DeKalb,Evansdale Elem,President,,Libertarian,Jo Jorgensen,40
DeKalb,Emory South,President,,Republican,Donald J. Trump (I),436
DeKalb,Emory South,President,,Democrat,Joseph R. Biden,2031
DeKalb,Emory South,President,,Libertarian,Jo Jorgensen,42
DeKalb,Emory Road,President,,Republican,Donald J. Trump (I),148
DeKalb,Emory Road,President,,Democrat,Joseph R. Biden,1206
DeKalb,Emory Road,President,,Libertarian,Jo Jorgensen,5
DeKalb,Fairington Elem,President,,Republican,Donald J. Trump (I),103
DeKalb,Fairington Elem,President,,Democrat,Joseph R. Biden,2692
DeKalb,Fairington Elem,President,,Libertarian,Jo Jorgensen,20
DeKalb,Fernbank Elem,President,,Republican,Donald J. Trump (I),340
DeKalb,Fernbank Elem,President,,Democrat,Joseph R. Biden,1523
DeKalb,Fernbank Elem,President,,Libertarian,Jo Jorgensen,26
DeKalb,Flat Shoals Elem,President,,Republican,Donald J. Trump (I),45
DeKalb,Flat Shoals Elem,President,,Democrat,Joseph R. Biden,1276
DeKalb,Flat Shoals Elem,President,,Libertarian,Jo Jorgensen,9
DeKalb,Flat Shoals Parkway,President,,Republican,Donald J. Trump (I),77
DeKalb,Flat Shoals Parkway,President,,Democrat,Joseph R. Biden,2283
DeKalb,Flat Shoals Parkway,President,,Libertarian,Jo Jorgensen,20
DeKalb,Flat Rock Elem,President,,Republican,Donald J. Trump (I),95
DeKalb,Flat Rock Elem,President,,Democrat,Joseph R. Biden,2098
DeKalb,Flat Rock Elem,President,,Libertarian,Jo Jorgensen,15
DeKalb,Flat Shoals,President,,Republican,Donald J. Trump (I),56
DeKalb,Flat Shoals,President,,Democrat,Joseph R. Biden,1300
DeKalb,Flat Shoals,President,,Libertarian,Jo Jorgensen,8
DeKalb,Flakes Mill Fire Station,President,,Republican,Donald J. Trump (I),71
DeKalb,Flakes Mill Fire Station,President,,Democrat,Joseph R. Biden,1292
DeKalb,Flakes Mill Fire Station,President,,Libertarian,Jo Jorgensen,11
DeKalb,Flat Shoals Library,President,,Republican,Donald J. Trump (I),55
DeKalb,Flat Shoals Library,President,,Democrat,Joseph R. Biden,1391
DeKalb,Flat Shoals Library,President,,Libertarian,Jo Jorgensen,16
DeKalb,Freedom Middle,President,,Republican,Donald J. Trump (I),193
DeKalb,Freedom Middle,President,,Democrat,Joseph R. Biden,1683
DeKalb,Freedom Middle,President,,Libertarian,Jo Jorgensen,13
DeKalb,Glennwood,President,,Republican,Donald J. Trump (I),227
DeKalb,Glennwood,President,,Democrat,Joseph R. Biden,1764
DeKalb,Glennwood,President,,Libertarian,Jo Jorgensen,28
DeKalb,Glenhaven,President,,Republican,Donald J. Trump (I),123
DeKalb,Glenhaven,President,,Democrat,Joseph R. Biden,999
DeKalb,Glenhaven,President,,Libertarian,Jo Jorgensen,12
DeKalb,Gresham Road,President,,Republican,Donald J. Trump (I),115
DeKalb,Gresham Road,President,,Democrat,Joseph R. Biden,2181
DeKalb,Gresham Road,President,,Libertarian,Jo Jorgensen,28
DeKalb,Georgetown Sq,President,,Republican,Donald J. Trump (I),893
DeKalb,Georgetown Sq,President,,Democrat,Joseph R. Biden,1939
DeKalb,Georgetown Sq,President,,Libertarian,Jo Jorgensen,45
DeKalb,Glenwood Road,President,,Republican,Donald J. Trump (I),101
DeKalb,Glenwood Road,President,,Democrat,Joseph R. Biden,1122
DeKalb,Glenwood Road,President,,Libertarian,Jo Jorgensen,14
DeKalb,Hambrick Elem,President,,Republican,Donald J. Trump (I),374
DeKalb,Hambrick Elem,President,,Democrat,Joseph R. Biden,1947
DeKalb,Hambrick Elem,President,,Libertarian,Jo Jorgensen,22
DeKalb,Hawthorne Elem,President,,Republican,Donald J. Trump (I),624
DeKalb,Hawthorne Elem,President,,Democrat,Joseph R. Biden,2034
DeKalb,Hawthorne Elem,President,,Libertarian,Jo Jorgensen,40
DeKalb,Henderson Mill,President,,Republican,Donald J. Trump (I),687
DeKalb,Henderson Mill,President,,Democrat,Joseph R. Biden,1671
DeKalb,Henderson Mill,President,,Libertarian,Jo Jorgensen,41
DeKalb,Huntley Hills Elem,President,,Republican,Donald J. Trump (I),595
DeKalb,Huntley Hills Elem,President,,Democrat,Joseph R. Biden,1819
DeKalb,Huntley Hills Elem,President,,Libertarian,Jo Jorgensen,49
DeKalb,Hugh Howell,President,,Republican,Donald J. Trump (I),516
DeKalb,Hugh Howell,President,,Democrat,Joseph R. Biden,910
DeKalb,Hugh Howell,President,,Libertarian,Jo Jorgensen,27
DeKalb,Harris-Narvie J Harris Elem,President,,Republican,Donald J. Trump (I),91
DeKalb,Harris-Narvie J Harris Elem,President,,Democrat,Joseph R. Biden,2537
DeKalb,Harris-Narvie J Harris Elem,President,,Libertarian,Jo Jorgensen,26
DeKalb,Harris-Margaret Harris ED,President,,Republican,Donald J. Trump (I),168
DeKalb,Harris-Margaret Harris ED,President,,Democrat,Joseph R. Biden,896
DeKalb,Harris-Margaret Harris ED,President,,Libertarian,Jo Jorgensen,15
DeKalb,Idlewood Elem,President,,Republican,Donald J. Trump (I),332
DeKalb,Idlewood Elem,President,,Democrat,Joseph R. Biden,1307
DeKalb,Idlewood Elem,President,,Libertarian,Jo Jorgensen,13
DeKalb,Indian Creek,President,,Republican,Donald J. Trump (I),215
DeKalb,Indian Creek,President,,Democrat,Joseph R. Biden,1005
DeKalb,Indian Creek,President,,Libertarian,Jo Jorgensen,21
DeKalb,Johnson Estates,President,,Republican,Donald J. Trump (I),269
DeKalb,Johnson Estates,President,,Democrat,Joseph R. Biden,1122
DeKalb,Johnson Estates,President,,Libertarian,Jo Jorgensen,22
DeKalb,Jolly Elem,President,,Republican,Donald J. Trump (I),427
DeKalb,Jolly Elem,President,,Democrat,Joseph R. Biden,1753
DeKalb,Jolly Elem,President,,Libertarian,Jo Jorgensen,22
DeKalb,Kelley Lake Elem,President,,Republican,Donald J. Trump (I),78
DeKalb,Kelley Lake Elem,President,,Democrat,Joseph R. Biden,1627
DeKalb,Kelley Lake Elem,President,,Libertarian,Jo Jorgensen,17
DeKalb,Kingsley Elem,President,,Republican,Donald J. Trump (I),1067
DeKalb,Kingsley Elem,President,,Democrat,Joseph R. Biden,1043
DeKalb,Kingsley Elem,President,,Libertarian,Jo Jorgensen,26
DeKalb,Kelley Chapel Road,President,,Republican,Donald J. Trump (I),41
DeKalb,Kelley Chapel Road,President,,Democrat,Joseph R. Biden,897
DeKalb,Kelley Chapel Road,President,,Libertarian,Jo Jorgensen,5
DeKalb,Knollwood,President,,Republican,Donald J. Trump (I),105
DeKalb,Knollwood,President,,Democrat,Joseph R. Biden,1387
DeKalb,Knollwood,President,,Libertarian,Jo Jorgensen,15
DeKalb,Kittredge Elem,President,,Republican,Donald J. Trump (I),734
DeKalb,Kittredge Elem,President,,Democrat,Joseph R. Biden,1079
DeKalb,Kittredge Elem,President,,Libertarian,Jo Jorgensen,32
DeKalb,Lakeside High,President,,Republican,Donald J. Trump (I),819
DeKalb,Lakeside High,President,,Democrat,Joseph R. Biden,1765
DeKalb,Lakeside High,President,,Libertarian,Jo Jorgensen,49
DeKalb,Lavista Road,President,,Republican,Donald J. Trump (I),432
DeKalb,Lavista Road,President,,Democrat,Joseph R. Biden,1275
DeKalb,Lavista Road,President,,Libertarian,Jo Jorgensen,22
DeKalb,Lavista,President,,Republican,Donald J. Trump (I),514
DeKalb,Lavista,President,,Democrat,Joseph R. Biden,1626
DeKalb,Lavista,President,,Libertarian,Jo Jorgensen,26
DeKalb,Lithonia,President,,Republican,Donald J. Trump (I),74
DeKalb,Lithonia,President,,Democrat,Joseph R. Biden,828
DeKalb,Lithonia,President,,Libertarian,Jo Jorgensen,15
DeKalb,Lin-Mary Lin Elem,President,,Republican,Donald J. Trump (I),310
DeKalb,Lin-Mary Lin Elem,President,,Democrat,Joseph R. Biden,2100
DeKalb,Lin-Mary Lin Elem,President,,Libertarian,Jo Jorgensen,33
DeKalb,Lithonia High,President,,Republican,Donald J. Trump (I),80
DeKalb,Lithonia High,President,,Democrat,Joseph R. Biden,1955
DeKalb,Lithonia High,President,,Libertarian,Jo Jorgensen,25
DeKalb,Livsey Elem,President,,Republican,Donald J. Trump (I),391
DeKalb,Livsey Elem,President,,Democrat,Joseph R. Biden,719
DeKalb,Livsey Elem,President,,Libertarian,Jo Jorgensen,16
DeKalb,Miller-Eldridge L Miller Elem,President,,Republican,Donald J. Trump (I),143
DeKalb,Miller-Eldridge L Miller Elem,President,,Democrat,Joseph R. Biden,1928
DeKalb,Miller-Eldridge L Miller Elem,President,,Libertarian,Jo Jorgensen,18
DeKalb,McNair High,President,,Republican,Donald J. Trump (I),163
DeKalb,McNair High,President,,Democrat,Joseph R. Biden,2667
DeKalb,McNair High,President,,Libertarian,Jo Jorgensen,34
DeKalb,Marbut Elem,President,,Republican,Donald J. Trump (I),81
DeKalb,Marbut Elem,President,,Democrat,Joseph R. Biden,2377
DeKalb,Marbut Elem,President,,Libertarian,Jo Jorgensen,21
DeKalb,McNair,President,,Republican,Donald J. Trump (I),80
DeKalb,McNair,President,,Democrat,Joseph R. Biden,1623
DeKalb,McNair,President,,Libertarian,Jo Jorgensen,20
DeKalb,McLendon,President,,Republican,Donald J. Trump (I),423
DeKalb,McLendon,President,,Democrat,Joseph R. Biden,2025
DeKalb,McLendon,President,,Libertarian,Jo Jorgensen,43
DeKalb,McWilliams,President,,Republican,Donald J. Trump (I),63
DeKalb,McWilliams,President,,Democrat,Joseph R. Biden,1673
DeKalb,McWilliams,President,,Libertarian,Jo Jorgensen,14
DeKalb,Medlock,President,,Republican,Donald J. Trump (I),308
DeKalb,Medlock,President,,Democrat,Joseph R. Biden,1471
DeKalb,Medlock,President,,Libertarian,Jo Jorgensen,26
DeKalb,Midvale Elem,President,,Republican,Donald J. Trump (I),963
DeKalb,Midvale Elem,President,,Democrat,Joseph R. Biden,1333
DeKalb,Midvale Elem,President,,Libertarian,Jo Jorgensen,31
DeKalb,Miller Grove,President,,Republican,Donald J. Trump (I),96
DeKalb,Miller Grove,President,,Democrat,Joseph R. Biden,2424
DeKalb,Miller Grove,President,,Libertarian,Jo Jorgensen,17
DeKalb,Montclair Elem,President,,Republican,Donald J. Trump (I),168
DeKalb,Montclair Elem,President,,Democrat,Joseph R. Biden,1067
DeKalb,Montclair Elem,President,,Libertarian,Jo Jorgensen,13
DeKalb,Montreal,President,,Republican,Donald J. Trump (I),375
DeKalb,Montreal,President,,Democrat,Joseph R. Biden,1459
DeKalb,Montreal,President,,Libertarian,Jo Jorgensen,20
DeKalb,Meadowview,President,,Republican,Donald J. Trump (I),102
DeKalb,Meadowview,President,,Democrat,Joseph R. Biden,1959
DeKalb,Meadowview,President,,Libertarian,Jo Jorgensen,22
DeKalb,Memorial South,President,,Republican,Donald J. Trump (I),150
DeKalb,Memorial South,President,,Democrat,Joseph R. Biden,1346
DeKalb,Memorial South,President,,Libertarian,Jo Jorgensen,10
DeKalb,Midway,President,,Republican,Donald J. Trump (I),133
DeKalb,Midway,President,,Democrat,Joseph R. Biden,1553
DeKalb,Midway,President,,Libertarian,Jo Jorgensen,25
DeKalb,McNair Academy,President,,Republican,Donald J. Trump (I),53
DeKalb,McNair Academy,President,,Democrat,Joseph R. Biden,1213
DeKalb,McNair Academy,President,,Libertarian,Jo Jorgensen,14
DeKalb,Mount Vernon East,President,,Republican,Donald J. Trump (I),1108
DeKalb,Mount Vernon East,President,,Democrat,Joseph R. Biden,1124
DeKalb,Mount Vernon East,President,,Libertarian,Jo Jorgensen,33
DeKalb,Mathis-Bob Mathis Elem,President,,Republican,Donald J. Trump (I),90
DeKalb,Mathis-Bob Mathis Elem,President,,Democrat,Joseph R. Biden,1852
DeKalb,Mathis-Bob Mathis Elem,President,,Libertarian,Jo Jorgensen,11
DeKalb,Mount Vernon West,President,,Republican,Donald J. Trump (I),802
DeKalb,Mount Vernon West,President,,Democrat,Joseph R. Biden,1084
DeKalb,Mount Vernon West,President,,Libertarian,Jo Jorgensen,35
DeKalb,Metropolitan,President,,Republican,Donald J. Trump (I),161
DeKalb,Metropolitan,President,,Democrat,Joseph R. Biden,2304
DeKalb,Metropolitan,President,,Libertarian,Jo Jorgensen,43
DeKalb,Montgomery Elem,President,,Republican,Donald J. Trump (I),783
DeKalb,Montgomery Elem,President,,Democrat,Joseph R. Biden,1256
DeKalb,Montgomery Elem,President,,Libertarian,Jo Jorgensen,35
DeKalb,Miller Grove Road,President,,Republican,Donald J. Trump (I),75
DeKalb,Miller Grove Road,President,,Democrat,Joseph R. Biden,1404
DeKalb,Miller Grove Road,President,,Libertarian,Jo Jorgensen,11
DeKalb,Midvale Road,President,,Republican,Donald J. Trump (I),210
DeKalb,Midvale Road,President,,Democrat,Joseph R. Biden,1060
DeKalb,Midvale Road,President,,Libertarian,Jo Jorgensen,16
DeKalb,Miller Grove High,President,,Republican,Donald J. Trump (I),70
DeKalb,Miller Grove High,President,,Democrat,Joseph R. Biden,1700
DeKalb,Miller Grove High,President,,Libertarian,Jo Jorgensen,19
DeKalb,North Decatur,President,,Republican,Donald J. Trump (I),191
DeKalb,North Decatur,President,,Democrat,Joseph R. Biden,1245
DeKalb,North Decatur,President,,Libertarian,Jo Jorgensen,16
DeKalb,North Hairston,President,,Republican,Donald J. Trump (I),158
DeKalb,North Hairston,President,,Democrat,Joseph R. Biden,1242
DeKalb,North Hairston,President,,Libertarian,Jo Jorgensen,13
DeKalb,Northlake,President,,Republican,Donald J. Trump (I),323
DeKalb,Northlake,President,,Democrat,Joseph R. Biden,909
DeKalb,Northlake,President,,Libertarian,Jo Jorgensen,28
DeKalb,North Peachtree,President,,Republican,Donald J. Trump (I),345
DeKalb,North Peachtree,President,,Democrat,Joseph R. Biden,851
DeKalb,North Peachtree,President,,Libertarian,Jo Jorgensen,22
DeKalb,Oak Grove Elem,President,,Republican,Donald J. Trump (I),525
DeKalb,Oak Grove Elem,President,,Democrat,Joseph R. Biden,1341
DeKalb,Oak Grove Elem,President,,Libertarian,Jo Jorgensen,24
DeKalb,Oakcliff Elem,President,,Republican,Donald J. Trump (I),377
DeKalb,Oakcliff Elem,President,,Democrat,Joseph R. Biden,913
DeKalb,Oakcliff Elem,President,,Libertarian,Jo Jorgensen,13
DeKalb,Oakhurst,President,,Republican,Donald J. Trump (I),134
DeKalb,Oakhurst,President,,Democrat,Joseph R. Biden,1904
DeKalb,Oakhurst,President,,Libertarian,Jo Jorgensen,34
DeKalb,Oak View Elem,President,,Republican,Donald J. Trump (I),88
DeKalb,Oak View Elem,President,,Democrat,Joseph R. Biden,2849
DeKalb,Oak View Elem,President,,Libertarian,Jo Jorgensen,15
DeKalb,Peachcrest,President,,Republican,Donald J. Trump (I),121
DeKalb,Peachcrest,President,,Democrat,Joseph R. Biden,1218
DeKalb,Peachcrest,President,,Libertarian,Jo Jorgensen,17
DeKalb,Peachtree Middle,President,,Republican,Donald J. Trump (I),653
DeKalb,Peachtree Middle,President,,Democrat,Joseph R. Biden,1803
DeKalb,Peachtree Middle,President,,Libertarian,Jo Jorgensen,25
DeKalb,Princeton Elem,President,,Republican,Donald J. Trump (I),73
DeKalb,Princeton Elem,President,,Democrat,Joseph R. Biden,1469
DeKalb,Princeton Elem,President,,Libertarian,Jo Jorgensen,5
DeKalb,Pine Lake,President,,Republican,Donald J. Trump (I),49
DeKalb,Pine Lake,President,,Democrat,Joseph R. Biden,425
DeKalb,Pine Lake,President,,Libertarian,Jo Jorgensen,4
DeKalb,Pleasantdale Road,President,,Republican,Donald J. Trump (I),394
DeKalb,Pleasantdale Road,President,,Democrat,Joseph R. Biden,2068
DeKalb,Pleasantdale Road,President,,Libertarian,Jo Jorgensen,42
DeKalb,Ponce de Leon,President,,Republican,Donald J. Trump (I),276
DeKalb,Ponce de Leon,President,,Democrat,Joseph R. Biden,2640
DeKalb,Ponce de Leon,President,,Libertarian,Jo Jorgensen,24
DeKalb,Panola,President,,Republican,Donald J. Trump (I),62
DeKalb,Panola,President,,Democrat,Joseph R. Biden,928
DeKalb,Panola,President,,Libertarian,Jo Jorgensen,7
DeKalb,Panola Way Elem,President,,Republican,Donald J. Trump (I),51
DeKalb,Panola Way Elem,President,,Democrat,Joseph R. Biden,1114
DeKalb,Panola Way Elem,President,,Libertarian,Jo Jorgensen,15
DeKalb,Piney Grove,President,,Republican,Donald J. Trump (I),62
DeKalb,Piney Grove,President,,Democrat,Joseph R. Biden,1042
DeKalb,Piney Grove,President,,Libertarian,Jo Jorgensen,11
DeKalb,Panola Road,President,,Republican,Donald J. Trump (I),52
DeKalb,Panola Road,President,,Democrat,Joseph R. Biden,1791
DeKalb,Panola Road,President,,Libertarian,Jo Jorgensen,11
DeKalb,Rainbow Elem,President,,Republican,Donald J. Trump (I),118
DeKalb,Rainbow Elem,President,,Democrat,Joseph R. Biden,2302
DeKalb,Rainbow Elem,President,,Libertarian,Jo Jorgensen,10
DeKalb,Redan Elem,President,,Republican,Donald J. Trump (I),83
DeKalb,Redan Elem,President,,Democrat,Joseph R. Biden,1942
DeKalb,Redan Elem,President,,Libertarian,Jo Jorgensen,9
DeKalb,Rehoboth,President,,Republican,Donald J. Trump (I),424
DeKalb,Rehoboth,President,,Democrat,Joseph R. Biden,1028
DeKalb,Rehoboth,President,,Libertarian,Jo Jorgensen,22
DeKalb,Rockbridge Elem,President,,Republican,Donald J. Trump (I),166
DeKalb,Rockbridge Elem,President,,Democrat,Joseph R. Biden,1754
DeKalb,Rockbridge Elem,President,,Libertarian,Jo Jorgensen,13
DeKalb,Rock Chapel Elem,President,,Republican,Donald J. Trump (I),92
DeKalb,Rock Chapel Elem,President,,Democrat,Joseph R. Biden,1819
DeKalb,Rock Chapel Elem,President,,Libertarian,Jo Jorgensen,13
DeKalb,Rowland Elem,President,,Republican,Donald J. Trump (I),138
DeKalb,Rowland Elem,President,,Democrat,Joseph R. Biden,1780
DeKalb,Rowland Elem,President,,Libertarian,Jo Jorgensen,20
DeKalb,Redan-Trotti Library,President,,Republican,Donald J. Trump (I),89
DeKalb,Redan-Trotti Library,President,,Democrat,Joseph R. Biden,2296
DeKalb,Redan-Trotti Library,President,,Libertarian,Jo Jorgensen,25
DeKalb,Rockbridge Road,President,,Republican,Donald J. Trump (I),144
DeKalb,Rockbridge Road,President,,Democrat,Joseph R. Biden,2715
DeKalb,Rockbridge Road,President,,Libertarian,Jo Jorgensen,18
DeKalb,Rowland Road,President,,Republican,Donald J. Trump (I),112
DeKalb,Rowland Road,President,,Democrat,Joseph R. Biden,1182
DeKalb,Rowland Road,President,,Libertarian,Jo Jorgensen,8
DeKalb,Redan Road,President,,Republican,Donald J. Trump (I),93
DeKalb,Redan Road,President,,Democrat,Joseph R. Biden,1620
DeKalb,Redan Road,President,,Libertarian,Jo Jorgensen,18
DeKalb,Rock Chapel Road,President,,Republican,Donald J. Trump (I),231
DeKalb,Rock Chapel Road,President,,Democrat,Joseph R. Biden,2636
DeKalb,Rock Chapel Road,President,,Libertarian,Jo Jorgensen,12
DeKalb,Redan Middle,President,,Republican,Donald J. Trump (I),86
DeKalb,Redan Middle,President,,Democrat,Joseph R. Biden,1535
DeKalb,Redan Middle,President,,Libertarian,Jo Jorgensen,17
DeKalb,Sagamore Hills Elem,President,,Republican,Donald J. Trump (I),710
DeKalb,Sagamore Hills Elem,President,,Democrat,Joseph R. Biden,1801
DeKalb,Sagamore Hills Elem,President,,Libertarian,Jo Jorgensen,35
DeKalb,Scott,President,,Republican,Donald J. Trump (I),313
DeKalb,Scott,President,,Democrat,Joseph R. Biden,1783
