county,precinct,office,district,party,candidate,total_votes
Appling,4D,Lieutenant Governor,,Libertarian,Ryan Graham,25
Appling,5A,Lieutenant Governor,,Republican,Burt Jones,2
Appling,5A,Lieutenant Governor,,Democrat,Charlie Bailey,35
Appling,5A,Lieutenant Governor,,Libertarian,Ryan Graham,17
Appling,5B,Lieutenant Governor,,Republican,Burt Jones,2
Appling,5B,Lieutenant Governor,,Democrat,Charlie Bailey,18
Appling,5B,Lieutenant Governor,,Libertarian,Ryan Graham,24
Appling,1B,Secretary of State,,Republican,Brad Raffensperger (I),14
Appling,1B,Secretary of State,,Democrat,Bee Nguyen,31
Appling,1B,Secretary of State,,Libertarian,Ted Metz,26
Appling,1C,Secretary of State,,Republican,Brad Raffensperger (I),2
Appling,1C,Secretary of State,,Democrat,Bee Nguyen,28
Appling,1C,Secretary of State,,Libertarian,Ted Metz,15
Appling,2,Secretary of State,,Republican,Brad Raffensperger (I),75
Appling,2,Secretary of State,,Democrat,Bee Nguyen,314
Appling,2,Secretary of State,,Libertarian,Ted Metz,175
Appling,3A1,Secretary of State,,Republican,Brad Raffensperger (I),3
Appling,3A1,Secretary of State,,Democrat,Bee Nguyen,9
Appling,3A1,Secretary of State,,Libertarian,Ted Metz,6
Appling,3C,Secretary of State,,Republican,Brad Raffensperger (I),26
Appling,3C,Secretary of State,,Democrat,Bee Nguyen,103
Appling,3C,Secretary of State,,Libertarian,Ted Metz,49
Appling,4B,Secretary of State,,Republican,Brad Raffensperger (I),0
Appling,4B,Secretary of State,,Democrat,Bee Nguyen,4
Appling,4B,Secretary of State,,Libertarian,Ted Metz,7
Appling,4D,Secretary of State,,Republican,Brad Raffensperger (I),7
Appling,4D,Secretary of State,,Democrat,Bee Nguyen,35
Appling,4D,Secretary of State,,Libertarian,Ted Metz,17
Appling,5A,Secretary of State,,Republican,Brad Raffensperger (I),1
Appling,5A,Secretary of State,,Democrat,Bee Nguyen,33
Appling,5A,Secretary of State,,Libertarian,Ted Metz,18
Appling,5B,Secretary of State,,Republican,Brad Raffensperger (I),1
Appling,5B,Secretary of State,,Democrat,Bee Nguyen,15
Appling,5B,Secretary of State,,Libertarian,Ted Metz,20
Appling,1B,Attorney General,,Republican,Chris Carr (I),17
Appling,1B,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",37
Appling,1B,Attorney General,,Libertarian,Martin Cowen,28
Appling,1C,Attorney General,,Republican,Chris Carr (I),2
Appling,1C,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",30
Appling,1C,Attorney General,,Libertarian,Martin Cowen,17
Appling,2,Attorney General,,Republican,Chris Carr (I),77
Appling,2,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",346
Appling,2,Attorney General,,Libertarian,Martin Cowen,184
Appling,3A1,Attorney General,,Republican,Chris Carr (I),3
Appling,3A1,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",9
Appling,3A1,Attorney General,,Libertarian,Martin Cowen,5
Appling,3C,Attorney General,,Republican,Chris Carr (I),30
Appling,3C,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",115
Appling,3C,Attorney General,,Libertarian,Martin Cowen,53
Appling,4B,Attorney General,,Republican,Chris Carr (I),1
Appling,4B,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",5
Appling,4B,Attorney General,,Libertarian,Martin Cowen,8
Appling,4D,Attorney General,,Republican,Chris Carr (I),11
Appling,4D,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",43
Appling,4D,Attorney General,,Libertarian,Martin Cowen,23
Appling,5A,Attorney General,,Republican,Chris Carr (I),4
Appling,5A,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",44
Appling,5A,Attorney General,,Libertarian,Martin Cowen,21
Appling,5B,Attorney General,,Republican,Chris Carr (I),2
Appling,5B,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",15
Appling,5B,Attorney General,,Libertarian,Martin Cowen,28
Appling,1B,Commissioner of Agriculture,,Republican,Tyler Harper,17
Appling,1B,Commissioner of Agriculture,,Democrat,Nakita Hemingway,35
Appling,1B,Commissioner of Agriculture,,Libertarian,David Raudabaugh,25
Appling,1C,Commissioner of Agriculture,,Republican,Tyler Harper,2
Appling,1C,Commissioner of Agriculture,,Democrat,Nakita Hemingway,26
Appling,1C,Commissioner of Agriculture,,Libertarian,David Raudabaugh,15
Appling,2,Commissioner of Agriculture,,Republican,Tyler Harper,77
Appling,2,Commissioner of Agriculture,,Democrat,Nakita Hemingway,343
Appling,2,Commissioner of Agriculture,,Libertarian,David Raudabaugh,188
Appling,3A1,Commissioner of Agriculture,,Republican,Tyler Harper,3
Appling,3A1,Commissioner of Agriculture,,Democrat,Nakita Hemingway,7
Appling,3A1,Commissioner of Agriculture,,Libertarian,David Raudabaugh,7
Appling,3C,Commissioner of Agriculture,,Republican,Tyler Harper,26
Appling,3C,Commissioner of Agriculture,,Democrat,Nakita Hemingway,106
Appling,3C,Commissioner of Agriculture,,Libertarian,David Raudabaugh,48
Appling,4B,Commissioner of Agriculture,,Republican,Tyler Harper,1
Appling,4B,Commissioner of Agriculture,,Democrat,Nakita Hemingway,4
Appling,4B,Commissioner of Agriculture,,Libertarian,David Raudabaugh,7
Appling,4D,Commissioner of Agriculture,,Republican,Tyler Harper,11
Appling,4D,Commissioner of Agriculture,,Democrat,Nakita Hemingway,37
Appling,4D,Commissioner of Agriculture,,Libertarian,David Raudabaugh,17
Appling,5A,Commissioner of Agriculture,,Republican,Tyler Harper,4
Appling,5A,Commissioner of Agriculture,,Democrat,Nakita Hemingway,36
Appling,5A,Commissioner of Agriculture,,Libertarian,David Raudabaugh,17
Appling,5B,Commissioner of Agriculture,,Republican,Tyler Harper,3
Appling,5B,Commissioner of Agriculture,,Democrat,Nakita Hemingway,13
Appling,5B,Commissioner of Agriculture,,Libertarian,David Raudabaugh,22
Appling,1B,Commissioner of Insurance,,Republican,John King (I),17
Appling,1B,Commissioner of Insurance,,Democrat,Janice Laws Robinson,34
Appling,1C,Commissioner of Insurance,,Republican,John King (I),2
Appling,1C,Commissioner of Insurance,,Democrat,Janice Laws Robinson,30
Appling,2,Commissioner of Insurance,,Republican,John King (I),80
Appling,2,Commissioner of Insurance,,Democrat,Janice Laws Robinson,347
Appling,3A1,Commissioner of Insurance,,Republican,John King (I),3
Appling,3A1,Commissioner of Insurance,,Democrat,Janice Laws Robinson,9
Appling,3C,Commissioner of Insurance,,Republican,John King (I),27
Appling,3C,Commissioner of Insurance,,Democrat,Janice Laws Robinson,111
Appling,4B,Commissioner of Insurance,,Republican,John King (I),1
Appling,4B,Commissioner of Insurance,,Democrat,Janice Laws Robinson,5
Appling,4D,Commissioner of Insurance,,Republican,John King (I),10
Appling,4D,Commissioner of Insurance,,Democrat,Janice Laws Robinson,41
Appling,5A,Commissioner of Insurance,,Republican,John King (I),3
Appling,5A,Commissioner of Insurance,,Democrat,Janice Laws Robinson,41
Appling,5B,Commissioner of Insurance,,Republican,John King (I),2
Appling,5B,Commissioner of Insurance,,Democrat,Janice Laws Robinson,13
Appling,1B,State School Superintendent,,Republican,Richard Woods (I),15
Appling,1B,State School Superintendent,,Democrat,Alisha Thomas Searcy,33
Appling,1C,State School Superintendent,,Republican,Richard Woods (I),2
Appling,1C,State School Superintendent,,Democrat,Alisha Thomas Searcy,26
Appling,2,State School Superintendent,,Republican,Richard Woods (I),80
Appling,2,State School Superintendent,,Democrat,Alisha Thomas Searcy,348
Appling,3A1,State School Superintendent,,Republican,Richard Woods (I),3
Appling,3A1,State School Superintendent,,Democrat,Alisha Thomas Searcy,9
Appling,3C,State School Superintendent,,Republican,Richard Woods (I),26
Appling,3C,State School Superintendent,,Democrat,Alisha Thomas Searcy,109
Appling,4B,State School Superintendent,,Republican,Richard Woods (I),1
Appling,4B,State School Superintendent,,Democrat,Alisha Thomas Searcy,3
Appling,4D,State School Superintendent,,Republican,Richard Woods (I),11
Appling,4D,State School Superintendent,,Democrat,Alisha Thomas Searcy,42
Appling,5A,State School Superintendent,,Republican,Richard Woods (I),0
Appling,5A,State School Superintendent,,Democrat,Alisha Thomas Searcy,41
Appling,5B,State School Superintendent,,Republican,Richard Woods (I),4
Appling,5B,State School Superintendent,,Democrat,Alisha Thomas Searcy,14
Appling,1B,Commissioner of Labor,,Republican,Bruce Thompson,17
Appling,1B,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",34
Appling,1B,Commissioner of Labor,,Libertarian,Emily Anderson,27
Appling,1C,Commissioner of Labor,,Republican,Bruce Thompson,2
Appling,1C,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",29
Appling,1C,Commissioner of Labor,,Libertarian,Emily Anderson,15
Appling,2,Commissioner of Labor,,Republican,Bruce Thompson,79
Appling,2,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",346
Appling,2,Commissioner of Labor,,Libertarian,Emily Anderson,189
Appling,3A1,Commissioner of Labor,,Republican,Bruce Thompson,3
Appling,3A1,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",9
Appling,3A1,Commissioner of Labor,,Libertarian,Emily Anderson,8
Appling,3C,Commissioner of Labor,,Republican,Bruce Thompson,29
Appling,3C,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",110
Appling,3C,Commissioner of Labor,,Libertarian,Emily Anderson,52
Appling,4B,Commissioner of Labor,,Republican,Bruce Thompson,1
Appling,4B,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",4
Appling,4B,Commissioner of Labor,,Libertarian,Emily Anderson,9
Appling,4D,Commissioner of Labor,,Republican,Bruce Thompson,11
Appling,4D,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",38
Appling,4D,Commissioner of Labor,,Libertarian,Emily Anderson,20
Appling,5A,Commissioner of Labor,,Republican,Bruce Thompson,4
Appling,5A,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",40
Appling,5A,Commissioner of Labor,,Libertarian,Emily Anderson,19
Appling,5B,Commissioner of Labor,,Republican,Bruce Thompson,3
Appling,5B,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",13
Appling,5B,Commissioner of Labor,,Libertarian,Emily Anderson,22
Appling,1B,U.S. House,1,Republican,"Earl L. """"Buddy"""" Carter (I)",19
Appling,1B,U.S. House,1,Democrat,Wade Herring,40
Appling,1C,U.S. House,1,Republican,"Earl L. """"Buddy"""" Carter (I)",2
Appling,1C,U.S. House,1,Democrat,Wade Herring,29
Appling,2,U.S. House,1,Republican,"Earl L. """"Buddy"""" Carter (I)",78
Appling,2,U.S. House,1,Democrat,Wade Herring,357
Appling,3A1,U.S. House,1,Republican,"Earl L. """"Buddy"""" Carter (I)",3
Appling,3A1,U.S. House,1,Democrat,Wade Herring,10
Appling,3C,U.S. House,1,Republican,"Earl L. """"Buddy"""" Carter (I)",31
Appling,3C,U.S. House,1,Democrat,Wade Herring,112
Appling,4B,U.S. House,1,Republican,"Earl L. """"Buddy"""" Carter (I)",1
Appling,4B,U.S. House,1,Democrat,Wade Herring,6
Appling,4D,U.S. House,1,Republican,"Earl L. """"Buddy"""" Carter (I)",11
Appling,4D,U.S. House,1,Democrat,Wade Herring,44
Appling,5A,U.S. House,1,Republican,"Earl L. """"Buddy"""" Carter (I)",4
Appling,5A,U.S. House,1,Democrat,Wade Herring,46
Appling,5B,U.S. House,1,Republican,"Earl L. """"Buddy"""" Carter (I)",4
Appling,5B,U.S. House,1,Democrat,Wade Herring,18
Appling,1B,State Senate,19,Republican,Blake Tillery (I),15
Appling,1B,State Senate,19,Democrat,"Michael """"Buckle"""" Moore",36
Appling,1C,State Senate,19,Republican,Blake Tillery (I),2
Appling,1C,State Senate,19,Democrat,"Michael """"Buckle"""" Moore",29
Appling,2,State Senate,19,Republican,Blake Tillery (I),73
Appling,2,State Senate,19,Democrat,"Michael """"Buckle"""" Moore",343
Appling,3A1,State Senate,19,Republican,Blake Tillery (I),3
Appling,3A1,State Senate,19,Democrat,"Michael """"Buckle"""" Moore",8
Appling,3C,State Senate,19,Republican,Blake Tillery (I),26
Appling,3C,State Senate,19,Democrat,"Michael """"Buckle"""" Moore",107
Appling,4B,State Senate,19,Republican,Blake Tillery (I),1
Appling,4B,State Senate,19,Democrat,"Michael """"Buckle"""" Moore",3
Appling,4D,State Senate,19,Republican,Blake Tillery (I),8
Appling,4D,State Senate,19,Democrat,"Michael """"Buckle"""" Moore",41
Appling,5A,State Senate,19,Republican,Blake Tillery (I),2
Appling,5A,State Senate,19,Democrat,"Michael """"Buckle"""" Moore",41
Appling,5B,State Senate,19,Republican,Blake Tillery (I),3
Appling,5B,State Senate,19,Democrat,"Michael """"Buckle"""" Moore",13
Appling,1B,State House,157,Republican,"William """"Bill"""" Werkheiser (I)",766
Appling,1C,State House,157,Republican,"William """"Bill"""" Werkheiser (I)",495
Appling,2,State House,157,Republican,"William """"Bill"""" Werkheiser (I)",633
Appling,3A1,State House,157,Republican,"William """"Bill"""" Werkheiser (I)",511
Appling,3C,State House,157,Republican,"William """"Bill"""" Werkheiser (I)",748
Appling,5A,State House,157,Republican,"William """"Bill"""" Werkheiser (I)",581
Appling,5B,State House,157,Republican,"William """"Bill"""" Werkheiser (I)",9
Appling,1C,State House,178,Republican,Steven Meeks (I),96
Appling,3C,State House,178,Republican,Steven Meeks (I),58
Appling,4B,State House,178,Republican,Steven Meeks (I),605
Appling,4D,State House,178,Republican,Steven Meeks (I),837
Appling,5B,State House,178,Republican,Steven Meeks (I),530
Atkinson,Pearson County,U.S. Senate,,Republican,Herschel Junior Walker,11
Atkinson,Pearson County,U.S. Senate,,Democrat,Raphael Warnock (I),65
Atkinson,Pearson County,U.S. Senate,,Libertarian,Chase Oliver,25
Atkinson,Axson,U.S. Senate,,Republican,Herschel Junior Walker,0
Atkinson,Axson,U.S. Senate,,Democrat,Raphael Warnock (I),5
Atkinson,Axson,U.S. Senate,,Libertarian,Chase Oliver,16
Atkinson,Willacoochee,U.S. Senate,,Republican,Herschel Junior Walker,2
Atkinson,Willacoochee,U.S. Senate,,Democrat,Raphael Warnock (I),100
Atkinson,Willacoochee,U.S. Senate,,Libertarian,Chase Oliver,85
Atkinson,Pearson City,U.S. Senate,,Republican,Herschel Junior Walker,9
Atkinson,Pearson City,U.S. Senate,,Democrat,Raphael Warnock (I),121
Atkinson,Pearson City,U.S. Senate,,Libertarian,Chase Oliver,63
Atkinson,Pearson County,Governor,,Republican,Brian Kemp (I),8
Atkinson,Pearson County,Governor,,Democrat,Stacey Abrams,55
Atkinson,Pearson County,Governor,,Libertarian,Shane Hazel,19
Atkinson,Axson,Governor,,Republican,Brian Kemp (I),0
Atkinson,Axson,Governor,,Democrat,Stacey Abrams,6
Atkinson,Axson,Governor,,Libertarian,Shane Hazel,16
Atkinson,Willacoochee,Governor,,Republican,Brian Kemp (I),2
Atkinson,Willacoochee,Governor,,Democrat,Stacey Abrams,97
Atkinson,Willacoochee,Governor,,Libertarian,Shane Hazel,78
Atkinson,Pearson City,Governor,,Republican,Brian Kemp (I),7
Atkinson,Pearson City,Governor,,Democrat,Stacey Abrams,116
Atkinson,Pearson City,Governor,,Libertarian,Shane Hazel,63
Atkinson,Pearson County,Lieutenant Governor,,Republican,Burt Jones,8
Atkinson,Pearson County,Lieutenant Governor,,Democrat,Charlie Bailey,59
Atkinson,Pearson County,Lieutenant Governor,,Libertarian,Ryan Graham,20
Atkinson,Axson,Lieutenant Governor,,Republican,Burt Jones,0
Atkinson,Axson,Lieutenant Governor,,Democrat,Charlie Bailey,5
Atkinson,Axson,Lieutenant Governor,,Libertarian,Ryan Graham,15
Atkinson,Willacoochee,Lieutenant Governor,,Republican,Burt Jones,2
Atkinson,Willacoochee,Lieutenant Governor,,Democrat,Charlie Bailey,96
Atkinson,Willacoochee,Lieutenant Governor,,Libertarian,Ryan Graham,75
Atkinson,Pearson City,Lieutenant Governor,,Republican,Burt Jones,8
Atkinson,Pearson City,Lieutenant Governor,,Democrat,Charlie Bailey,101
Atkinson,Pearson City,Lieutenant Governor,,Libertarian,Ryan Graham,51
Atkinson,Pearson County,Secretary of State,,Republican,Brad Raffensperger (I),8
Atkinson,Pearson County,Secretary of State,,Democrat,Bee Nguyen,59
Atkinson,Pearson County,Secretary of State,,Libertarian,Ted Metz,22
Atkinson,Axson,Secretary of State,,Republican,Brad Raffensperger (I),0
Atkinson,Axson,Secretary of State,,Democrat,Bee Nguyen,5
Atkinson,Axson,Secretary of State,,Libertarian,Ted Metz,16
Atkinson,Willacoochee,Secretary of State,,Republican,Brad Raffensperger (I),2
Atkinson,Willacoochee,Secretary of State,,Democrat,Bee Nguyen,86
Atkinson,Willacoochee,Secretary of State,,Libertarian,Ted Metz,71
Atkinson,Pearson City,Secretary of State,,Republican,Brad Raffensperger (I),7
Atkinson,Pearson City,Secretary of State,,Democrat,Bee Nguyen,97
Atkinson,Pearson City,Secretary of State,,Libertarian,Ted Metz,49
Atkinson,Pearson County,Attorney General,,Republican,Chris Carr (I),9
Atkinson,Pearson County,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",61
Atkinson,Pearson County,Attorney General,,Libertarian,Martin Cowen,21
Atkinson,Axson,Attorney General,,Republican,Chris Carr (I),0
Atkinson,Axson,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",8
Atkinson,Axson,Attorney General,,Libertarian,Martin Cowen,20
Atkinson,Willacoochee,Attorney General,,Republican,Chris Carr (I),2
Atkinson,Willacoochee,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",97
Atkinson,Willacoochee,Attorney General,,Libertarian,Martin Cowen,80
Atkinson,Pearson City,Attorney General,,Republican,Chris Carr (I),8
Atkinson,Pearson City,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",106
Atkinson,Pearson City,Attorney General,,Libertarian,Martin Cowen,57
Atkinson,Pearson County,Commissioner of Agriculture,,Republican,Tyler Harper,7
Atkinson,Pearson County,Commissioner of Agriculture,,Democrat,Nakita Hemingway,53
Atkinson,Pearson County,Commissioner of Agriculture,,Libertarian,David Raudabaugh,17
Atkinson,Axson,Commissioner of Agriculture,,Republican,Tyler Harper,0
Atkinson,Axson,Commissioner of Agriculture,,Democrat,Nakita Hemingway,6
Atkinson,Axson,Commissioner of Agriculture,,Libertarian,David Raudabaugh,15
Atkinson,Willacoochee,Commissioner of Agriculture,,Republican,Tyler Harper,2
Atkinson,Willacoochee,Commissioner of Agriculture,,Democrat,Nakita Hemingway,92
Atkinson,Willacoochee,Commissioner of Agriculture,,Libertarian,David Raudabaugh,73
Atkinson,Pearson City,Commissioner of Agriculture,,Republican,Tyler Harper,7
Atkinson,Pearson City,Commissioner of Agriculture,,Democrat,Nakita Hemingway,99
Atkinson,Pearson City,Commissioner of Agriculture,,Libertarian,David Raudabaugh,51
Atkinson,Pearson County,Commissioner of Insurance,,Republican,John King (I),9
Atkinson,Pearson County,Commissioner of Insurance,,Democrat,Janice Laws Robinson,58
Atkinson,Axson,Commissioner of Insurance,,Republican,John King (I),0
Atkinson,Axson,Commissioner of Insurance,,Democrat,Janice Laws Robinson,6
Atkinson,Willacoochee,Commissioner of Insurance,,Republican,John King (I),2
Atkinson,Willacoochee,Commissioner of Insurance,,Democrat,Janice Laws Robinson,95
Atkinson,Pearson City,Commissioner of Insurance,,Republican,John King (I),7
Atkinson,Pearson City,Commissioner of Insurance,,Democrat,Janice Laws Robinson,104
Atkinson,Pearson County,State School Superintendent,,Republican,Richard Woods (I),8
Atkinson,Pearson County,State School Superintendent,,Democrat,Alisha Thomas Searcy,57
Atkinson,Axson,State School Superintendent,,Republican,Richard Woods (I),0
Atkinson,Axson,State School Superintendent,,Democrat,Alisha Thomas Searcy,6
Atkinson,Willacoochee,State School Superintendent,,Republican,Richard Woods (I),2
Atkinson,Willacoochee,State School Superintendent,,Democrat,Alisha Thomas Searcy,94
Atkinson,Pearson City,State School Superintendent,,Republican,Richard Woods (I),7
Atkinson,Pearson City,State School Superintendent,,Democrat,Alisha Thomas Searcy,107
Atkinson,Pearson County,Commissioner of Labor,,Republican,Bruce Thompson,7
Atkinson,Pearson County,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",55
Atkinson,Pearson County,Commissioner of Labor,,Libertarian,Emily Anderson,22
Atkinson,Axson,Commissioner of Labor,,Republican,Bruce Thompson,0
Atkinson,Axson,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",5
Atkinson,Axson,Commissioner of Labor,,Libertarian,Emily Anderson,17
Atkinson,Willacoochee,Commissioner of Labor,,Republican,Bruce Thompson,2
Atkinson,Willacoochee,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",95
Atkinson,Willacoochee,Commissioner of Labor,,Libertarian,Emily Anderson,80
Atkinson,Pearson City,Commissioner of Labor,,Republican,Bruce Thompson,7
Atkinson,Pearson City,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",106
Atkinson,Pearson City,Commissioner of Labor,,Libertarian,Emily Anderson,51
Atkinson,Pearson County,U.S. House,8,Republican,Austin Scott (I),9
Atkinson,Pearson County,U.S. House,8,Democrat,Darrius Butler,57
Atkinson,Axson,U.S. House,8,Republican,Austin Scott (I),0
Atkinson,Axson,U.S. House,8,Democrat,Darrius Butler,6
Atkinson,Willacoochee,U.S. House,8,Republican,Austin Scott (I),2
Atkinson,Willacoochee,U.S. House,8,Democrat,Darrius Butler,93
Atkinson,Pearson City,U.S. House,8,Republican,Austin Scott (I),7
Atkinson,Pearson City,U.S. House,8,Democrat,Darrius Butler,109
Atkinson,Pearson County,State Senate,8,Republican,Russ Goodman (I),864
Atkinson,Axson,State Senate,8,Republican,Russ Goodman (I),345
Atkinson,Willacoochee,State Senate,8,Republican,Russ Goodman (I),502
Atkinson,Pearson City,State Senate,8,Republican,Russ Goodman (I),202
Bacon,Douglas,U.S. Senate,,Republican,Herschel Junior Walker,41
Bacon,Douglas,U.S. Senate,,Democrat,Raphael Warnock (I),283
Bacon,Douglas,U.S. Senate,,,Chase Oliver (L),134
Bacon,Douglas,Governor,,Republican,Brian Kemp (I),32
Bacon,Douglas,Governor,,Democrat,Stacey Abrams,246
Bacon,Douglas,Governor,,,Shane Hazel (L),115
Bacon,Douglas,Lieutenant Governor,,Republican,Burt Jones,35
Bacon,Douglas,Lieutenant Governor,,Democrat,Charlie Bailey,239
Bacon,Douglas,Lieutenant Governor,,,Ryan Graham (L),116
Bacon,Douglas,Secretary of State,,Republican,Brad Raffensperger (I),28
Bacon,Douglas,Secretary of State,,Democrat,Bee Nguyen,220
Bacon,Douglas,Secretary of State,,,Ted Metz (L),109
Bacon,Douglas,Attorney General,,Republican,Chris Carr (I),35
Bacon,Douglas,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",248
Bacon,Douglas,Attorney General,,,Martin Cowen (L),121
Bacon,Douglas,Commissioner of Agriculture,,Republican,Tyler Harper,29
Bacon,Douglas,Commissioner of Agriculture,,Democrat,Nakita Hemingway,208
Bacon,Douglas,Commissioner of Agriculture,,,David Raudabaugh (L),108
