district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
28,191396,12994,178382,130999,37768,77,3064,0,457,3326,1565,1194,62,1711,4251,41152,145570,8362,137179,102988,28460,42,2147,0,266,1390,1198,718,51,1297,2855,29900
29,188537,9945,178579,115565,53721,142,3058,37,843,2255,1131,1357,405,1682,4420,56386,143891,6302,137587,91505,40069,114,2498,41,381,939,854,778,396,1362,3281,41393
30,189916,10674,179241,130896,39278,381,1313,9,746,2807,3020,615,103,3504,1939,42188,142858,5999,136869,102682,28803,259,914,4,517,854,2343,316,123,2724,1242,29785
31,196378,16085,180298,129813,41996,117,1614,209,1057,3159,951,909,493,1561,2516,45646,145297,9057,136240,100423,31252,100,1114,117,627,996,735,543,337,1171,1652,32579
32,180773,17386,163380,122958,26277,63,7866,13,948,2550,686,1794,313,1062,9660,29085,140717,11131,129596,99795,20250,57,5994,29,556,1068,569,934,319,945,6952,21661
33,170652,33947,136679,49850,77645,97,2847,107,1240,3204,463,708,444,1002,3556,81273,127168,17629,109492,44327,59037,73,2233,105,798,1798,425,367,380,869,2585,61157
34,173035,22238,150706,19247,119633,234,6258,101,1845,2282,239,115,776,1257,6377,122684,125723,10785,114849,16459,89883,197,4969,100,1227,1032,191,91,763,1157,5066,91660
35,196442,16016,180458,30920,142519,167,1643,148,1018,2763,344,325,538,1043,1971,145828,143662,8829,134860,26188,104052,92,1395,149,680,1375,312,294,289,689,1692,105730
36,183918,11494,172419,67581,90538,462,7281,33,1247,2499,269,1857,746,1476,9133,93782,155785,8322,147456,62277,73351,289,6796,20,948,1685,245,1294,616,1151,8087,75643
37,187477,15445,171968,119900,38060,110,6587,95,943,3322,889,1838,152,1145,8426,41562,142494,8946,133507,95433,29003,122,5046,61,589,1227,700,1127,164,981,6170,30392
38,185297,14708,170693,38932,119997,99,5481,59,1166,2624,379,902,1093,1582,6352,123734,141087,8871,132234,32921,91357,87,4219,61,632,1314,348,535,762,1213,4746,93462
39,183838,9590,174236,45188,116711,93,5708,108,1136,2461,326,1288,1085,1503,6996,120256,147481,6645,140846,40629,89824,90,5379,101,888,1622,308,946,973,1368,6323,92422
40,163292,25133,138682,82472,35809,141,14439,50,817,1729,571,2659,196,907,16985,37742,121422,11640,110172,66691,28996,133,11521,46,486,906,443,831,212,788,12352,30105
41,174027,8588,165367,35112,113931,186,9851,315,937,3414,360,848,589,1143,10711,117908,130465,4725,125647,30342,84775,158,6979,135,580,1631,283,367,445,890,7355,86859
42,172593,14701,157561,93171,49432,309,7875,51,829,2331,832,2099,332,1495,10014,52109,135657,7328,128101,76651,40587,237,6562,62,508,1375,664,985,290,1203,7548,42244
43,191153,13637,177492,43321,122703,161,2063,5,2147,4900,580,499,956,1699,2558,128663,142621,6867,135731,36982,92350,177,1565,4,1314,1766,508,251,808,1494,1822,94927
44,182470,14098,168480,23888,130904,275,7133,132,2094,2235,460,323,1016,1745,7453,134151,134987,7120,127958,20829,97570,206,5370,143,1276,1208,394,238,733,1324,5600,99519
45,184504,25429,159099,98735,38182,244,16138,52,771,2631,719,1445,86,1060,17567,41006,132625,14408,118208,75928,28043,159,11060,46,368,1071,621,801,63,826,11864,29221
46,191147,13757,177332,126148,37981,366,5687,91,687,2218,2525,1328,389,3191,7019,40477,146242,8808,137456,101945,26670,327,4073,22,401,1130,1734,802,345,2342,4872,28148
47,190347,17109,173264,130809,32624,108,4485,0,607,2425,1174,861,234,1561,5332,35326,145802,9372,136423,104500,25275,46,3405,0,319,1225,991,518,217,1289,3936,26674
48,163622,11265,152347,90280,14622,166,41649,5,733,1893,421,2538,71,651,44184,16587,116882,7292,109588,69618,10101,88,27340,9,407,920,282,798,61,426,28137,11103
49,176938,34903,142042,119644,13097,59,3437,4,475,3137,950,1093,133,1138,4530,16358,132712,18305,114486,98082,10844,38,2791,17,428,763,790,597,132,953,3388,11732
50,187220,16872,170333,153843,9642,110,1850,52,694,1565,2082,352,160,2356,2202,11390,146410,8177,138147,126040,7584,84,1603,17,394,682,1484,195,91,1664,1787,8373
51,196142,9599,186548,178869,2002,212,1000,91,208,789,2668,695,17,2896,1701,2795,160915,5926,154993,149181,1636,164,896,79,115,366,2079,457,22,2266,1356,2009
52,189576,17128,172483,142778,21759,139,1507,495,985,2765,1201,845,61,1407,2355,24589,145024,9794,135270,113698,16826,131,1162,282,376,1339,1021,419,44,1197,1583,18202
53,190187,6793,183388,166898,7513,247,1722,44,227,2333,3658,676,31,3930,2393,9874,148655,4292,144360,132956,5573,163,1251,41,168,696,2969,506,16,3147,1755,6288
54,178899,38663,140216,128678,5614,38,1682,182,403,1986,972,568,82,1092,2250,7682,132886,21828,111027,102546,4759,32,1238,179,219,737,822,427,72,926,1665,5572
55,188043,16811,171313,35506,123514,233,6759,54,1014,2574,451,698,731,1348,7472,126750,140270,9693,130611,29577,92723,213,5073,55,527,1367,304,397,596,1052,5492,94603
56,182460,13348,169085,142441,11665,44,9015,126,1358,1925,693,1597,165,903,10623,13779,136715,8212,128469,109624,9307,58,6572,97,616,840,547,706,116,721,7265,10269
