district,name,total_population,white_vap_pct,black_vap_pct,hispanic_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct
94,District 94,44010,18.67,71.37,4.66,0.04,3.02,0.11,0.45
95,District 95,45534,19.03,68.21,6.83,0.35,1.8,0.0,0.76
96,District 96,31173,31.73,25.3,22.45,0.29,17.53,0.0,0.42
97,District 97,39325,42.29,31.1,12.45,0.13,11.41,0.02,0.57
98,District 98,20999,19.92,28.65,33.07,0.03,16.61,0.46,0.09
99,District 99,39032,49.9,14.92,5.63,0.14,26.5,0.09,0.58
100,District 100,38294,66.09,8.61,8.32,0.0,15.21,0.0,0.08
101,District 101,38516,44.09,24.98,14.24,0.08,13.55,0.02,0.64
102,District 102,38086,32.79,39.29,13.96,0.07,8.78,0.04,1.33
103,District 103,40800,57.21,18.82,12.14,0.05,10.18,0.0,0.07
104,District 104,42850,60.41,20.48,10.24,0.14,5.86,0.01,0.28
105,District 105,41622,41.86,31.75,16.12,0.05,7.68,0.02,0.7
106,District 106,44015,41.36,37.64,9.96,0.03,9.8,0.0,0.39
107,District 107,35540,27.56,30.98,21.49,0.1,17.77,0.0,0.35
108,District 108,34605,48.22,20.57,12.5,0.18,16.07,0.02,0.59
109,District 109,32325,16.43,44.1,21.56,0.12,15.96,0.0,0.15
110,District 110,42673,33.22,49.97,8.86,0.12,5.02,0.08,0.34
111,District 111,44103,60.92,26.03,7.86,0.13,2.49,0.02,0.1
112,District 112,46733,74.25,17.34,2.73,0.28,1.19,0.05,0.27
113,District 113,44633,33.42,57.62,5.05,0.16,0.91,0.0,0.85
114,District 114,47076,68.11,25.63,2.78,0.03,0.76,0.02,0.35
115,District 115,43804,32.95,55.99,4.75,0.09,1.97,0.03,0.59
116,District 116,47829,25.92,59.71,6.39,0.08,5.72,0.11,0.46
117,District 117,47488,48.44,38.32,7.65,0.07,1.86,0.0,0.59
118,District 118,47635,69.69,23.75,2.7,0.2,0.21,0.0,0.13
119,District 119,44514,70.68,14.7,9.18,0.07,3.11,0.0,0.1
120,District 120,44557,76.56,12.15,5.75,0.09,2.66,0.0,0.29
121,District 121,45286,79.97,9.97,4.78,0.2,2.77,0.0,0.15
122,District 122,46230,55.08,32.1,6.95,0.26,2.82,0.0,0.16
123,District 123,45979,68.97,23.04,3.07,0.22,1.46,0.02,0.21
124,District 124,47693,68.1,24.96,3.33,0.03,1.53,0.15,0.36
125,District 125,46304,62.76,26.21,5.88,0.03,2.36,0.0,0.39
126,District 126,46577,37.71,56.53,3.16,0.09,0.71,0.18,0.07
127,District 127,44076,72.23,14.55,5.36,0.2,5.74,0.04,0.28
128,District 128,46148,46.78,49.4,1.44,0.02,0.33,0.01,0.17
129,District 129,41158,39.08,51.22,4.52,0.1,1.63,0.0,0.37
130,District 130,47441,31.35,61.04,3.32,0.07,0.54,0.02,1.06
131,District 131,43218,68.96,18.11,6.68,0.11,2.88,0.0,0.52
132,District 132,43066,33.33,56.68,5.77,0.07,1.39,0.11,0.24
133,District 133,46487,58.54,36.27,1.86,0.1,1.22,0.3,0.14
134,District 134,45472,60.32,34.27,2.87,0.03,0.42,0.0,0.18
135,District 135,48196,72.44,22.88,2.6,0.06,0.24,0.15,0.1
136,District 136,46045,66.48,28.44,2.63,0.08,0.58,0.03,0.07
137,District 137,45689,39.94,52.86,3.33,0.06,1.18,0.08,0.48
138,District 138,44407,73.21,20.03,3.14,0.07,1.42,0.02,0.28
139,District 139,43862,67.43,19.86,7.11,0.08,2.59,0.01,0.31
140,District 140,40581,32.12,56.56,6.53,0.1,1.51,0.37,0.42
141,District 141,44148,30.38,57.37,6.18,0.04,1.85,0.19,0.75
142,District 142,43233,33.51,59.27,2.97,0.09,1.77,0.1,0.3
143,District 143,44408,33.78,61.02,2.09,0.07,1.06,0.1,0.21
144,District 144,45046,64.26,29.43,3.16,0.06,1.36,0.01,0.25
145,District 145,43467,56.45,35.5,4.17,0.13,1.11,0.08,0.33
146,District 146,46552,61.58,29.07,4.04,0.03,2.37,0.01,0.81
147,District 147,44825,55.02,32.58,5.68,0.01,3.19,0.01,0.64
148,District 148,45960,61.65,32.51,3.17,0.14,0.52,0.54,0.05
149,District 149,45810,61.97,33.08,3.13,0.18,0.33,0.02,0.06
150,District 150,45513,40.64,53.73,2.77,0.25,0.83,0.01,0.21
151,District 151,44875,46.83,44.2,4.89,0.33,0.87,0.07,0.07
152,District 152,45244,66.66,26.58,2.4,0.09,1.33,0.1,0.09
153,District 153,42705,26.16,70.21,1.62,0.16,0.37,0.01,0.19
154,District 154,45042,41.54,55.46,1.11,0.12,0.62,0.04,0.08
155,District 155,44330,60.92,35.27,1.68,0.2,0.77,0.02,0.03
156,District 156,43464,62.26,29.35,5.36,0.31,0.36,0.0,0.21
157,District 157,45215,66.18,24.46,5.54,0.12,0.6,0.08,0.46
158,District 158,44505,63.76,29.21,2.83,0.36,0.58,0.0,0.31
159,District 159,45741,69.38,24.89,2.98,0.24,0.29,0.21,0.22
160,District 160,47833,70.74,22.5,3.19,0.11,1.32,0.06,0.24
161,District 161,48459,62.67,27.73,5.6,0.07,1.63,0.04,0.43
162,District 162,45946,39.12,48.61,7.06,0.07,2.0,0.0,0.61
163,District 163,44414,44.96,46.34,4.86,0.05,1.98,0.05,0.22
164,District 164,46501,60.06,24.9,8.21,0.03,2.9,0.15,1.05
165,District 165,44048,39.39,53.84,3.68,0.06,1.1,0.11,0.26
166,District 166,47339,84.76,6.34,3.51,0.07,3.32,0.04,0.17
167,District 167,45945,65.93,22.03,7.07,0.08,1.07,0.11,1.15
168,District 168,44310,38.98,44.17,10.36,0.24,1.33,0.43,0.88
169,District 169,42348,61.94,30.13,5.64,0.14,0.14,0.0,0.13
170,District 170,44374,67.36,24.6,6.01,0.06,0.41,0.02,0.22
171,District 171,43476,54.95,39.84,2.96,0.11,0.8,0.0,0.05
172,District 172,42469,64.28,25.5,7.94,0.23,0.68,0.01,0.33
173,District 173,42491,58.01,37.17,2.65,0.29,0.65,0.01,0.35
174,District 174,45000,73.49,17.8,6.05,0.29,0.55,0.04,0.21
175,District 175,45337,66.68,24.35,5.12,0.08,1.78,0.03,0.58
176,District 176,42992,69.54,22.73,4.97,0.1,0.92,0.0,0.13
177,District 177,44767,40.05,51.66,4.85,0.07,0.94,0.08,0.25
178,District 178,44421,79.9,15.16,2.59,0.12,0.31,0.03,0.18
179,District 179,46089,65.74,26.87,3.72,0.15,0.65,0.01,0.24
180,District 180,46235,73.04,16.12,6.16,0.21,1.51,0.01,0.99
