precinct_id,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
BERRIEN - 1148,1131,45,1078,1052,0,0,0,0,0,0,0,15,0,0,25,0,860,51,811,788,0,0,0,0,0,0,0,15,0,0,22,0
BERRIEN - 1157,9270,460,8824,7168,1383,29,0,4,2,223,30,13,0,59,4,1570,7182,268,6916,5745,1100,28,1,0,0,19,28,13,0,56,8,1119
BERRIEN - 1329,893,42,850,751,16,0,0,8,0,57,12,0,0,11,3,40,599,24,568,514,18,0,0,0,0,0,10,0,0,9,0,19
BERRIEN - 1642,1980,317,1663,1502,161,0,0,0,0,0,0,0,0,0,0,161,1514,113,1401,1272,122,0,0,0,0,0,0,6,0,0,6,123
BERRIEN - 518,1481,1,1477,1240,221,0,0,0,2,0,1,0,0,2,0,240,1159,0,1157,938,217,0,0,0,0,0,2,0,0,2,0,216
BIBB - EM1,3048,32,3016,144,2849,5,18,0,0,0,0,0,0,5,18,2849,1996,18,1978,139,1833,0,6,0,0,0,0,0,0,0,6,1833
BIBB - EM2,2535,80,2447,390,1783,0,0,34,0,238,0,0,0,0,0,2024,1873,76,1780,246,1401,0,0,33,0,99,0,0,4,4,0,1504
BIBB - EM3,3687,86,3601,514,2956,0,0,0,0,127,0,4,0,0,4,3083,2226,0,2226,396,1801,0,0,0,0,29,0,0,0,0,0,1830
BIBB - EM4,4487,77,4410,1473,2813,0,29,0,23,51,21,0,0,21,29,2864,3809,9,3800,1464,2272,0,25,0,8,10,21,0,0,21,25,2282
BIBB - EM5,3614,14,3608,541,2940,0,0,7,19,31,52,0,0,52,0,2977,2524,23,2517,492,1940,0,0,2,21,0,46,0,0,46,0,1935
BIBB - EM6,3224,0,3224,1082,2051,0,0,0,21,86,4,0,0,4,0,2128,2431,0,2432,844,1579,0,0,0,22,0,0,0,0,0,0,1584
BIBB - GF1,6513,319,6448,1880,4246,5,193,0,0,124,22,31,20,41,226,4389,5512,266,5493,1760,3419,0,185,0,0,126,16,36,22,36,221,3558
BIBB - GF2,2934,67,2862,266,2502,0,0,0,6,74,9,0,13,26,0,2591,2262,49,2211,276,1879,0,0,0,0,55,4,0,10,14,0,1943
BIBB - GF3,3416,38,3379,133,3199,20,0,0,0,7,0,0,16,36,0,3226,2396,33,2364,125,2209,21,0,0,0,11,0,0,0,21,0,2219
BIBB - GF4,3207,23,3184,392,2655,7,0,0,0,103,10,0,0,17,0,2754,2221,25,2195,378,1736,6,0,0,0,56,12,0,0,18,0,1787
BIBB - GF5,3020,316,2704,315,2382,0,0,0,0,0,0,0,0,0,0,2384,2222,187,2035,309,1717,0,0,0,0,4,0,0,0,0,0,1722
BIBB - GF6,4244,47,4200,387,3791,0,7,0,0,14,8,0,0,8,7,3804,2919,13,2906,356,2519,4,13,0,0,0,8,0,0,12,13,2527
BIBB - GF7,3982,222,3725,357,3294,0,0,0,0,42,0,0,39,35,0,3375,2421,73,2327,354,1939,0,0,0,0,0,0,0,39,36,0,1979
BIBB - HA1,4281,0,4284,129,3945,0,165,4,0,48,0,5,0,0,171,3994,2898,0,2899,139,2620,0,136,4,0,4,0,5,0,0,141,2623
BIBB - HA2,6685,229,6456,2854,3378,0,147,0,0,6,75,13,65,137,160,3453,4796,90,4704,2290,2288,0,61,0,0,5,60,4,69,127,65,2366
BIBB - HA3,6553,190,6367,2777,3216,28,98,0,64,18,28,34,22,82,131,3264,5378,59,5328,2507,2542,31,93,0,0,0,38,29,19,89,122,2567
BIBB - HA4,2606,77,2523,1625,752,0,115,0,0,45,23,1,4,27,87,772,2103,15,2081,1395,622,0,50,0,0,3,22,0,0,22,43,632
BIBB - HA5,2826,29,2793,583,2049,0,0,0,0,0,0,0,174,174,0,2222,1728,7,1718,297,1243,0,0,0,0,8,0,0,175,175,0,1427
BIBB - HA6,1714,117,1636,285,1237,0,0,0,8,14,68,0,13,85,0,1262,1456,72,1408,278,1056,0,0,0,10,0,40,0,19,62,0,1072
BIBB - HA7,3998,276,3723,1608,1814,0,132,0,0,82,33,0,47,83,132,1933,3279,276,3003,1430,1368,0,73,0,0,81,24,0,25,51,73,1465
BIBB - HO1,2461,343,2017,1258,653,11,46,0,8,9,7,0,0,18,45,660,1771,89,1595,961,609,5,27,0,11,4,7,0,0,12,27,612
BIBB - HO2,4911,311,4657,3055,938,2,491,0,0,195,5,0,0,17,490,1131,3922,209,3793,2561,776,0,299,4,0,113,5,0,0,14,299,914
BIBB - HO3,7673,267,7399,4381,2485,0,179,4,82,93,0,16,62,62,194,2757,6045,178,5864,3604,1933,0,124,0,80,82,0,15,50,63,138,2082
BIBB - HO4,1921,14,1905,906,964,0,66,0,0,26,0,16,0,0,80,988,1450,8,1439,781,591,0,53,0,0,22,0,0,0,0,53,612
BIBB - HO5,1530,14,1524,628,797,0,42,0,32,219,0,0,0,0,42,879,1294,16,1284,590,612,0,43,0,29,52,0,0,0,0,43,635
BIBB - HO6,2881,162,2714,1417,1118,0,0,0,83,0,0,11,0,0,13,1135,2240,155,2077,1163,809,0,0,0,59,0,0,0,0,0,0,815
BIBB - HO7,2753,32,2717,1853,799,0,0,0,2,0,0,0,0,0,0,796,2284,28,2250,1481,740,0,0,0,2,0,0,0,0,0,0,745
BIBB - HO8,3605,658,3000,2444,407,0,69,0,0,4,0,21,11,2,93,433,2541,186,2369,1927,305,4,57,0,0,23,0,17,24,6,75,330
BIBB - RU1,7753,428,7326,3793,3312,0,78,0,0,7,17,45,0,15,123,3334,5830,88,5743,3098,2496,0,72,4,0,0,27,27,0,20,99,2493
BIBB - RU2,5356,68,5287,3384,1810,0,51,0,28,59,20,0,6,28,51,1861,4042,15,4026,2650,1281,5,59,0,31,0,14,4,0,26,63,1284
BIBB - VV1,3381,214,2913,1478,1114,0,97,0,15,102,41,9,0,40,104,1211,3114,218,2650,1452,987,0,101,4,12,12,19,0,0,17,101,999
BIBB - VV2,2666,98,2568,852,1586,0,28,0,0,55,8,25,0,9,51,1647,2137,57,2082,776,1225,0,21,0,0,54,6,0,0,7,21,1290
BIBB - VV3,4775,61,4720,338,4190,0,36,0,0,164,4,0,19,26,36,4352,3594,60,3534,283,3053,0,35,0,0,170,0,0,10,14,35,3221
BIBB - VV4,2610,2,2607,75,2490,0,38,0,0,0,0,4,0,0,42,2492,1885,4,1881,76,1773,0,35,0,0,0,0,0,0,0,35,1775
BIBB - VV5,3161,174,2986,478,2493,0,6,0,0,12,0,0,7,6,6,2513,2419,181,2242,408,1813,0,6,0,0,15,0,0,10,10,6,1838
BIBB - VV6,3690,26,3665,1778,1665,0,8,40,96,4,0,5,12,18,11,1692,2575,27,2546,1385,1050,0,11,38,35,3,0,0,7,6,11,1061
BIBB - VV7,4594,269,4320,2556,1686,0,26,0,23,20,10,14,16,19,44,1729,3453,174,3280,2078,1127,0,15,0,13,26,8,0,1,9,15,1160
BIBB - VV8,2739,49,2690,1357,1264,0,0,0,0,33,0,0,36,36,0,1333,2035,50,1985,906,1038,0,0,0,0,4,0,0,37,37,0,1079
BIBB - WA1,3175,44,3141,1953,917,0,79,0,16,106,31,3,0,28,111,1034,2430,35,2398,1548,678,0,24,0,26,136,21,0,0,22,31,768
BIBB - WA2,5030,156,4864,2992,1579,0,143,0,9,61,47,8,22,68,151,1677,3960,125,3834,2333,1254,0,105,0,0,33,33,5,21,52,110,1347
BLECKLEY - 1,12355,454,11901,8501,3229,17,65,0,18,15,23,33,0,40,98,3244,9815,280,9535,6930,2467,15,52,0,0,20,13,34,4,32,86,2491
BRANTLEY - 1,1267,3,1266,1219,0,0,0,0,0,0,9,0,0,9,29,38,1057,3,1058,1020,0,0,0,0,0,0,7,0,0,7,0,30
BRANTLEY - 2,3263,229,3057,2910,103,0,0,0,0,0,57,13,0,55,8,100,2621,213,2419,2257,101,0,0,0,0,0,45,9,0,47,5,109
BRANTLEY - 3,3790,180,3527,3330,152,0,0,0,0,0,30,0,0,32,5,155,3081,179,2811,2634,153,0,0,0,0,0,32,0,0,30,4,145
BRANTLEY - 4,1300,121,1238,1187,0,0,57,0,0,0,0,0,0,0,21,0,1141,138,1084,1042,0,0,56,0,0,0,0,0,0,0,37,0
BRANTLEY - 5,1584,0,1589,1492,15,0,3,0,0,85,6,0,0,8,3,69,1263,0,1266,1158,2,0,0,0,0,92,7,0,0,6,0,64
BRANTLEY - 6,2055,0,2054,1942,15,0,0,0,0,0,81,0,0,82,0,15,1532,0,1531,1481,14,0,0,0,0,0,20,0,0,19,0,15
BRANTLEY - 7,762,0,755,745,1,0,0,0,0,0,4,0,0,4,0,1,593,0,592,588,3,0,0,0,0,0,0,0,0,1,0,2
BRANTLEY - 8,1713,0,1720,1646,0,0,0,0,0,80,12,0,0,12,0,80,1146,0,1148,1067,0,0,0,0,0,81,15,0,0,15,0,81
BRANTLEY - 9,2508,3,2500,2198,289,0,13,0,0,0,7,0,5,9,20,287,1988,4,1976,1689,297,0,0,6,0,4,5,0,0,6,19,301
BROOKS - 1198,571,0,567,317,247,0,0,0,0,0,0,0,0,0,0,249,483,0,481,250,226,0,0,0,0,0,0,0,0,0,0,226
BROOKS - 1199,6515,508,5998,1970,3731,4,14,0,63,170,0,0,23,30,14,3930,4896,439,4455,1624,2658,3,13,0,65,68,0,0,21,27,13,2747
BROOKS - 1230,556,2,543,469,42,0,0,0,0,19,0,0,0,0,0,54,377,2,372,306,41,0,0,0,0,9,0,0,0,0,0,51
BROOKS - 1402,824,32,796,462,307,0,0,0,0,0,0,30,0,0,30,305,662,30,634,361,278,0,0,0,0,0,0,0,0,0,0,278
BROOKS - 1571,783,50,754,603,13,0,93,0,2,34,32,0,0,32,93,41,681,25,659,530,4,0,98,0,2,15,28,0,0,28,98,18
BROOKS - 1650,3073,140,2944,2552,395,1,23,0,0,5,0,0,2,0,23,406,2593,102,2490,2238,250,1,21,0,0,0,5,0,2,5,21,251
BROOKS - 1712,686,172,500,359,125,0,0,6,5,15,0,0,0,0,0,139,460,75,383,260,115,0,0,0,4,10,0,0,0,0,0,125
BROOKS - 659,972,0,972,851,45,0,0,0,0,0,76,0,0,76,0,45,858,0,858,762,46,0,0,0,0,0,50,0,0,50,0,46
BROOKS - 660,2003,77,1928,1348,431,0,12,0,90,11,5,0,0,5,12,446,1752,80,1677,1156,381,0,15,0,89,4,0,0,0,0,15,386
BRYAN - 1,3614,68,3549,2477,873,0,8,3,0,148,32,9,0,33,16,1022,2785,45,2737,1968,633,0,8,0,0,106,20,7,0,21,14,741
BRYAN - 10,2174,185,1977,1751,192,0,2,0,5,25,0,0,0,0,3,218,1658,160,1485,1334,132,0,0,0,5,9,7,0,0,7,0,141
BRYAN - 2,3118,149,2962,2368,599,0,0,2,0,9,11,0,0,10,1,605,2341,61,2283,1985,286,0,4,0,0,10,6,0,0,5,5,293
BRYAN - 3,3929,185,3748,3103,381,0,0,0,0,222,14,0,0,14,0,605,3073,127,2946,2647,262,0,0,0,0,12,12,0,0,12,0,275
BRYAN - 4,2742,205,2552,1855,601,0,127,0,2,24,3,0,0,4,121,628,1821,153,1683,1201,360,0,100,0,1,18,6,0,4,8,97,383
BRYAN - 5,5839,939,4881,3314,1187,0,113,0,203,50,2,13,0,2,129,1237,3962,575,3377,2259,957,0,54,0,52,47,3,5,0,3,62,1003
BRYAN - 6,3755,134,3633,3226,184,0,126,0,26,8,10,38,0,9,170,188,2967,88,2889,2583,142,0,105,0,22,2,8,21,0,10,128,145
BRYAN - 7,5000,386,4604,3845,481,7,0,20,75,30,121,38,0,127,33,521,3557,321,3225,2696,316,8,0,17,61,31,66,33,0,76,28,352
BRYAN - 8,12836,952,11892,9138,1653,3,465,0,82,379,48,99,0,52,565,1970,8459,531,7935,5950,1340,6,333,0,35,219,36,30,0,40,366,1501
