district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
1,761881,52624,709264,448166,219509,794,10640,747,5033,13967,4811,4531,1060,6674,15169,234517,583152,32602,550569,359404,165764,665,8632,558,3048,5537,3538,2522,882,5094,11153,172175
2,739481,35764,703766,298456,373718,897,7779,522,3448,9512,4834,2931,1563,7297,10756,384829,563994,20530,543498,243368,279650,748,6646,466,1546,4453,3642,1536,1363,5757,8216,285461
3,762136,41777,720309,501399,182652,751,10063,190,2584,11033,6650,4313,854,8254,14345,194569,580682,25754,554900,396055,136832,565,7366,138,1671,4292,5102,2191,798,6461,9522,141935
4,658500,80894,577682,152430,354707,769,47844,529,3646,10135,1551,4431,1950,4280,52341,366813,491857,40162,451764,127876,274411,659,37616,283,1904,4771,1139,1755,1557,3354,39399,280753
5,717316,60738,656514,233623,364474,1080,31411,210,5690,9078,1833,6110,2952,5875,37527,376491,566496,34922,531432,202618,283806,733,26899,220,4158,5336,1539,3515,2559,4845,30424,291731
6,726720,72342,654386,223542,389687,395,17346,382,4558,10881,1673,3375,2600,4668,20731,403115,554734,41732,513007,190582,293511,305,14129,375,2878,6133,1365,1982,1772,3443,16126,301390
7,711770,64330,647465,491066,61340,587,70032,90,3228,9403,3049,8115,377,4014,78148,71221,533300,38330,494976,390371,45924,380,45283,104,2040,4519,2260,3667,406,3045,48944,50828
8,751679,45680,706000,443300,231516,765,8875,598,2623,9258,4582,3149,1444,6791,11993,242180,572041,25942,546087,353870,173518,619,6422,538,1630,3231,3663,1577,1084,5366,7989,177836
9,735841,96519,639238,480958,93711,501,41130,117,3212,8639,5626,4554,671,6849,45619,103007,552776,53264,499470,387256,69038,384,30044,75,1822,3325,4344,2355,463,5284,32372,72991
10,770960,51512,719477,478861,197255,1022,15295,220,2626,9483,8287,3504,2646,11897,18815,209355,591050,29882,561183,386036,146436,798,10997,123,1459,4781,6179,2069,2208,9156,13069,153353
11,734298,70901,663533,525163,89126,449,23891,711,4023,9771,3820,5668,956,5230,29567,99778,561818,41145,520788,419500,69482,392,18021,474,2082,4054,3092,3012,777,4261,21027,74256
12,758066,38420,719623,400468,281509,938,10908,395,3269,12021,5328,3392,1343,7599,14302,294883,581358,23490,557834,320708,212760,857,8461,207,1967,5405,4232,2041,1184,6262,10503,219356
13,732155,85580,646562,185809,389125,724,42268,412,6041,13706,2086,3683,2770,5570,45932,405581,536797,45436,491414,153336,289926,664,31963,340,3315,6184,1661,1885,2254,4513,33840,298283
14,748709,74576,674036,544700,94182,567,9776,534,2652,10630,6579,3762,686,7822,13531,105561,564451,42279,522114,429852,70482,462,7153,422,1543,3922,5391,2418,493,6337,9573,74935
