precinct_id,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
COBB - AC1A,7087,841,6253,4197,1473,12,389,0,72,162,40,0,1,48,373,1665,5664,503,5167,3572,1165,14,345,0,22,37,29,0,1,44,328,1218
COBB - AC1B,6815,594,6195,4631,1207,9,66,0,17,211,9,160,2,13,185,1465,5445,355,5069,3964,923,4,66,0,18,50,11,158,0,10,199,970
COBB - AC1C,6598,617,5994,3052,2212,0,170,0,47,354,34,15,0,39,215,2571,4757,265,4479,2381,1616,3,139,0,39,203,29,13,3,37,178,1819
COBB - AD01,3352,121,3231,2627,275,0,227,0,29,0,0,16,57,57,243,332,2847,93,2754,2269,193,0,206,0,14,0,0,14,58,58,220,251
COBB - AU1A,3739,537,3064,834,2097,11,25,1,4,52,1,5,0,20,28,2134,2694,245,2400,696,1622,7,18,0,0,41,0,0,0,15,18,1653
COBB - AU1B,3840,468,3381,638,2723,0,20,0,0,8,0,0,3,32,20,2728,2716,176,2547,553,1975,0,20,0,0,7,0,2,3,28,23,1982
COBB - BF02,3584,353,3233,2450,243,15,211,0,15,189,6,22,42,64,228,473,2803,199,2604,2143,198,7,130,0,0,0,9,30,37,54,158,231
COBB - BF03,5116,756,4362,3159,852,0,104,0,0,5,38,46,142,180,158,998,3506,488,3021,2099,607,0,95,0,0,5,44,9,140,184,123,750
COBB - BF04,4513,792,3723,2814,791,0,29,0,54,11,8,51,0,8,80,794,3295,411,2884,2272,509,0,24,0,39,0,11,47,0,11,71,507
COBB - BG01,5593,402,5129,3128,1556,4,292,0,23,52,36,54,0,37,335,1638,5195,347,4808,2869,1494,7,275,0,15,50,38,42,0,40,304,1574
COBB - BG02,4471,347,4125,2536,1158,0,229,0,45,33,26,76,0,26,297,1201,3574,211,3365,2225,860,0,206,0,0,13,12,31,0,12,236,875
COBB - BK01,6250,1189,5055,2549,1845,0,512,0,2,52,16,59,0,16,571,1890,4729,695,4052,2041,1530,0,390,0,2,17,7,43,0,7,435,1554
COBB - BR01,3511,867,2644,1610,872,0,67,0,0,82,0,13,0,0,80,954,2393,462,1931,1457,392,0,62,0,0,15,0,0,5,5,62,412
COBB - BR02,4705,419,4291,2299,1562,0,51,0,97,264,0,14,0,0,66,1826,3817,259,3560,1981,1443,0,52,0,76,0,0,6,0,0,58,1442
COBB - BT01,2482,343,2103,219,1774,0,21,0,0,250,0,0,64,73,21,1861,1857,106,1745,171,1508,2,19,4,0,16,0,0,16,32,19,1547
COBB - BT02,9972,2201,7779,539,6627,0,31,8,121,153,15,0,42,57,31,7077,6336,915,5430,480,4731,3,30,0,42,93,19,0,16,38,30,4861
COBB - BW01,3025,295,2719,2091,114,0,423,0,6,30,15,9,5,20,445,150,2381,202,2165,1618,120,0,353,0,7,29,9,8,0,9,370,149
COBB - CA01,8283,857,7426,4124,2922,0,195,0,18,90,7,44,26,33,239,3038,7899,828,7071,4081,2676,0,152,0,17,86,6,26,27,33,178,2789
COBB - CH02,3607,73,3537,2600,704,0,100,0,4,8,61,18,0,61,118,710,2706,65,2643,1995,480,5,67,0,0,4,48,7,1,54,75,487
COBB - CH03,5561,553,4961,2926,1659,0,82,0,0,150,36,118,0,28,200,1808,4140,283,3819,2365,1125,5,58,0,0,134,31,104,0,30,162,1260
COBB - CK01,10208,989,9214,5666,2712,0,405,0,33,228,10,60,33,43,464,2983,8879,718,8159,4995,2470,0,406,0,39,95,17,58,36,53,463,2599
COBB - CL01,1871,118,1703,917,660,0,0,0,0,0,2,0,0,6,0,676,1615,88,1494,893,518,0,0,0,0,0,0,3,0,5,4,521
COBB - CL02,6753,1040,5704,1632,3757,0,57,0,0,174,81,0,12,61,57,3951,5429,600,4826,1514,3069,0,59,0,0,112,73,0,12,58,57,3192
COBB - CO01,7492,1683,5778,1845,3541,5,32,1,0,308,0,9,34,28,47,3871,5728,1258,4467,1685,2587,4,32,0,0,105,4,10,36,32,46,2710
COBB - CR01,3274,147,3126,2727,164,0,217,0,10,8,0,0,0,0,219,172,2285,69,2216,1914,129,0,162,0,9,0,0,6,0,0,169,129
COBB - DC01,3221,230,2980,2347,262,0,277,0,10,16,3,26,0,4,306,275,2336,173,2156,1740,167,0,174,3,14,8,8,20,0,10,194,169
COBB - DI01,4713,1598,3131,1538,1085,0,114,0,19,197,0,7,123,117,120,1378,3455,691,2790,1483,877,0,109,0,0,155,0,12,122,116,116,1136
COBB - DI02,6417,683,5684,2883,2359,1,178,0,78,73,12,129,0,10,319,2426,5335,244,5116,2741,2052,1,73,0,0,73,9,133,0,9,211,2119
COBB - DL01,3495,112,3381,2226,918,0,103,0,31,106,7,0,5,12,103,1029,2534,45,2486,1696,690,0,93,0,4,0,14,0,0,14,93,690
COBB - DO01,2524,44,2464,2085,20,0,241,0,0,0,0,112,0,0,356,21,1852,45,1794,1539,21,3,189,0,0,0,5,55,0,8,228,22
COBB - DU01,5489,325,5155,4425,373,0,126,0,16,171,21,27,0,23,153,550,3961,163,3793,3252,295,0,97,0,7,110,15,9,0,16,106,406
COBB - DV01,2759,120,2639,2055,269,0,143,0,35,113,6,18,0,6,161,382,2052,59,1993,1629,182,0,96,0,0,64,7,15,0,7,111,246
COBB - EA01,3255,198,3061,2450,85,0,419,0,0,16,0,64,3,2,475,100,2368,123,2253,1905,40,0,277,0,0,5,5,22,0,5,295,42
COBB - EA02,5724,629,5079,4259,377,8,271,0,64,70,59,63,0,67,335,447,3910,332,3570,3044,261,0,239,0,39,12,26,28,0,26,269,273
COBB - EL01,4618,387,4207,1739,1474,0,561,0,66,302,2,28,0,1,580,1795,3539,263,3258,1711,1158,0,284,0,72,0,1,32,0,1,305,1158
COBB - EL02,3393,334,3056,2149,539,0,112,0,55,57,9,80,0,10,192,616,2622,259,2368,1648,439,7,75,0,29,70,8,54,1,18,141,500
COBB - EL03,3611,205,3406,2842,433,0,68,0,0,11,17,0,0,16,64,450,2943,71,2872,2470,306,0,49,0,0,12,11,0,0,11,46,319
COBB - EL04,3531,561,2887,1582,910,0,401,0,45,16,1,16,0,1,420,912,2819,360,2374,1373,746,0,288,0,55,0,0,6,0,0,300,741
COBB - EL05,3690,214,3471,2528,321,0,360,0,32,75,12,126,0,11,475,395,2983,102,2876,2141,322,0,335,0,10,0,6,52,0,5,376,321
COBB - EP01,3541,175,3406,1433,1548,0,261,0,48,47,2,0,0,2,260,1553,2926,152,2795,1192,1360,0,152,6,60,14,0,0,0,0,154,1373
COBB - FO02,8200,3305,4895,1881,2653,0,154,0,34,152,0,0,23,23,154,2827,5466,1614,3853,1545,2018,0,136,0,27,103,7,0,18,25,136,2139
COBB - FO04,10280,4011,6225,1544,4069,0,406,0,0,74,27,0,50,80,405,4210,6245,1776,4412,1383,2479,0,381,0,0,57,25,0,33,65,382,2586
COBB - FP01,4143,359,3753,2628,293,0,718,0,15,15,20,54,2,23,770,313,3004,229,2745,2007,178,1,491,0,0,15,23,0,0,24,502,196
COBB - FR01,3737,151,3595,2790,599,9,84,0,15,57,20,17,0,27,101,650,2820,86,2739,2064,586,0,58,0,17,0,7,15,0,6,73,585
COBB - FY01,2844,337,2528,1892,345,0,282,0,0,0,12,0,0,12,282,345,2170,180,2003,1450,303,0,233,0,0,0,18,0,0,18,233,306
COBB - GM01,3880,542,3338,2933,214,0,108,0,0,40,9,34,0,9,142,254,2612,179,2433,2129,176,0,71,0,0,21,12,24,0,12,95,197
COBB - GT01,6208,324,5886,4673,702,7,238,0,12,147,16,115,0,23,345,834,4808,292,4523,3668,510,5,228,0,0,58,14,46,3,22,262,573
COBB - HL01,4362,808,3536,1198,2258,0,22,0,19,57,4,15,19,21,37,2322,3527,584,2928,893,2018,0,19,0,0,0,5,14,19,22,34,2036
COBB - HL02,6333,1395,4945,1460,3356,0,70,0,51,0,0,0,0,2,70,3359,4507,584,3930,1188,2619,0,53,0,56,0,0,1,5,7,53,2627
COBB - HR01,4439,370,4061,3622,284,0,89,0,0,23,21,42,0,21,124,306,3319,354,2960,2663,199,0,44,0,0,21,17,24,0,17,70,209
COBB - HT01,4688,334,4362,3262,499,0,391,24,0,60,45,62,0,45,451,559,3625,230,3400,2687,356,0,249,0,0,30,44,19,0,44,269,387
COBB - HY01,5218,342,4855,3601,922,25,108,0,90,45,0,43,4,10,175,1013,3706,235,3461,2637,615,12,98,0,17,40,0,35,6,11,139,671
COBB - KE1A,3765,563,3165,2310,613,0,167,0,0,0,8,75,0,8,261,593,3428,515,2872,2111,568,0,156,0,0,0,9,50,0,10,219,555
COBB - KE2A,5706,736,4958,3610,952,20,224,0,23,93,0,19,7,46,232,1008,4175,317,3854,2823,745,32,204,5,10,15,0,1,10,50,206,758
COBB - KE3A,8327,563,7926,3981,2979,0,679,0,19,304,20,55,0,24,733,3285,6839,349,6621,3667,2299,0,604,0,4,76,12,11,0,17,619,2354
COBB - KE4A,6038,700,5321,3396,1557,0,35,0,22,220,17,25,0,16,74,1799,4785,413,4367,2897,1222,0,26,0,23,107,20,27,0,19,66,1351
COBB - KE5A,7313,454,6850,4597,1712,0,337,0,7,67,0,174,0,6,507,1787,5197,272,4919,3270,1304,4,231,0,10,28,0,96,0,9,322,1329
COBB - KL01,3043,709,2320,2201,64,0,8,0,13,19,16,0,0,16,8,85,1966,185,1778,1674,62,0,9,0,13,12,14,0,0,14,9,73
COBB - KP01,2537,437,2103,1385,428,0,185,0,0,0,67,37,0,67,242,427,1915,253,1661,1148,303,0,106,0,0,0,59,30,0,59,143,304
COBB - KP02,4827,206,4623,3071,1298,0,135,5,0,14,28,57,0,28,192,1312,3861,112,3752,2448,1067,5,128,5,0,12,24,47,5,34,175,1084
COBB - KP03,5169,288,4900,3336,839,0,599,0,45,12,34,36,4,38,613,853,3594,159,3455,2557,559,0,272,0,47,0,35,24,0,34,287,555
COBB - LA01,4818,555,4327,3356,459,0,315,0,5,47,58,40,0,57,365,497,3534,427,3168,2495,346,0,195,0,3,28,58,5,0,53,205,365
COBB - LI01,5999,393,5609,1808,3063,0,588,0,5,178,28,45,0,27,631,3254,4944,363,4605,1686,2336,0,514,2,2,115,28,29,0,27,543,2445
COBB - LM01,4922,235,4681,3134,1335,0,33,0,76,29,56,58,0,57,90,1359,3771,143,3627,2627,824,0,30,0,57,21,42,36,0,41,68,845
COBB - LM02,4665,39,4626,4049,179,0,76,0,0,0,17,305,0,17,381,179,3395,28,3367,2964,156,0,33,0,0,0,8,206,0,8,239,156
COBB - LM03,6477,443,6038,3968,1724,22,187,0,8,6,18,60,0,39,248,1736,4821,263,4558,3033,1286,15,124,0,13,0,19,44,0,35,166,1287
COBB - LM04,3423,257,3166,2350,460,0,181,0,0,7,12,156,0,12,337,467,2303,48,2255,1787,296,0,159,0,0,0,13,0,0,13,159,296
COBB - MA01,6596,1051,5646,2273,2886,0,71,6,80,250,30,1,0,29,76,3131,5499,534,4984,2100,2501,0,74,0,70,140,21,0,0,21,74,2643
COBB - MA02,4093,923,3173,1080,1939,0,55,17,9,84,49,0,0,42,53,2051,2918,416,2511,922,1470,0,48,13,7,51,36,0,0,27,48,1531
COBB - MA03,3785,539,3215,2062,1003,0,70,0,8,17,30,16,0,30,74,1022,3066,220,2827,1934,754,0,73,0,7,14,32,15,0,32,75,766
COBB - MA04,1567,201,1368,920,358,0,65,0,4,13,0,21,0,0,87,371,1220,113,1107,799,266,0,65,0,0,0,0,1,0,0,66,267
COBB - MB01,2074,183,1826,1706,28,0,53,0,0,1,39,21,0,38,66,36,1572,148,1360,1301,16,0,33,0,0,2,27,6,0,30,34,25
COBB - MC01,5910,841,5054,1454,3310,29,18,0,44,159,0,28,0,29,46,3466,4392,461,3926,1357,2358,21,19,0,41,90,0,23,0,21,42,2456
COBB - MD01,4328,469,3860,3467,72,0,210,4,25,9,35,39,0,35,248,81,3245,336,2909,2658,76,0,124,0,14,0,22,18,0,22,141,76
COBB - ME01,4599,345,4267,1447,2419,0,73,0,23,77,75,77,12,91,154,2522,3732,245,3508,1296,2003,0,41,0,10,7,72,32,14,86,71,2023
COBB - MK01,2448,160,2288,2080,32,8,62,0,60,0,14,0,32,54,62,64,1748,80,1668,1543,35,8,34,0,0,0,16,0,32,56,34,67
COBB - ML01,3880,235,3631,2881,708,0,0,0,0,0,22,0,0,21,0,705,2878,125,2743,2241,463,0,0,0,0,4,18,0,0,17,0,463
COBB - MR1A,8806,2247,6516,2981,3090,16,160,0,40,80,21,56,17,53,219,3200,7144,1297,5737,2833,2528,14,161,0,41,58,17,57,9,40,227,2602
COBB - MR2A,2129,17,2115,1885,219,0,0,0,10,21,0,0,0,0,0,236,1769,18,1758,1527,210,0,0,0,12,22,0,0,1,2,0,227
COBB - MR2B,6029,533,5747,2114,2978,0,287,0,187,91,8,126,4,10,407,3075,4523,285,4425,1750,2283,0,154,0,146,87,9,60,0,9,206,2348
COBB - MR3A,4779,369,4430,3492,754,0,5,0,0,180,3,0,0,2,13,894,3537,204,3387,2736,551,0,5,0,0,100,9,7,0,8,14,599
COBB - MR3B,4100,289,4036,720,3121,0,70,0,9,141,0,0,0,0,67,3249,2762,154,2720,726,1929,0,43,0,15,33,0,0,0,0,42,1960
COBB - MR4A,3370,76,3300,3172,94,0,13,0,0,24,8,0,0,7,11,100,2305,40,2276,2101,94,0,16,0,0,16,6,0,0,7,14,102
COBB - MR4B,2169,158,1972,1458,265,5,56,0,8,78,0,107,0,8,156,330,1798,46,1702,1354,219,6,31,0,13,0,0,67,0,11,97,229
COBB - MR4C,3792,73,3712,2861,610,0,70,0,55,37,0,42,0,46,103,689,3092,58,3030,2381,461,0,67,0,43,37,3,10,4,41,76,550
COBB - MR5A,4456,621,3849,2008,1538,0,49,0,0,87,17,22,0,17,61,1653,3341,265,3111,1633,1233,0,46,0,0,102,25,17,0,24,58,1333
COBB - MR5B,3244,341,3211,837,1945,5,102,0,56,263,5,15,0,8,141,2345,2428,149,2517,722,1529,8,74,0,27,122,1,17,0,3,104,1762
COBB - MR6A,4675,430,4019,1442,1977,75,75,0,49,394,15,84,4,99,121,2347,3424,215,3060,1357,1401,30,66,0,0,161,14,56,6,68,108,1572
COBB - MR6B,3432,226,3223,1981,807,0,293,0,54,35,2,33,0,2,324,844,2856,147,2757,1683,666,4,306,0,19,17,2,27,0,4,325,681
COBB - MR7A,5003,1017,4000,1165,2228,0,59,0,236,127,3,38,0,4,97,2331,3752,555,3205,1085,1650,0,28,0,174,85,4,39,0,5,65,1722
COBB - MS01,6025,827,5203,4256,566,0,46,0,0,203,97,10,1,99,64,693,3877,280,3603,3124,371,0,45,0,0,0,51,11,0,51,56,371
COBB - MS02,2796,398,2402,1763,332,0,265,0,0,0,23,23,0,22,283,338,2084,153,1925,1480,216,0,178,0,0,0,23,9,0,23,186,223
COBB - MT01,4318,192,4126,3570,195,6,238,17,68,2,8,49,12,26,286,215,3139,82,3051,2716,131,8,175,18,16,0,4,7,0,11,182,137
COBB - MT03,4170,306,3875,2980,108,0,661,0,0,31,24,89,0,23,745,136,3112,222,2904,2302,96,0,459,0,0,0,13,32,0,12,492,96
COBB - MT04,4256,211,4048,3531,167,0,293,0,13,0,0,43,0,0,338,167,3233,119,3115,2727,140,0,231,0,14,0,0,11,0,0,240,140
COBB - NC01,2968,411,2564,1762,632,2,101,0,15,24,7,35,0,11,145,646,2175,242,1935,1337,451,3,102,0,8,31,7,9,1,9,115,470
COBB - NJ01,6605,189,6424,2303,3442,4,238,0,36,24,123,74,0,202,319,3500,5652,163,5476,2142,2860,0,180,0,33,2,122,6,0,161,188,2883
COBB - NP01,6117,1348,4645,2681,1806,6,130,48,0,19,31,38,0,29,175,1841,4531,742,3702,2372,1259,6,68,54,0,18,27,23,0,26,87,1290
COBB - NS01,3287,184,3117,2416,517,0,25,0,71,39,25,23,0,25,48,554,2711,133,2581,2022,385,0,27,0,69,34,22,16,0,22,43,420
COBB - OK01,4416,209,4196,2566,1180,2,254,0,28,92,6,48,0,125,298,1261,3528,194,3332,2106,916,7,192,0,20,16,7,37,5,68,229,945
COBB - OR01,1838,45,1793,1285,358,0,70,0,19,45,0,16,0,0,86,403,1423,46,1377,1019,303,0,55,0,0,0,0,0,0,0,55,303
COBB - OR02,7379,1542,5853,1885,3522,0,99,0,184,26,26,59,44,78,153,3604,5259,791,4474,1710,2584,0,81,0,10,22,27,29,0,34,107,2616
COBB - OR03,9520,2836,6284,2275,3556,19,222,0,42,106,20,9,60,112,237,3713,6846,1048,5577,2134,3062,17,152,0,37,88,21,11,56,99,168,3212
COBB - OR04,5942,1256,4686,1356,2927,0,134,0,124,48,4,76,17,21,210,2992,4529,603,3926,1187,2544,0,80,0,67,23,7,4,14,21,84,2581
COBB - OR05,3915,281,3634,2385,1056,0,57,0,38,90,8,0,0,8,57,1146,3022,120,2902,1912,854,0,35,0,36,61,4,0,0,4,35,915
COBB - PE01,7113,1708,5514,1577,3646,4,122,32,30,16,17,0,46,58,122,3684,5211,813,4437,1292,2900,0,122,35,34,11,14,0,50,50,122,2931
COBB - PF01,4100,617,3509,2902,468,28,51,25,44,58,0,70,11,39,105,538,3264,318,2959,2534,405,18,47,28,14,47,0,0,11,28,48,470
COBB - PM01,5334,539,4821,3086,1233,7,345,0,46,76,0,38,0,11,375,1306,4066,537,3551,2311,899,9,250,0,17,87,0,16,0,13,260,952
COBB - PM02,4213,81,4091,3219,508,0,84,0,18,49,2,20,108,62,123,601,3090,48,2991,2439,310,0,67,0,8,0,0,26,111,73,92,400
COBB - PO01,4385,576,3809,3085,193,0,345,0,9,98,5,44,30,35,389,321,3174,312,2862,2329,177,0,252,0,0,90,4,5,5,9,257,272
COBB - PP01,3600,219,3384,2503,617,0,180,0,22,0,0,66,0,0,226,621,2800,130,2674,1942,561,0,125,0,19,2,0,32,0,0,146,563
COBB - PR01,3244,423,2815,2163,437,0,88,0,48,42,24,34,0,23,119,489,2659,356,2300,1912,267,0,68,0,22,26,20,39,0,19,90,301
COBB - PS1A,6517,850,5644,1624,3579,7,161,0,15,163,0,53,10,16,206,3743,4969,583,4349,1406,2841,0,43,0,3,77,0,1,15,16,46,2927
COBB - PS2A,4528,412,4138,1018,3003,0,31,4,18,99,5,0,0,6,30,3093,3479,296,3178,883,2194,0,16,0,20,95,6,4,0,8,18,2294
COBB - PS3A,6005,726,5299,1374,3925,0,40,0,2,98,15,50,0,14,94,4017,4424,436,4002,1162,2793,0,40,0,0,52,14,26,0,14,67,2839
COBB - PT01,2869,495,2374,1773,445,0,72,0,0,24,17,11,32,49,83,501,2180,225,1955,1465,370,0,62,6,0,5,10,4,33,43,66,408
COBB - RM01,3389,287,3106,2349,283,0,275,0,31,45,11,112,8,20,392,335,2489,156,2337,1877,232,0,196,0,7,0,10,10,9,19,206,241
COBB - RS01,2152,803,1340,295,946,0,11,0,30,62,0,0,4,4,11,1007,1576,383,1187,293,839,0,5,0,34,19,0,0,0,0,5,859
COBB - RW01,6156,385,5759,5217,159,0,305,0,15,23,4,37,0,4,341,182,4378,266,4101,3663,165,0,214,0,14,0,7,35,0,7,247,165
COBB - RW02,4123,186,3937,3153,292,0,392,0,16,80,0,4,0,0,396,372,3054,134,2920,2307,245,0,330,0,23,15,0,0,0,0,330,260
COBB - SA01,3622,163,3461,2658,241,0,446,0,47,5,0,74,4,4,541,246,2675,118,2559,1996,201,0,315,0,27,7,0,20,0,0,346,207
COBB - SF01,4806,282,4525,4102,110,0,199,0,0,41,0,71,0,0,270,160,3482,167,3316,2994,99,0,157,0,0,40,0,37,0,0,193,137
COBB - SI01,2232,184,2045,1592,85,0,313,0,12,0,5,55,0,6,361,88,1583,97,1485,1141,85,0,250,0,12,0,2,4,0,4,254,87
COBB - SM01,4013,101,3921,3020,91,0,761,0,0,0,8,65,0,9,836,92,3160,70,3098,2460,90,0,534,0,0,0,8,16,0,9,562,91
COBB - SM03,5654,805,4907,3719,552,0,240,5,45,225,35,103,5,43,339,782,4671,607,4105,3122,484,5,239,0,0,165,28,52,2,33,285,639
COBB - SN1A,5910,1234,4739,1743,2410,4,270,0,0,214,16,88,0,23,359,2622,4733,777,3934,1584,1921,0,201,0,0,149,16,80,0,17,291,2070
COBB - SN2A,6648,979,5674,2346,2419,0,749,0,33,83,9,66,0,9,799,2504,5998,903,5082,2249,1990,0,689,0,44,83,8,35,0,8,712,2074
COBB - SN3A,5918,552,5414,2394,2346,5,109,0,53,148,19,105,196,220,213,2679,4124,283,3884,1833,1699,10,111,0,52,21,11,55,62,82,158,1777
COBB - SN3B,3479,200,3253,1998,862,0,140,0,0,65,8,36,13,20,173,951,2654,128,2505,1636,597,0,69,0,0,33,2,17,15,19,93,646
COBB - SN4A,7858,540,7319,4940,1605,9,430,49,1,149,53,67,0,54,488,1763,5870,339,5522,3811,1233,5,234,45,2,107,19,69,0,20,297,1339
COBB - SN5A,5285,676,4680,2491,1989,4,136,0,79,9,1,23,47,58,159,2041,4407,415,4059,2296,1583,8,126,0,78,0,2,0,48,63,134,1629
COBB - SN6A,7994,398,7593,4127,2497,10,666,0,5,102,8,154,2,21,829,2620,5722,243,5482,3245,1601,7,511,0,3,94,5,38,1,14,553,1701
COBB - SN7A,8403,359,8068,3632,3326,10,739,0,10,74,16,91,156,76,837,3542,6505,329,6159,2921,2409,11,588,2,8,9,16,57,72,55,654,2499
COBB - SO01,2246,206,2034,1842,112,0,74,0,0,6,10,21,0,10,104,118,1707,109,1593,1415,105,0,66,0,0,0,6,14,0,6,86,104
COBB - SO02,5368,397,4977,3293,845,29,602,4,0,36,52,131,0,84,726,881,4384,267,4124,2769,780,29,454,0,1,0,56,46,0,88,496,780
COBB - SO03,3278,112,3168,2315,284,0,331,0,12,142,11,72,0,11,407,426,2420,114,2306,1820,180,0,223,0,5,0,13,64,0,13,290,180
COBB - SW01,4751,233,4557,2206,2097,0,55,0,35,90,24,0,0,23,55,2187,3912,199,3751,2048,1508,0,47,6,15,56,14,0,0,14,47,1574
COBB - SW02,4561,702,3841,1077,2750,0,10,0,0,27,10,4,0,10,14,2774,3639,473,3159,1001,2144,4,6,0,5,27,9,0,4,17,6,2171
COBB - TM01,7567,751,6798,2573,3473,0,450,8,79,120,39,3,56,84,509,3613,5606,357,5230,2239,2478,0,337,9,14,77,31,0,41,54,353,2561
COBB - TR01,3886,122,3764,3199,40,4,321,0,0,139,0,61,0,4,382,179,2628,44,2584,2263,29,0,203,5,0,54,0,30,0,0,233,83
COBB - VA01,3311,235,3068,2399,413,0,79,4,152,5,14,1,0,14,82,419,2454,119,2331,1863,303,0,59,0,87,0,8,3,0,9,64,305
COBB - VG01,4186,322,3857,2005,1591,0,26,0,59,122,16,47,0,16,76,1708,3960,321,3635,1910,1474,0,20,0,60,121,13,35,0,13,59,1595
COBB - VG02,9015,776,8238,3683,3097,27,896,0,0,274,0,27,250,280,923,3624,7701,485,7215,3518,2754,22,657,0,0,130,0,23,125,147,680,3010
COBB - VG03,5851,402,5461,2441,2455,3,151,0,34,309,24,16,127,82,178,2868,4919,299,4647,2300,1903,2,132,0,6,232,20,11,77,69,156,2214
COBB - VG04,4757,259,4500,3077,1143,0,53,0,93,31,17,53,7,18,95,1168,3737,194,3545,2352,954,0,50,0,93,33,15,48,9,15,83,973
COBB - WG02,5409,300,5109,3513,1082,0,145,0,0,332,12,25,0,12,170,1414,4160,205,3955,2947,840,0,91,0,0,60,11,6,0,11,97,900
COBB - WL01,3321,68,3252,2558,119,0,458,0,0,49,7,63,0,7,521,159,2339,47,2291,1877,88,0,271,0,0,0,8,36,0,8,308,90
COFFEE - 1,27524,3137,24405,15367,8434,33,215,0,4,205,81,80,16,130,297,8653,19663,1440,18239,11978,5834,37,215,0,0,113,55,17,11,103,233,5956
COFFEE - 2,2750,238,2552,1646,835,0,8,0,0,42,5,0,0,4,6,877,2142,175,1988,1157,812,0,10,0,0,3,1,0,0,1,9,816
COFFEE - 3,336,80,207,178,2,0,0,0,0,0,0,0,0,0,0,4,309,95,183,158,0,0,0,0,0,0,0,0,0,0,0,2
COFFEE - 4,3126,187,2930,2253,653,4,0,0,0,0,17,0,0,22,0,653,2432,91,2333,1859,444,0,0,0,0,0,23,0,0,24,0,443
COFFEE - 5,5827,174,5652,3240,2167,13,0,0,19,144,68,0,8,89,0,2319,4885,126,4757,2649,1951,8,0,0,19,63,66,0,7,81,0,2021
COFFEE - 6,1619,82,1538,1544,0,0,0,0,0,0,3,0,0,3,0,0,1318,33,1289,1292,0,0,0,0,0,0,7,0,0,6,0,0
COLQUITT - 0001,6034,631,5406,1353,3861,0,0,0,0,76,20,44,7,23,33,3947,4181,331,3857,1108,2658,0,0,0,5,9,13,43,6,23,34,2674
COLQUITT - 0002,8477,874,7573,3926,3552,0,199,0,2,17,35,0,0,33,201,3565,6356,451,5926,3263,2578,0,166,1,0,13,17,0,0,10,168,2601
COLQUITT - 0007,2726,543,2164,1734,358,5,9,0,2,1,9,0,23,49,7,366,2038,280,1736,1390,283,4,11,0,0,0,3,0,23,37,8,290
COLQUITT - 0008,1827,370,1458,1270,158,0,6,0,93,18,0,0,0,0,6,172,1434,185,1246,1119,126,0,3,0,13,1,0,0,0,0,3,127
COLQUITT - 0009,534,43,505,427,55,6,0,1,0,7,1,1,0,7,1,63,409,21,398,343,40,5,0,0,0,1,0,1,0,8,1,43
COLQUITT - 0010,964,94,869,527,276,0,26,0,0,0,6,0,0,10,26,281,694,39,656,431,187,0,16,0,0,0,6,0,0,6,16,187
COLQUITT - 0011,1569,279,1282,1107,107,0,31,0,0,11,6,0,0,6,31,120,1255,170,1076,937,101,0,12,0,0,4,9,0,0,9,12,104
COLQUITT - 0012,1247,43,1216,940,81,0,11,0,93,14,0,0,0,0,21,93,972,53,946,810,77,0,10,0,37,9,0,0,0,0,10,87
COLQUITT - 0013,874,54,811,785,6,0,2,0,0,13,0,15,0,0,7,22,670,44,605,593,8,0,3,0,0,0,0,0,0,0,3,7
COLQUITT - 0014,2435,500,1951,1838,130,7,3,0,0,8,0,0,0,6,3,136,1541,138,1401,1302,104,7,3,1,0,0,0,0,0,7,3,104
COLQUITT - 0015,1605,554,1062,895,134,0,0,0,0,9,7,0,0,7,0,145,1086,182,887,739,131,0,0,2,4,0,13,0,0,13,0,134
COLQUITT - 0016,685,0,693,686,16,0,0,0,0,0,7,0,0,5,0,16,548,0,552,536,14,0,0,0,0,0,9,0,0,7,0,15
COLQUITT - 0017,2226,134,2101,1751,280,10,0,1,0,18,2,1,0,15,10,292,1663,98,1573,1301,233,8,0,0,0,10,0,1,0,12,6,240
COLQUITT - 0018,1226,77,1185,1027,96,12,0,0,0,0,0,0,0,9,0,109,880,57,848,735,66,9,0,0,0,0,0,0,0,7,0,66
COLQUITT - 0019,5057,860,4203,3099,995,0,0,2,0,53,26,4,0,25,6,1052,3744,439,3319,2545,703,0,0,0,0,11,27,4,0,27,8,720
COLQUITT - 0020,1410,230,1173,1025,114,2,1,0,0,34,0,0,0,0,1,153,1135,135,1006,904,81,2,0,0,0,16,0,0,0,0,1,97
COLQUITT - 0021,405,25,379,190,75,0,120,0,0,0,7,0,0,2,120,70,259,0,254,167,35,0,54,0,0,0,4,0,0,2,54,35
COLQUITT - 0022,1139,189,928,876,13,43,0,0,0,0,1,0,0,46,0,14,844,140,689,647,4,43,0,0,0,1,2,0,0,43,0,5
