precinct_key,district_num,area_weight,block_count,precinct_block_count
13001000002,19,1.0000000000,,
1300100001B,19,1.0000000000,,
1300100001C,19,1.0000000000,,
1300100003C,19,1.0000000000,,
1300100004B,8,0.0000401527,,
1300100004B,19,0.9999598473,,
1300100004D,19,1.0000000000,,
1300100005A,19,1.0000000000,,
1300100005B,19,1.0000000000,,
130010003A1,19,1.0000000000,,
13003000001,8,0.9999718468,,
13003000001,13,0.0000116595,,
13003000001,19,0.0000164937,,
13003000002,8,0.9999725620,,
13003000002,19,0.0000274380,,
13003000003,8,0.9989373550,,
13003000003,13,0.0010626450,,
13003000004,8,1.0000000000,,
130050DOUGL,8,0.0000211575,,
130050DOUGL,19,0.9999788425,,
1300700000A,12,1.0000000000,,
1300700000E,12,1.0000000000,,
1300700000H,11,0.0000000054,,
1300700000H,12,0.9999999946,,
1300700000M,12,1.0000000000,,
1300700000N,12,1.0000000000,,
13009000318,25,0.9999344219,,
13009000318,26,0.0000655781,,
13009000319,25,1.0000000000,,
13009000322,25,0.9999789584,,
13009000322,26,0.0000210416,,
13009001714,25,0.9993710280,,
13009001714,26,0.0006289720,,
1300900321E,25,1.0000000000,,
1300900321W,25,1.0000000000,,
1300900CTY1,25,1.0000000000,,
1300900CTY2,25,1.0000000000,,
1300900CTY3,25,1.0000000000,,
1300900CTY4,25,1.0000000000,,
1300900CTY5,25,1.0000000000,,
1300900CTY6,25,1.0000000000,,
1300900MERI,25,1.0000000000,,
1300900MONT,25,0.9994346416,,
1300900MONT,26,0.0005653584,,
13011000001,50,1.0000000000,,
13011000002,50,1.0000000000,,
13011000003,50,1.0000000000,,
13011000004,50,1.0000000000,,
13011000005,50,1.0000000000,,
13011000006,47,0.0002135920,,
13011000006,50,0.9997864080,,
13011000007,49,0.0000187301,,
13011000007,50,0.9999812699,,
13011000008,49,0.0000238017,,
13011000008,50,0.9999761983,,
13011000009,50,1.0000000000,,
13011000010,50,1.0000000000,,
13011000011,49,0.0004236803,,
13011000011,50,0.9995763197,,
13011000012,50,1.0000000000,,
13011000013,50,1.0000000000,,
13013000001,46,0.0011817747,,
13013000001,47,0.9988182253,,
13013000002,45,0.9998840093,,
13013000002,47,0.0001159907,,
13013000003,45,1.0000000000,,
13013000004,45,0.9990017013,,
13013000004,46,0.0009982987,,
13013000005,46,0.0000505741,,
13013000005,47,0.9999494259,,
13013000006,45,1.0000000000,,
13013000007,46,0.0000019298,,
13013000007,47,0.9999980702,,
13013000008,45,0.0001499178,,
13013000008,47,0.9998500822,,
13013000009,45,0.0004559002,,
13013000009,46,0.0002080613,,
13013000009,47,0.9993360385,,
13013000010,45,0.9989171964,,
13013000010,46,0.0010343547,,
13013000010,47,0.0000484488,,
13013000011,45,0.0010617970,,
13013000011,46,0.9989382030,,
13013000012,45,0.9992448152,,
13013000012,46,0.0007551848,,
13013000013,45,0.9990957162,,
13013000013,47,0.0009042838,,
13013000014,45,1.0000000000,,
13013000015,45,0.9997860106,,
13013000015,47,0.0002139894,,
13013000016,45,0.0004158805,,
13013000016,46,0.9985857521,,
13013000016,47,0.0009983674,,
13015000001,52,1.0000000000,,
13015000002,32,0.0000652416,,
13015000002,37,0.9994341029,,
13015000002,52,0.0005006556,,
13015000003,52,1.0000000000,,
13015000004,37,0.0003241369,,
13015000004,52,0.9996758631,,
13015000005,52,1.0000000000,,
13015000006,32,0.0000487945,,
13015000006,37,0.0001318651,,
13015000006,52,0.9998193404,,
13015000007,31,0.0000466096,,
13015000007,37,0.9996226588,,
13015000007,52,0.0003307315,,
13015000008,52,1.0000000000,,
13015000009,52,0.9999635493,,
13015000009,54,0.0000364507,,
13015000010,52,1.0000000000,,
13015000011,52,1.0000000000,,
13015000012,21,0.0000140693,,
13015000012,52,0.9999509764,,
13015000012,54,0.0000349542,,
13015000014,31,0.0000145857,,
13015000014,52,0.9999854143,,
13015000015,21,0.0000560508,,
13015000015,32,0.0000007673,,
13015000015,52,0.9999431819,,
13015000016,37,0.0001186943,,
13015000016,52,0.9998813057,,
13015000018,31,0.0000153231,,
13015000018,37,0.0003217062,,
13015000018,52,0.9996629707,,
