precinct_key,district_num,area_weight,land_area,precinct_land_area,block_count,precinct_block_count
13031000004,4,1.0000000000,115717605,115717605,130,130
13031000005,4,1.0000000000,185952864,185952864,117,117
13031000006,4,1.0000000000,159980185,159980185,130,130
13031000007,4,1.0000000000,133016414,133016414,145,145
13031000008,4,1.0000000000,102647899,102647899,137,137
13031000009,4,1.0000000000,64759943,64759943,128,128
13031000010,4,1.0000000000,118816529,118816529,139,139
13031000011,4,1.0000000000,107302342,107302342,325,325
13031000012,4,1.0000000000,164301888,164301888,238,238
13031000013,4,1.0000000000,71159391,71159391,236,236
13031000014,4,1.0000000000,46046701,46046701,238,238
13031000015,4,1.0000000000,12700835,12700835,168,168
13031000016,4,1.0000000000,117744397,117744397,84,84
13033000001,23,1.0000000000,103631370,103631370,55,55
13033000002,23,1.0000000000,170921357,170921357,102,102
13033000003,23,1.0000000000,251942309,251942309,106,106
13033000004,23,1.0000000000,126476395,126476395,131,131
13033000005,23,1.0000000000,139839319,139839319,43,43
13033000006,23,1.0000000000,19907294,19907294,37,37
13033000007,23,1.0000000000,129101042,129101042,131,131
13033000008,23,1.0000000000,129966293,129966293,53,53
13033000009,23,1.0000000000,127878112,127878112,101,101
13033000010,23,1.0000000000,118852420,118852420,38,38
13033000011,23,1.0000000000,175858512,175858512,75,75
13033000012,23,1.0000000000,136748582,136748582,94,94
13033000013,23,1.0000000000,137392588,137392588,78,78
13033000014,23,1.0000000000,77071832,77071832,180,180
13033000015,23,1.0000000000,146665845,146665845,177,177
13033000016,23,1.0000000000,149762619,149762619,81,81
1303500BCCC,25,1.0000000000,475754793,475754793,661,661
13037000001,12,1.0000000000,251867034,251867034,106,106
13037000002,12,1.0000000000,281036536,281036536,135,135
13037000003,12,1.0000000000,4897842,4897842,31,31
13037000004,12,1.0000000000,183333901,183333901,98,98
13037000005,12,1.0000000000,5056189,5056189,64,64
13039000001,3,1.0000000000,411985394,411985394,198,198
13039000002,3,1.0000000000,264464636,264464636,183,183
13039000003,3,1.0000000000,252745117,252745117,217,217
13039000004,3,1.0000000000,165449553,165449553,130,130
13039000005,3,1.0000000000,144158376,144158376,97,97
13039000006,3,1.0000000000,53654102,53654102,130,130
13039000007,3,1.0000000000,33928407,33928407,133,133
13039000008,3,1.0000000000,7971964,7971964,91,91
13039000009,3,1.0000000000,44151663,44151663,142,142
13039000010,3,1.0000000000,172626656,172626656,163,163
13039000011,3,1.0000000000,8262041,8262041,67,67
13039000012,3,1.0000000000,19025924,19025924,180,180
13039000013,3,1.0000000000,26407814,26407814,95,95
13039000014,3,1.0000000000,27790858,27790858,88,88
13043001685,4,1.0000000000,313754757,313754757,288,288
13043001736,4,1.0000000000,315766084,315766084,341,341
13045000501,30,1.0000000000,47306059,47306059,89,89
13045000640,30,1.0000000000,40499324,40499324,78,78
13045000641,30,1.0000000000,32655248,32655248,78,78
13045000642,30,1.0000000000,25397819,25397819,163,163
13045000649,30,1.0000000000,54232907,54232907,113,113
13045000650,30,1.0000000000,17611098,17611098,110,110
13045000682,30,1.0000000000,126935750,126935750,134,134
13045000713,30,1.0000000000,142157871,142157871,156,156
13045000715,30,1.0000000000,27526238,27526238,39,39
13045001006,30,1.0000000000,79532864,79532864,66,66
13045001111,30,1.0000000000,79567897,79567897,147,147
13045001122,30,1.0000000000,59040593,59040593,95,95
13045001152,30,1.0000000000,53287761,53287761,70,70
13045001240,30,1.0000000000,66133577,66133577,117,117
13045001371,30,1.0000000000,46678291,46678291,49,49
13045001483,30,1.0000000000,73793207,73793207,138,138
13045001496,30,1.0000000000,45723602,45723602,135,135
13045001533,30,1.0000000000,105935280,105935280,81,81
13045001540,30,1.0000000000,7524326,7524326,70,70
13045001542,30,1.0000000000,51800819,51800819,48,48
130450714A1,30,1.0000000000,23415781,23415781,148,148
130450714A2,30,1.0000000000,8525436,8525436,45,45
130450714A3,30,1.0000000000,10922108,10922108,97,97
130450714A4,30,1.0000000000,14561821,14561821,77,77
130450714A5,30,1.0000000000,4718521,4718521,73,73
130450714A6,30,1.0000000000,6503034,6503034,62,62
130450714BN,30,1.0000000000,14589258,14589258,53,53
130450714BW,30,1.0000000000,26176384,26176384,49,49
1304700BLCK,53,1.0000000000,66903317,66903317,120,120
1304700BOYN,53,1.0000000000,31385374,31385374,114,114
1304700CAKT,53,1.0000000000,67675705,67675705,94,94
1304700CHAM,53,1.0000000000,49592868,49592868,75,75
1304700FT-O,53,1.0000000000,24108961,24108961,149,149
1304700GRAY,53,1.0000000000,21603511,21603511,94,94
1304700LAKE,53,1.0000000000,7104894,7104894,143,143
1304700POPS,53,1.0000000000,21200321,21200321,58,58
1304700RING,53,1.0000000000,56592581,56592581,217,217
1304700WEST,53,1.0000000000,17483323,17483323,155,155
1304700WOOD,53,1.0000000000,56348068,56348068,89,89
13049000002,3,1.0000000000,35074328,35074328,243,243
1304900003B,3,1.0000000000,191152291,191152291,89,89
1304900003S,3,1.0000000000,362808338,362808338,232,232
1304900004A,3,1.0000000000,265722255,265722255,158,158
1304900004H,3,1.0000000000,33517362,33517362,176,176
1304900005F,3,1.0000000000,172316254,172316254,85,85
1304900005R,3,1.0000000000,760940503,760940503,81,81
1304900005W,3,1.0000000000,198884317,198884317,82,82
1305101-01C,2,1.0000000000,1931916,1931916,128,128
1305101-05C,2,1.0000000000,2598060,2598060,113,113
1305101-06C,2,1.0000000000,2672698,2672698,61,61
1305101-08C,2,1.0000000000,5330576,5330576,47,47
1305101-09C,2,1.0000000000,2775569,2775569,40,40
1305101-10C,1,1.0000000000,8640871,8640871,33,33
1305101-12C,1,1.0000000000,9106900,9106900,48,48
1305101-13C,1,1.0000000000,2465266,2465266,32,32
1305101-14C,1,1.0000000000,9028356,9028356,22,22
1305101-16C,1,1.0000000000,13541965,13541965,59,59
1305101-17C,1,1.0000000000,11443500,11443500,60,60
1305102-02C,2,1.0000000000,2145993,2145993,103,103
1305102-03C,2,1.0000000000,805498,805498,85,85
1305102-04C,2,1.0000000000,1363447,1363447,147,147
1305102-05C,2,1.0000000000,800287,800287,78,78
1305102-06C,2,1.0000000000,1476863,1476863,29,29
1305102-07C,2,1.0000000000,2629025,2629025,110,110
1305102-09C,2,1.0000000000,3484996,3484996,108,108
1305102-11C,2,1.0000000000,1615387,1615387,76,76
1305102-12C,2,1.0000000000,794625,794625,132,132
1305103-01C,2,1.0000000000,5758678,5758678,155,155
1305103-02C,2,1.0000000000,640547,640547,143,143
1305103-03C,2,1.0000000000,3066233,3066233,32,32
1305103-04C,2,1.0000000000,823275,823275,47,47
1305103-05C,2,1.0000000000,1295001,1295001,66,66
1305103-08C,2,1.0000000000,1257392,1257392,29,29
1305103-09C,2,1.0000000000,785899,785899,18,18
1305103-10C,2,1.0000000000,2820843,2820843,86,86
1305103-11C,2,1.0000000000,1280552,1280552,28,28
1305103-12C,2,1.0000000000,6420608,6420608,80,80
1305103-13C,2,1.0000000000,3065994,3065994,43,43
1305103-14C,2,1.0000000000,3290220,3290220,32,32
1305103-15C,1,1.0000000000,9453851,9453851,25,25
1305104-02C,1,1.0000000000,13408164,13408164,52,52
1305104-04C,1,1.0000000000,5270164,5270164,38,38
1305104-05C,1,1.0000000000,3700208,3700208,18,18
1305104-06C,1,1.0000000000,16062752,16062752,38,38
1305104-07C,1,1.0000000000,6310238,6310238,48,48
1305104-08C,1,1.0000000000,5589547,5589547,45,45
1305104-10C,1,1.0000000000,49531741,49531741,96,96
1305104-11C,1,1.0000000000,2790318,2790318,106,106
1305104-12C,1,1.0000000000,51366419,51366419,116,116
1305104-13C,1,1.0000000000,21308932,21308932,40,40
1305104-14C,1,1.0000000000,21415461,21415461,39,39
1305104-15C,1,1.0000000000,13194011,13194011,33,33
1305105-01C,2,1.0000000000,866268,866268,18,18
1305105-02C,2,1.0000000000,618272,618272,42,42
1305105-03C,2,1.0000000000,610045,610045,72,72
1305105-05C,2,1.0000000000,3787184,3787184,58,58
1305105-06C,2,1.0000000000,25457701,25457701,137,137
1305105-07C,2,1.0000000000,1868793,1868793,35,35
1305105-08C,2,1.0000000000,1758285,1758285,38,38
1305105-10C,2,1.0000000000,3074277,3074277,97,97
1305105-11C,2,1.0000000000,2285234,2285234,36,36
1305106-01C,2,1.0000000000,3247607,3247607,25,25
1305106-02C,1,1.0000000000,18454536,18454536,40,40
1305106-03C,2,1.0000000000,4018150,4018150,43,43
1305106-05C,2,1.0000000000,2149328,2149328,40,40
1305106-06C,2,1.0000000000,1564921,1564921,24,24
1305106-08C,2,1.0000000000,2014455,2014455,34,34
1305106-09C,2,1.0000000000,10308293,10308293,64,64
1305106-10C,1,1.0000000000,192673865,192673865,123,123
1305106-11C,1,1.0000000000,27849797,27849797,90,90
1305107-01C,2,1.0000000000,4972338,4972338,39,39
1305107-03C,2,1.0000000000,14160277,14160277,130,130
1305107-04C,2,1.0000000000,59152765,59152765,148,148
1305107-05C,2,1.0000000000,10810017,10810017,42,42
1305107-06C,4,1.0000000000,24639688,24639688,96,96
1305107-07C,4,1.0000000000,29030619,29030619,160,160
1305107-08C,1,0.8726820206,83960485,96209711,178,197
1305107-08C,4,0.1273179794,12249226,96209711,19,197
1305107-09C,1,1.0000000000,23178521,23178521,75,75
1305107-10C,2,1.0000000000,16093180,16093180,64,64
1305107-11C,2,1.0000000000,42365474,42365474,154,154
1305107-12C,1,0.6558477794,16495177,25150923,40,76
1305107-12C,4,0.3441522206,8655746,25150923,36,76
1305107-13C,4,1.0000000000,9328926,9328926,44,44
1305107-14C,2,1.0000000000,13646020,13646020,76,76
1305107-15C,2,1.0000000000,10279107,10279107,27,27
1305108-01C,2,1.0000000000,2949517,2949517,168,168
1305108-02C,2,1.0000000000,797534,797534,140,140
1305108-03C,2,1.0000000000,15849998,15849998,55,55
1305108-05C,2,1.0000000000,784882,784882,67,67
1305108-06C,2,1.0000000000,1425943,1425943,61,61
1305108-07C,2,1.0000000000,15175361,15175361,97,97
1305108-08C,2,1.0000000000,1582346,1582346,89,89
1305108-09C,2,1.0000000000,642035,642035,45,45
1305108-10C,2,1.0000000000,2642533,2642533,66,66
1305108-11C,2,1.0000000000,1447053,1447053,20,20
1305108-12C,2,1.0000000000,11078720,11078720,87,87
1305108-13C,2,1.0000000000,17662906,17662906,52,52
1305108-15C,2,1.0000000000,6553853,6553853,55,55
130510XFTPU,1,1.0000000000,26996700,26996700,38,38
13053000001,15,1.0000000000,162390261,162390261,157,157
13053FTBEN1,15,1.0000000000,287549005,287549005,177,177
13053FTBEN2,15,1.0000000000,174894381,174894381,201,201
13053FTBEN3,15,1.0000000000,19392183,19392183,146,146
13055000870,53,1.0000000000,97377424,97377424,216,216
13055000925,53,1.0000000000,104535366,104535366,283,283
13055000940,53,1.0000000000,115394294,115394294,52,52
13055000961,53,1.0000000000,51962398,51962398,23,23
13055000962,53,1.0000000000,95718286,95718286,37,37
13055000968,53,1.0000000000,58298822,58298822,64,64
13055001083,53,1.0000000000,70521104,70521104,35,35
13055001216,53,1.0000000000,20519216,20519216,14,14
13055001382,53,1.0000000000,21767254,21767254,11,11
13055001484,53,1.0000000000,61048982,61048982,65,65
130550P-870,53,1.0000000000,8381380,8381380,41,41
13055XC-968,53,1.0000000000,105987872,105987872,73,73
13057000001,56,1.0000000000,6696514,6696514,30,30
13057000002,56,1.0000000000,17408218,17408218,32,32
13057000003,21,1.0000000000,25887717,25887717,31,31
13057000004,21,1.0000000000,48405791,48405791,219,219
13057000005,32,1.0000000000,9844351,9844351,44,44
13057000006,32,1.0000000000,12602416,12602416,70,70
13057000007,32,1.0000000000,7162907,7162907,35,35
13057000008,21,1.0000000000,12224279,12224279,32,32
13057000009,32,1.0000000000,9662643,9662643,35,35
13057000010,21,1.0000000000,51978849,51978849,148,148
13057000011,32,1.0000000000,7417105,7417105,65,65
13057000012,56,1.0000000000,12909177,12909177,116,116
13057000013,21,1.0000000000,74579359,74579359,151,151
13057000014,21,1.0000000000,63290983,63290983,51,51
13057000015,32,1.0000000000,3086697,3086697,20,20
13057000016,32,1.0000000000,7934411,7934411,74,74
13057000018,21,1.0000000000,55957289,55957289,102,102
13057000019,21,1.0000000000,16559068,16559068,103,103
13057000020,21,1.0000000000,69871185,69871185,49,49
13057000021,32,1.0000000000,5634531,5634531,18,18
13057000022,56,1.0000000000,8370580,8370580,86,86
13057000023,32,1.0000000000,10835566,10835566,68,68
13057000024,32,1.0000000000,12787072,12787072,146,146
13057000026,56,1.0000000000,12651779,12651779,104,104
13057000027,21,1.0000000000,24891520,24891520,49,49
13057000028,21,1.0000000000,17560929,17560929,22,22
13057000029,32,1.0000000000,14900066,14900066,49,49
13057000030,21,1.0000000000,83195253,83195253,106,106
13057000031,21,1.0000000000,12613925,12613925,79,79
13057000032,32,1.0000000000,3883893,3883893,19,19
13057000033,21,1.0000000000,62786416,62786416,43,43
13057000034,32,1.0000000000,12002114,12002114,34,34
13057000035,32,1.0000000000,82420381,82420381,49,49
13057000036,21,1.0000000000,26140378,26140378,186,186
13057000037,56,1.0000000000,14291910,14291910,73,73
13057000038,21,1.0000000000,33656965,33656965,62,62
13057000039,21,1.0000000000,35477772,35477772,60,60
13057000040,32,1.0000000000,7579385,7579385,42,42
13057000041,21,1.0000000000,68763276,68763276,66,66
13057000042,56,1.0000000000,9638082,9638082,38,38
13057000043,56,1.0000000000,4509122,4509122,33,33
13057000044,56,1.0000000000,12527457,12527457,117,117
1305900001A,47,1.0000000000,41763598,41763598,122,122
1305900001B,47,1.0000000000,29810407,29810407,75,75
1305900001C,46,1.0000000000,17267982,17267982,47,47
1305900001D,46,1.0000000000,32549674,32549674,54,54
1305900002A,47,1.0000000000,34870049,34870049,108,108
1305900002B,47,1.0000000000,6280264,6280264,98,98
1305900003A,46,1.0000000000,3164775,3164775,85,85
1305900003B,46,0.3683652953,1464921,3976816,69,145
1305900003B,47,0.6316347047,2511895,3976816,76,145
1305900004A,47,1.0000000000,8910077,8910077,53,53
1305900004B,46,1.0000000000,7407715,7407715,133,133
1305900005A,47,1.0000000000,6574256,6574256,75,75
1305900005B,47,1.0000000000,9951812,9951812,58,58
1305900005C,47,1.0000000000,2822541,2822541,80,80
1305900005D,47,1.0000000000,16787526,16787526,94,94
1305900006A,46,1.0000000000,27650230,27650230,102,102
1305900006B,47,1.0000000000,14570000,14570000,67,67
1305900006C,46,0.6874680990,3598857,5234944,27,44
1305900006C,47,0.3125319010,1636087,5234944,17,44
1305900006D,47,1.0000000000,4173305,4173305,31,31
1305900007A,46,1.0000000000,7279573,7279573,67,67
1305900007B,46,1.0000000000,3774761,3774761,66,66
1305900007C,46,1.0000000000,10421607,10421607,70,70
1305900008A,47,1.0000000000,4064489,4064489,44,44
1305900008B,47,1.0000000000,3371220,3371220,32,32
1305900008C,47,1.0000000000,6107306,6107306,59,59
13061000001,12,1.0000000000,192016604,192016604,131,131
13061000002,12,1.0000000000,113896638,113896638,44,44
13061000003,12,1.0000000000,1615625,1615625,47,47
13061000004,12,1.0000000000,123237980,123237980,72,72
13061000005,12,1.0000000000,75327047,75327047,71,71
13063000EW1,44,1.0000000000,19727514,19727514,99,99
13063000FP1,34,1.0000000000,11694225,11694225,133,133
13063000FP2,34,1.0000000000,4460031,4460031,72,72
13063000FP3,34,1.0000000000,11966919,11966919,155,155
13063000FP4,34,1.0000000000,3628671,3628671,39,39
13063000FP5,34,1.0000000000,5980816,5980816,63,63
13063000FP6,34,1.0000000000,2202079,2202079,30,30
13063000LC1,44,1.0000000000,7133871,7133871,113,113
13063000LJ1,44,1.0000000000,16393569,16393569,55,55
13063000LJ2,44,1.0000000000,12393312,12393312,63,63
13063000LJ3,44,1.0000000000,18986525,18986525,118,118
13063000LJ4,44,1.0000000000,4807950,4807950,30,30
13063000LJ5,44,1.0000000000,3003038,3003038,50,50
13063000MO1,44,1.0000000000,11405333,11405333,75,75
13063000MO2,44,1.0000000000,3918795,3918795,72,72
13063000MO3,44,1.0000000000,5351764,5351764,68,68
13063000MO4,44,1.0000000000,4056192,4056192,23,23
13063000MO5,44,1.0000000000,7604952,7604952,79,79
13063000MO6,44,1.0000000000,4498524,4498524,37,37
13063000MO7,44,1.0000000000,1833449,1833449,21,21
13063000MO8,44,1.0000000000,3338994,3338994,26,26
13063000MO9,44,1.0000000000,1226498,1226498,21,21
13063000PH1,34,1.0000000000,4101218,4101218,22,22
13063000PH2,44,1.0000000000,26166767,26166767,46,46
1306300JB01,34,1.0000000000,5001602,5001602,37,37
1306300JB02,34,1.0000000000,3789730,3789730,56,56
1306300JB03,44,1.0000000000,10426250,10426250,114,114
1306300JB04,34,1.0000000000,3820628,3820628,57,57
1306300JB05,44,1.0000000000,3529594,3529594,34,34
1306300JB06,44,1.0000000000,8188357,8188357,33,33
1306300JB07,44,1.0000000000,5186982,5186982,31,31
1306300JB08,44,1.0000000000,4106053,4106053,34,34
1306300JB09,34,1.0000000000,3272698,3272698,39,39
1306300JB10,34,1.0000000000,3913861,3913861,47,47
1306300JB11,44,1.0000000000,7416804,7416804,56,56
1306300JB12,34,1.0000000000,3226213,3226213,27,27
1306300JB13,44,1.0000000000,5327996,5327996,15,15
1306300JB14,44,1.0000000000,8989015,8989015,40,40
1306300JB15,34,1.0000000000,5964831,5964831,50,50
1306300JB16,34,1.0000000000,2520743,2520743,34,34
1306300JB17,34,1.0000000000,4965645,4965645,44,44
1306300JB18,44,1.0000000000,6901759,6901759,49,49
1306300OAK1,34,1.0000000000,17866983,17866983,110,110
1306300OAK2,34,1.0000000000,2584917,2584917,35,35
1306300OAK3,34,1.0000000000,5749859,5749859,42,42
1306300OAK4,34,1.0000000000,3107263,3107263,34,34
1306300RD01,34,1.0000000000,3714096,3714096,30,30
1306300RD02,34,1.0000000000,3543893,3543893,43,43
1306300RD03,34,1.0000000000,3749652,3749652,57,57
1306300RD04,34,1.0000000000,4853240,4853240,67,67
1306300RD05,34,1.0000000000,2885630,2885630,30,30
1306300RD06,34,1.0000000000,4328847,4328847,63,63
1306300RD07,34,1.0000000000,4899306,4899306,46,46
1306300RD08,34,1.0000000000,4918729,4918729,54,54
1306300RD09,34,1.0000000000,3423284,3423284,32,32
1306300RD10,34,1.0000000000,2265047,2265047,28,28
1306300RD11,34,1.0000000000,2992365,2992365,32,32
1306300RD12,34,1.0000000000,3566219,3566219,52,52
1306500000D,8,1.0000000000,464297466,464297466,212,212
1306500000F,8,1.0000000000,791105506,791105506,306,306
1306500000H,8,1.0000000000,531138491,531138491,468,468
130650000AB,8,1.0000000000,201208536,201208536,69,69
130650000AG,8,1.0000000000,123079176,123079176,84,84
1306700AC1A,37,1.0000000000,11259249,11259249,104,104
1306700AC1B,37,1.0000000000,7959180,7959180,105,105
1306700AC1C,37,1.0000000000,4036382,4036382,58,58
1306700AD01,32,1.0000000000,3388888,3388888,27,27
1306700AU1A,33,1.0000000000,15006778,15006778,192,192
1306700BF02,32,1.0000000000,4556558,4556558,37,37
1306700BF03,32,1.0000000000,9185164,9185164,66,66
1306700BG01,37,1.0000000000,13228918,13228918,98,98
1306700BG02,32,1.0000000000,2834987,2834987,16,16
1306700BK01,37,1.0000000000,5819689,5819689,51,51
1306700BR01,33,1.0000000000,4206875,4206875,31,31
1306700BR02,33,1.0000000000,5901711,5901711,47,47
1306700BT01,38,1.0000000000,2219489,2219489,16,16
1306700BT02,38,1.0000000000,14361205,14361205,65,65
1306700BW01,32,1.0000000000,4418178,4418178,27,27
1306700CA01,6,1.0000000000,5940221,5940221,81,81
1306700CH02,37,1.0000000000,10866879,10866879,39,39
1306700CH03,37,1.0000000000,12177538,12177538,43,43
1306700CK01,32,1.0000000000,9605058,9605058,85,85
1306700CL01,33,1.0000000000,5956476,5956476,58,58
1306700CL02,33,1.0000000000,18142382,18142382,90,90
1306700CO01,33,1.0000000000,12334525,12334525,82,82
