precinct_key,district_num,area_weight,land_area,precinct_land_area,block_count,precinct_block_count
130650000AB,174,1.0000000000,201208536,201208536,69,69
130650000AG,174,1.0000000000,123079176,123079176,84,84
1306700AC1A,36,1.0000000000,11259249,11259249,104,104
1306700AC1B,36,1.0000000000,7959180,7959180,105,105
1306700AC1C,35,0.5093945519,2056111,4036382,34,58
1306700AC1C,36,0.4906054481,1980271,4036382,24,58
1306700AD01,44,1.0000000000,3388888,3388888,27,27
1306700AU1A,38,1.0000000000,15006778,15006778,192,192
1306700BF02,44,1.0000000000,4556558,4556558,37,37
1306700BF03,22,0.5453197134,5008851,9185164,36,66
1306700BF03,44,0.4546802866,4176313,9185164,30,66
1306700BG01,35,1.0000000000,13228918,13228918,98,98
1306700BG02,22,1.0000000000,2834987,2834987,16,16
1306700BK01,22,0.6489633724,3776765,5819689,21,51
1306700BK01,35,0.3510366276,2042924,5819689,30,51
1306700BR01,41,1.0000000000,4206875,4206875,31,31
1306700BR02,41,1.0000000000,5901711,5901711,47,47
1306700BT01,39,1.0000000000,2219489,2219489,16,16
1306700BT02,39,1.0000000000,14361205,14361205,65,65
1306700BW01,44,1.0000000000,4418178,4418178,27,27
1306700CA01,43,0.9865818124,5860514,5940221,76,81
1306700CA01,60,0.0134181876,79707,5940221,5,81
1306700CH02,34,1.0000000000,10866879,10866879,39,39
1306700CH03,34,1.0000000000,12177538,12177538,43,43
1306700CK01,35,1.0000000000,9605058,9605058,85,85
1306700CL01,38,1.0000000000,5956476,5956476,58,58
1306700CL02,38,1.0000000000,18142382,18142382,90,90
1306700CO01,38,1.0000000000,12334525,12334525,82,82
1306700CR01,45,1.0000000000,3667706,3667706,15,15
1306700DC01,45,1.0000000000,4160708,4160708,24,24
1306700DI01,42,0.9030519435,16557107,18334612,173,220
1306700DI01,43,0.0952570472,1746501,18334612,45,220
1306700DI01,60,0.0016910093,31004,18334612,2,220
1306700DL01,34,1.0000000000,5178898,5178898,25,25
1306700DO01,45,1.0000000000,3030761,3030761,23,23
1306700DU01,36,1.0000000000,8125216,8125216,26,26
1306700DV01,46,1.0000000000,2758598,2758598,11,11
1306700EA01,45,1.0000000000,4289584,4289584,21,21
1306700EA02,43,1.0000000000,5445764,5445764,43,43
1306700EL01,34,0.2666664791,1895208,7107035,8,87
1306700EL01,35,0.7189156941,5109359,7107035,77,87
1306700EL01,37,0.0144178268,102468,7107035,2,87
1306700EL02,37,1.0000000000,4547789,4547789,54,54
1306700EL03,44,1.0000000000,3717263,3717263,35,35
1306700EL04,37,1.0000000000,4178363,4178363,51,51
1306700EL05,44,1.0000000000,3472184,3472184,24,24
1306700EP01,35,0.5511152969,2735102,4962849,23,45
1306700EP01,37,0.4488847031,2227747,4962849,22,45
1306700FO02,41,1.0000000000,8223343,8223343,77,77
1306700FO04,41,1.0000000000,5725227,5725227,113,113
1306700FP01,45,1.0000000000,4715388,4715388,29,29
1306700FR01,36,1.0000000000,5939723,5939723,25,25
1306700FY01,36,1.0000000000,6303424,6303424,23,23
1306700GM01,46,1.0000000000,3679046,3679046,25,25
1306700GT01,44,1.0000000000,6543531,6543531,65,65
1306700HL01,39,1.0000000000,11627648,11627648,107,107
1306700HR01,34,1.0000000000,7185548,7185548,31,31
1306700HT01,46,1.0000000000,5354151,5354151,38,38
1306700HY01,34,1.0000000000,5898934,5898934,32,32
1306700KE1A,22,0.0545447980,182765,3350732,3,52
1306700KE1A,35,0.9454552020,3167967,3350732,49,52
1306700KE2A,34,1.0000000000,4855054,4855054,71,71
1306700KE3A,22,0.0018722396,15184,8110073,2,113
1306700KE3A,34,0.0770232278,624664,8110073,7,113
1306700KE3A,35,0.9211045326,7470225,8110073,104,113
1306700KE4A,35,0.9697809980,4532512,4673748,48,51
1306700KE4A,36,0.0302190020,141236,4673748,3,51
1306700KE5A,35,0.9988388266,4204647,4209535,40,41
1306700KE5A,36,0.0011611734,4888,4209535,1,41
1306700KL01,44,1.0000000000,2419264,2419264,17,17
1306700KP01,34,1.0000000000,3036347,3036347,15,15
1306700KP02,34,1.0000000000,9132621,9132621,32,32
1306700KP03,36,1.0000000000,14302293,14302293,47,47
1306700LA01,44,0.4204867067,2035881,4841725,7,30
1306700LA01,46,0.5795132933,2805844,4841725,23,30
1306700LI01,39,0.7849339905,8675125,11052044,59,95
1306700LI01,61,0.2150660095,2376919,11052044,36,95
1306700LM01,19,1.0000000000,9622354,9622354,30,30
1306700LM02,36,1.0000000000,6451396,6451396,22,22
1306700LM03,19,1.0000000000,14397759,14397759,60,60
1306700LM04,34,1.0000000000,5193181,5193181,17,17
1306700MA01,38,0.2471488806,2285728,9248385,29,91
1306700MA01,39,0.7528511194,6962657,9248385,62,91
1306700MA02,38,0.0757765940,577801,7625059,19,103
1306700MA02,39,0.9242234060,7047258,7625059,84,103
1306700MA03,39,1.0000000000,6746146,6746146,59,59
1306700MA04,39,1.0000000000,3502039,3502039,33,33
1306700MB01,46,1.0000000000,2093862,2093862,8,8
1306700MC01,38,1.0000000000,7980480,7980480,30,30
1306700MD01,45,1.0000000000,4985614,4985614,39,39
1306700ME01,38,1.0000000000,11248000,11248000,58,58
1306700MK01,44,1.0000000000,2889351,2889351,16,16
1306700ML01,36,1.0000000000,6827828,6827828,13,13
1306700MR1A,37,0.8493316820,7107481,8368322,162,186
1306700MR1A,42,0.0001437564,1203,8368322,1,186
1306700MR1A,43,0.1505245616,1259638,8368322,23,186
1306700MR2A,34,0.9998271961,3164891,3165438,19,20
1306700MR2A,37,0.0001728039,547,3165438,1,20
1306700MR2B,37,1.0000000000,4918870,4918870,45,45
1306700MR3A,37,1.0000000000,6395842,6395842,106,106
1306700MR4A,37,1.0000000000,3384665,3384665,33,33
1306700MR4B,35,0.4419416545,1582114,3579916,27,71
1306700MR4B,37,0.5580583455,1997802,3579916,44,71
1306700MR4C,34,1.0000000000,3719291,3719291,42,42
1306700MR5A,37,0.7112620966,2643072,3716031,141,160
1306700MR5A,43,0.2887379034,1072959,3716031,19,160
1306700MR5B,35,0.1232612610,941683,7639732,17,100
1306700MR5B,37,0.8741368153,6678171,7639732,82,100
1306700MR5B,43,0.0026019237,19878,7639732,1,100
1306700MR6A,37,0.4890585964,1616547,3305426,21,62
1306700MR6A,43,0.5109414036,1688879,3305426,41,62
1306700MR6B,37,1.0000000000,4960892,4960892,62,62
1306700MR7A,42,0.2148962404,1613023,7506055,12,110
1306700MR7A,43,0.7851037596,5893032,7506055,98,110
1306700MS01,36,1.0000000000,19973706,19973706,62,62
1306700MS02,36,1.0000000000,3681739,3681739,31,31
1306700MT01,45,1.0000000000,7704746,7704746,42,42
1306700MT03,45,1.0000000000,3925585,3925585,36,36
1306700MT04,45,1.0000000000,5024378,5024378,23,23
1306700NC01,35,0.0014661620,7317,4990581,1,70
1306700NC01,36,0.9985338380,4983264,4990581,69,70
1306700NJ01,61,1.0000000000,5161017,5161017,67,67
1306700NP01,41,0.1765881945,1054774,5973072,9,84
1306700NP01,42,0.8234118055,4918298,5973072,75,84
1306700NS01,44,1.0000000000,4994351,4994351,44,44
1306700OK01,61,1.0000000000,4247647,4247647,75,75
1306700OR01,19,1.0000000000,4537172,4537172,14,14
1306700OR02,41,1.0000000000,7500058,7500058,48,48
1306700OR03,34,0.0064367305,59524,9247552,4,136
1306700OR03,37,0.3209708905,2968195,9247552,60,136
1306700OR03,41,0.5376591556,4972031,9247552,50,136
1306700OR03,42,0.1349332234,1247802,9247552,22,136
1306700OR04,41,1.0000000000,7601465,7601465,47,47
1306700OR05,34,1.0000000000,8173209,8173209,22,22
1306700PE01,39,1.0000000000,9316878,9316878,58,58
1306700PF01,43,1.0000000000,3964997,3964997,80,80
1306700PM01,34,1.0000000000,5595399,5595399,35,35
1306700PM02,34,0.9743419676,8687726,8916506,52,58
1306700PM02,35,0.0256580324,228780,8916506,6,58
1306700PO01,46,1.0000000000,7110901,7110901,33,33
1306700PP01,46,1.0000000000,3859979,3859979,26,26
1306700PR01,22,1.0000000000,3995413,3995413,21,21
1306700PS1A,38,1.0000000000,7900150,7900150,78,78
1306700PS2A,38,1.0000000000,5023781,5023781,46,46
1306700PS3A,38,1.0000000000,6169146,6169146,70,70
1306700PT01,22,1.0000000000,2631074,2631074,15,15
1306700RM01,46,1.0000000000,4284953,4284953,29,29
1306700RS01,39,1.0000000000,3859983,3859983,34,34
1306700RW01,45,1.0000000000,6302073,6302073,44,44
1306700RW02,45,1.0000000000,4186151,4186151,33,33
1306700SA01,46,1.0000000000,3734446,3734446,30,30
1306700SF01,46,1.0000000000,4338206,4338206,25,25
1306700SI01,46,1.0000000000,2343809,2343809,16,16
1306700SM01,37,1.0000000000,4823294,4823294,45,45
1306700SM03,43,1.0000000000,6140660,6140660,58,58
1306700SN1A,42,1.0000000000,2816168,2816168,50,50
1306700SN2A,42,1.0000000000,3061452,3061452,68,68
1306700SN3A,42,1.0000000000,7163124,7163124,193,193
1306700SN4A,42,0.6195158389,3974305,6415179,38,65
1306700SN4A,61,0.3804841611,2440874,6415179,27,65
1306700SN5A,42,1.0000000000,4909051,4909051,110,110
1306700SN6A,42,0.7743300459,4603245,5944810,67,95
1306700SN6A,61,0.2256699541,1341565,5944810,28,95
1306700SN7A,39,0.0595684185,597297,10027075,8,102
1306700SN7A,61,0.9404315815,9429778,10027075,94,102
1306700SO01,45,1.0000000000,2999375,2999375,17,17
1306700SO02,43,1.0000000000,7232675,7232675,50,50
1306700SO03,45,1.0000000000,6103147,6103147,32,32
1306700SW01,38,1.0000000000,9238174,9238174,38,38
1306700SW02,41,1.0000000000,4679705,4679705,45,45
1306700TM01,43,1.0000000000,3348418,3348418,45,45
1306700TR01,45,1.0000000000,3066743,3066743,17,17
1306700VA01,36,1.0000000000,4102473,4102473,22,22
1306700VG01,60,1.0000000000,3408456,3408456,46,46
1306700VG02,42,0.0155959077,65017,4168850,2,77
1306700VG02,61,0.9844040923,4103833,4168850,75,77
1306700VG03,61,1.0000000000,3025892,3025892,51,51
1306700VG04,60,1.0000000000,5786049,5786049,39,39
1306700WG02,22,1.0000000000,4969241,4969241,35,35
1306700WL01,46,1.0000000000,3291733,3291733,19,19
13069000001,169,0.5925373017,236856350,399732387,678,875
13069000001,176,0.4074626983,162876037,399732387,197,875
13069000002,169,1.0000000000,254464589,254464589,220,220
13069000003,176,1.0000000000,93867289,93867289,40,40
13069000004,169,1.0000000000,324946113,324946113,204,204
13069000005,169,1.0000000000,281274362,281274362,256,256
13069000006,169,1.0000000000,179687290,179687290,107,107
13071000001,172,1.0000000000,20673030,20673030,295,295
13071000002,172,1.0000000000,26468021,26468021,331,331
13071000007,172,1.0000000000,62623760,62623760,102,102
13071000008,172,1.0000000000,106643766,106643766,72,72
13071000009,172,1.0000000000,45465859,45465859,23,23
13071000010,172,1.0000000000,35691941,35691941,102,102
13071000011,172,1.0000000000,62860503,62860503,57,57
13071000012,172,1.0000000000,115436607,115436607,81,81
13071000013,172,1.0000000000,64734452,64734452,47,47
13071000014,172,1.0000000000,51638492,51638492,62,62
13071000015,172,1.0000000000,103612799,103612799,90,90
13071000016,172,1.0000000000,51405253,51405253,43,43
13071000017,172,1.0000000000,106488377,106488377,123,123
13071000018,172,1.0000000000,64331856,64331856,63,63
13071000019,172,1.0000000000,156250036,156250036,149,149
13071000020,172,1.0000000000,88659963,88659963,110,110
13071000021,172,1.0000000000,48109431,48109431,26,26
13071000022,172,1.0000000000,79205164,79205164,58,58
13071000023,172,1.0000000000,126519463,126519463,85,85
13073000010,125,1.0000000000,121809726,121809726,55,55
13073000015,131,1.0000000000,9246655,9246655,24,24
13073000016,125,1.0000000000,8328382,8328382,17,17
13073000017,125,0.2724114068,3898642,14311596,5,48
13073000017,131,0.7275885932,10412954,14311596,43,48
13073000018,131,1.0000000000,13263589,13263589,40,40
13073000020,125,1.0000000000,56436587,56436587,165,165
13073000025,125,1.0000000000,67889192,67889192,54,54
13073000026,125,1.0000000000,20393069,20393069,38,38
13073000030,125,1.0000000000,19723031,19723031,62,62
13073000031,125,1.0000000000,5143010,5143010,73,73
13073000032,125,1.0000000000,15105116,15105116,23,23
13073000033,125,1.0000000000,11593461,11593461,46,46
13073000034,125,1.0000000000,8544181,8544181,30,30
13073000040,125,1.0000000000,99736954,99736954,26,26
13073000050,123,1.0000000000,90430631,90430631,36,36
13073000051,123,1.0000000000,39209471,39209471,33,33
13073000060,131,1.0000000000,9159962,9159962,19,19
13073000061,131,1.0000000000,13961420,13961420,58,58
13073000062,125,1.0000000000,20486387,20486387,45,45
13073000063,131,1.0000000000,2127982,2127982,8,8
13073000064,131,1.0000000000,3939406,3939406,26,26
13073000065,131,1.0000000000,6739567,6739567,20,20
13073000070,127,1.0000000000,2238420,2238420,30,30
13073000074,127,1.0000000000,2730808,2730808,38,38
13073000075,125,1.0000000000,2790250,2790250,30,30
13073000076,127,1.0000000000,4051100,4051100,31,31
13073000080,127,1.0000000000,2571578,2571578,29,29
13073000085,127,1.0000000000,1256053,1256053,22,22
13073000090,127,1.0000000000,2620594,2620594,53,53
13073000100,127,1.0000000000,3524975,3524975,41,41
13073000105,127,1.0000000000,3034962,3034962,12,12
13073000107,127,1.0000000000,7204552,7204552,18,18
13073000108,127,1.0000000000,2608970,2608970,20,20
13073000109,127,1.0000000000,7596974,7596974,43,43
13073000110,127,1.0000000000,2106623,2106623,29,29
13073000111,131,1.0000000000,1657579,1657579,19,19
13073000115,127,1.0000000000,3867765,3867765,36,36
13073000120,131,1.0000000000,4187613,4187613,34,34
13073000125,127,1.0000000000,2802665,2802665,23,23
13073000130,131,1.0000000000,4146822,4146822,31,31
13073000131,131,1.0000000000,8270662,8270662,19,19
13073000132,131,1.0000000000,6264343,6264343,18,18
13073000134,131,1.0000000000,4362103,4362103,38,38
13073000135,127,1.0000000000,5984299,5984299,20,20
13073000136,131,1.0000000000,4032509,4032509,24,24
13073000137,131,1.0000000000,4099536,4099536,19,19
1307500000C,172,1.0000000000,85713323,85713323,206,206
1307500000L,170,1.0000000000,115886071,115886071,170,170
1307500000M,170,1.0000000000,62572082,62572082,78,78
1307500000S,172,1.0000000000,9710088,9710088,123,123
130750000DB,170,1.0000000000,79892710,79892710,181,181
130750000EP,172,1.0000000000,3640595,3640595,65,65
130750000NL,172,1.0000000000,138438380,138438380,102,102
130750000RB,172,1.0000000000,95831156,95831156,118,118
13077000001,136,1.0000000000,65201685,65201685,172,172
13077000002,136,1.0000000000,94687882,94687882,132,132
13077000003,136,1.0000000000,112450666,112450666,104,104
13077000004,70,1.0000000000,50701144,50701144,42,42
13077000005,70,1.0000000000,7519514,7519514,120,120
13077000006,73,1.0000000000,47213211,47213211,75,75
13077000007,67,1.0000000000,34881156,34881156,89,89
13077000008,65,1.0000000000,75703093,75703093,88,88
13077000009,136,1.0000000000,65228510,65228510,134,134
13077000010,136,1.0000000000,38687441,38687441,74,74
13077000011,70,1.0000000000,103798051,103798051,85,85
13077000012,70,1.0000000000,55184752,55184752,115,115
13077000013,70,1.0000000000,48228340,48228340,66,66
13077000014,136,1.0000000000,94913719,94913719,103,103
13077000015,70,1.0000000000,27722298,27722298,52,52
13077000017,70,1.0000000000,14389565,14389565,207,207
13077000018,73,1.0000000000,19668943,19668943,191,191
13077000019,70,1.0000000000,13587749,13587749,102,102
13077000020,70,1.0000000000,9776458,9776458,67,67
13077000021,73,1.0000000000,20417987,20417987,58,58
13077000022,65,1.0000000000,51551418,51551418,75,75
13077000023,67,1.0000000000,13842418,13842418,40,40
13077000024,70,1.0000000000,5452597,5452597,33,33
13077000025,70,1.0000000000,11511312,11511312,34,34
13077000026,67,1.0000000000,21726195,21726195,36,36
13077000027,73,1.0000000000,13631487,13631487,25,25
13077000028,70,0.9252765671,22842595,24687316,182,194
13077000028,73,0.0747234329,1844721,24687316,12,194
13079000002,134,1.0000000000,322260824,322260824,158,158
13079000003,134,1.0000000000,135582019,135582019,75,75
13079000004,134,1.0000000000,88041565,88041565,43,43
13079000005,134,1.0000000000,87640227,87640227,63,63
1307900001A,134,1.0000000000,106442931,106442931,41,41
1307900001B,134,1.0000000000,101556478,101556478,41,41
130810ARABI,148,1.0000000000,169291578,169291578,165,165
130810CONEY,148,1.0000000000,114019953,114019953,60,60
130810CORDE,148,1.0000000000,183420160,183420160,850,850
130810JAMES,148,1.0000000000,117361313,117361313,111,111
130810LISTO,148,1.0000000000,122143798,122143798,96,96
13083000960,1,1.0000000000,54596191,54596191,198,198
13083000974,1,1.0000000000,98907651,98907651,127,127
13083001038,1,1.0000000000,90611362,90611362,107,107
13083001214,1,1.0000000000,78658615,78658615,82,82
13083001222,1,1.0000000000,56507635,56507635,99,99
13083001885,1,1.0000000000,45860659,45860659,42,42
13083001889,1,1.0000000000,25442567,25442567,52,52
13085000001,7,1.0000000000,152900802,152900802,120,120
13085000002,9,1.0000000000,328857174,328857174,445,445
13085000003,9,1.0000000000,64284282,64284282,211,211
13087000513,171,1.0000000000,146268857,146268857,345,345
13087000514,171,1.0000000000,66227299,66227299,239,239
13087000694,171,1.0000000000,304664922,304664922,173,173
13087001277,171,1.0000000000,149436103,149436103,57,57
13087001325,171,1.0000000000,165408172,165408172,95,95
13087001342,171,1.0000000000,127240931,127240931,46,46
13087001361,171,1.0000000000,187554018,187554018,136,136
13087001613,171,1.0000000000,219296516,219296516,148,148
13087001805,171,1.0000000000,180746022,180746022,201,201
130890000AA,86,1.0000000000,2775868,2775868,20,20
130890000AB,83,1.0000000000,2517627,2517627,41,41
130890000AD,80,1.0000000000,3185296,3185296,27,27
130890000AE,85,1.0000000000,3168960,3168960,80,80
130890000AF,84,1.0000000000,2314146,2314146,40,40
130890000AG,52,1.0000000000,3792745,3792745,27,27
130890000AH,52,1.0000000000,2848417,2848417,32,32
130890000AI,84,1.0000000000,2910121,2910121,65,65
130890000BB,89,1.0000000000,2691063,2691063,74,74
130890000BC,101,1.0000000000,2556168,2556168,41,41
130890000BD,101,1.0000000000,2331787,2331787,35,35
130890000BE,83,1.0000000000,1521523,1521523,25,25
130890000BF,87,1.0000000000,6360448,6360448,42,42
130890000BG,101,1.0000000000,2585282,2585282,24,24
130890000BH,87,1.0000000000,4006953,4006953,35,35
130890000BI,83,1.0000000000,1875584,1875584,45,45
130890000BJ,115,1.0000000000,6313385,6313385,38,38
130890000BL,90,0.8810182648,9603544,10900505,51,56
130890000BL,116,0.1189817352,1296961,10900505,5,56
130890000BM,84,1.0000000000,5066050,5066050,41,41
130890000BR,90,1.0000000000,2499977,2499977,74,74
130890000CA,84,1.0000000000,2268708,2268708,24,24
130890000CB,84,1.0000000000,2735728,2735728,23,23
130890000CC,89,1.0000000000,1179105,1179105,12,12
130890000CD,116,1.0000000000,6613646,6613646,32,32
130890000CE,83,1.0000000000,6170138,6170138,80,80
130890000CF,91,1.0000000000,21822190,21822190,38,38
130890000CG,115,1.0000000000,3040179,3040179,26,26
130890000CH,80,1.0000000000,1758195,1758195,24,24
130890000CI,84,1.0000000000,1810200,1810200,49,49
130890000CJ,86,1.0000000000,2652948,2652948,35,35
130890000CK,85,0.5391460763,2528821,4690419,59,118
130890000CK,86,0.4608539237,2161598,4690419,59,118
130890000CL,90,1.0000000000,1968473,1968473,20,20
130890000CM,89,1.0000000000,3333184,3333184,25,25
130890000CO,83,1.0000000000,1462259,1462259,23,23
130890000CP,86,1.0000000000,2407356,2407356,26,26
130890000CQ,89,1.0000000000,3146476,3146476,52,52
130890000CR,90,1.0000000000,5614000,5614000,34,34
130890000CS,116,1.0000000000,6607117,6607117,33,33
130890000CT,85,1.0000000000,879335,879335,8,8
130890000CU,85,1.0000000000,1512170,1512170,31,31
130890000CV,84,1.0000000000,1760949,1760949,44,44
130890000CW,86,1.0000000000,3147214,3147214,30,30
130890000CX,83,1.0000000000,3224898,3224898,44,44
130890000DA,80,1.0000000000,8268036,8268036,106,106
130890000DB,80,1.0000000000,2172553,2172553,42,42
130890000DC,83,0.5730788121,4620574,8062720,55,110
130890000DC,101,0.4269211879,3442146,8062720,55,110
130890000DE,85,1.0000000000,2688673,2688673,36,36
130890000DF,52,1.0000000000,2284495,2284495,29,29
130890000DG,80,1.0000000000,3010719,3010719,13,13
130890000DH,84,0.4945464555,1360071,2750138,25,58
130890000DH,89,0.5054535445,1390067,2750138,33,58
130890000DI,80,1.0000000000,2758986,2758986,21,21
130890000EA,89,1.0000000000,3946822,3946822,111,111
130890000EC,87,0.6093112741,1215498,1994872,16,27
130890000EC,101,0.3906887259,779374,1994872,11,27
130890000EE,90,1.0000000000,2435022,2435022,73,73
130890000EF,87,0.7100175089,2144779,3020741,35,47
130890000EF,101,0.2899824911,875962,3020741,12,47
130890000EG,90,1.0000000000,2112816,2112816,40,40
130890000ER,86,0.0239186981,57380,2398960,2,49
130890000ER,89,0.9760813019,2341580,2398960,47,49
130890000FA,91,1.0000000000,3405418,3405418,23,23
130890000FB,89,1.0000000000,3856398,3856398,46,46
130890000FC,90,1.0000000000,2450191,2450191,33,33
130890000FE,115,1.0000000000,3701844,3701844,29,29
130890000FG,91,1.0000000000,6342976,6342976,25,25
130890000FJ,90,1.0000000000,1676885,1676885,18,18
130890000FK,115,1.0000000000,4323975,4323975,27,27
130890000FL,116,1.0000000000,2274208,2274208,19,19
130890000FM,87,1.0000000000,3762658,3762658,32,32
130890000GA,84,1.0000000000,1659968,1659968,55,55
130890000GB,85,1.0000000000,2124347,2124347,21,21
130890000GC,90,1.0000000000,3533231,3533231,30,30
130890000GD,52,1.0000000000,4005710,4005710,40,40
130890000GF,85,1.0000000000,3294918,3294918,21,21
130890000HA,87,1.0000000000,3421008,3421008,30,30
130890000HB,101,1.0000000000,3555636,3555636,48,48
130890000HC,101,1.0000000000,4087663,4087663,29,29
130890000HF,80,1.0000000000,2470133,2470133,31,31
130890000HG,88,1.0000000000,7447112,7447112,37,37
130890000HH,116,1.0000000000,8344079,8344079,22,22
130890000HI,101,1.0000000000,1221096,1221096,21,21
130890000IA,87,1.0000000000,2004993,2004993,25,25
130890000IB,85,1.0000000000,2108952,2108952,32,32
130890000JA,90,1.0000000000,1076428,1076428,33,33
130890000JB,85,0.0070309188,23471,3338255,1,51
130890000JB,86,0.9929690812,3314784,3338255,50,51
130890000KA,89,1.0000000000,2931781,2931781,31,31
130890000KB,80,1.0000000000,2788371,2788371,18,18
130890000KC,115,1.0000000000,1614627,1614627,13,13
130890000KD,115,1.0000000000,8737528,8737528,44,44
130890000KE,84,1.0000000000,2238879,2238879,34,34
130890000KG,52,1.0000000000,2461538,2461538,18,18
130890000LA,101,1.0000000000,3904439,3904439,52,52
130890000LB,86,1.0000000000,2748546,2748546,27,30
130890000LB,89,0.0000000000,0,2748546,3,30
130890000LC,101,1.0000000000,2237304,2237304,21,21
130890000LD,93,1.0000000000,2402109,2402109,67,67
130890000LE,90,1.0000000000,2025422,2025422,50,50
130890000LH,94,1.0000000000,2529237,2529237,34,34
130890000LV,87,1.0000000000,1426409,1426409,17,17
130890000MA,87,1.0000000000,2789002,2789002,28,28
130890000MB,90,1.0000000000,6744701,6744701,68,68
130890000MC,93,1.0000000000,2455053,2455053,15,15
130890000MD,89,1.0000000000,2646354,2646354,47,47
130890000ME,85,1.0000000000,3948705,3948705,56,56
130890000MF,91,1.0000000000,3325906,3325906,23,23
130890000MG,85,1.0000000000,2303804,2303804,35,35
130890000MH,87,1.0000000000,3961034,3961034,32,32
130890000MI,84,1.0000000000,6845507,6845507,52,52
130890000MJ,83,1.0000000000,1564222,1564222,23,23
130890000MK,86,1.0000000000,5107686,5107686,39,39
130890000ML,90,1.0000000000,10792967,10792967,65,65
130890000MN,86,1.0000000000,2870732,2870732,36,36
130890000MO,84,1.0000000000,2913291,2913291,45,45
130890000MP,89,1.0000000000,1756527,1756527,31,31
130890000MQ,80,1.0000000000,2789188,2789188,25,25
130890000MR,89,1.0000000000,3451038,3451038,23,23
130890000MS,80,1.0000000000,2735712,2735712,27,27
130890000MT,90,1.0000000000,2430651,2430651,67,67
130890000MU,52,1.0000000000,3636386,3636386,27,27
130890000MV,91,1.0000000000,3020044,3020044,15,15
130890000MW,87,1.0000000000,1578057,1578057,18,18
130890000MZ,93,1.0000000000,2440254,2440254,22,22
130890000NB,84,0.0130698603,41638,3185803,1,45
130890000NB,85,0.9869301397,3144165,3185803,44,45
130890000NC,87,1.0000000000,1846059,1846059,15,15
130890000ND,86,1.0000000000,1489383,1489383,16,16
130890000NF,80,1.0000000000,2042366,2042366,15,15
130890000OA,101,1.0000000000,2656676,2656676,33,33
130890000OB,80,1.0000000000,4521656,4521656,61,61
130890000OK,89,1.0000000000,1747393,1747393,46,46
130890000OV,116,1.0000000000,5018205,5018205,34,34
130890000PA,84,1.0000000000,2085439,2085439,27,27
130890000PB,80,1.0000000000,2234289,2234289,29,29
130890000PC,94,1.0000000000,8605521,8605521,28,28
130890000PE,87,1.0000000000,614409,614409,42,42
130890000PF,101,1.0000000000,3096913,3096913,58,58
130890000PG,89,1.0000000000,1610862,1610862,42,42
130890000PH,88,1.0000000000,3963760,3963760,24,24
130890000PI,85,1.0000000000,1927632,1927632,17,17
130890000PN,90,1.0000000000,2124713,2124713,36,36
130890000PR,93,1.0000000000,3905285,3905285,28,28
130890000RA,89,1.0000000000,4217606,4217606,45,45
130890000RC,88,1.0000000000,3528298,3528298,21,21
130890000RD,85,0.5441233793,1102789,2026726,14,24
130890000RD,86,0.4558766207,923937,2026726,10,24
130890000RE,87,1.0000000000,3462858,3462858,37,37
130890000RF,95,1.0000000000,12924140,12924140,19,19
130890000RG,85,1.0000000000,4415238,4415238,47,47
130890000RH,94,1.0000000000,5286713,5286713,30,30
130890000RI,94,0.5144265061,2328103,4525628,14,31
130890000RI,95,0.4855734939,2197525,4525628,17,31
130890000RJ,86,1.0000000000,2968087,2968087,20,20
130890000RK,88,1.0000000000,2881970,2881970,12,12
130890000RL,95,1.0000000000,16042067,16042067,54,54
130890000RM,85,0.5219253757,1143848,2191593,3,14
130890000RM,88,0.4780746243,1047745,2191593,11,14
130890000RN,89,1.0000000000,1088045,1088045,27,27
130890000SA,101,1.0000000000,3661184,3661184,40,40
130890000SB,84,1.0000000000,2062386,2062386,56,56
130890000SC,85,1.0000000000,2826864,2826864,64,64
130890000SD,88,1.0000000000,13224062,13224062,87,87
130890000SE,83,1.0000000000,3493465,3493465,48,48
130890000SF,83,1.0000000000,1925735,1925735,42,42
130890000SG,84,1.0000000000,1681512,1681512,19,19
130890000SH,88,1.0000000000,6683527,6683527,28,28
130890000SI,87,0.3778744090,1814811,4802683,22,52
130890000SI,88,0.6221255910,2987872,4802683,30,52
130890000SJ,87,0.2599895171,675589,2598524,11,44
130890000SJ,88,0.7400104829,1922935,2598524,33,44
130890000SK,88,1.0000000000,4297555,4297555,33,33
130890000SL,93,1.0000000000,7380113,7380113,45,45
130890000SM,115,1.0000000000,10967401,10967401,18,18
130890000SN,86,1.0000000000,1728116,1728116,17,17
130890000SO,95,1.0000000000,2810934,2810934,12,12
130890000SP,87,0.2987208587,536307,1795345,6,26
130890000SP,88,0.7012791413,1259038,1795345,20,26
130890000SQ,88,1.0000000000,2461369,2461369,79,79
130890000SR,84,1.0000000000,2258551,2258551,29,29
130890000SS,91,1.0000000000,3334844,3334844,24,24
130890000ST,94,1.0000000000,5067391,5067391,11,11
130890000SU,87,1.0000000000,3613344,3613344,25,25
130890000SV,88,1.0000000000,4336886,4336886,22,22
130890000SW,91,1.0000000000,9190638,9190638,66,66
130890000TA,90,1.0000000000,2182795,2182795,36,36
130890000TC,89,1.0000000000,1592084,1592084,20,20
130890000TF,88,1.0000000000,5581162,5581162,51,51
130890000TG,80,1.0000000000,1911319,1911319,23,23
130890000TH,87,0.6152746802,3353287,5450065,42,56
130890000TH,88,0.3847253198,2096778,5450065,14,56
