precinct_key,district_num,area_weight,land_area,precinct_land_area,block_count,precinct_block_count
13011000010,32,1.0000000000,76695441,76695441,100,100
13011000011,32,1.0000000000,64821061,64821061,63,63
13011000012,32,1.0000000000,46628325,46628325,41,41
13011000013,32,1.0000000000,44342703,44342703,36,36
13013000001,119,1.0000000000,44411594,44411594,108,108
13013000002,119,1.0000000000,28064144,28064144,77,77
13013000003,104,1.0000000000,20885189,20885189,62,62
13013000004,104,1.0000000000,20972208,20972208,47,47
13013000005,119,1.0000000000,50190396,50190396,144,144
13013000006,119,1.0000000000,7610062,7610062,53,53
13013000007,120,1.0000000000,36518139,36518139,77,77
13013000008,119,1.0000000000,31787389,31787389,53,53
13013000009,119,1.0000000000,25584105,25584105,85,85
13013000010,119,1.0000000000,15514077,15514077,109,109
13013000011,104,1.0000000000,25327645,25327645,61,61
13013000012,104,1.0000000000,16597487,16597487,87,87
13013000013,119,1.0000000000,6310194,6310194,111,111
13013000014,104,1.0000000000,15718504,15718504,47,47
13013000015,119,1.0000000000,32721740,32721740,38,38
13013000016,104,0.2022959530,7863253,38870046,44,122
13013000016,119,0.7977040470,31006793,38870046,78,122
13015000001,14,1.0000000000,134008823,134008823,275,275
13015000002,15,1.0000000000,33779101,33779101,78,78
13015000003,15,1.0000000000,34676002,34676002,380,380
13015000004,15,1.0000000000,31106209,31106209,253,253
13015000005,14,0.9644056902,85743980,88908621,162,176
13015000005,15,0.0355943098,3164641,88908621,14,176
13015000006,15,1.0000000000,72055062,72055062,80,80
13015000007,15,1.0000000000,61936017,61936017,241,241
13015000008,14,1.0000000000,49785209,49785209,99,99
13015000009,14,1.0000000000,73609669,73609669,58,58
13015000010,14,1.0000000000,148376713,148376713,172,172
13015000011,15,1.0000000000,50789004,50789004,80,80
13015000012,14,1.0000000000,118068177,118068177,98,98
13015000014,14,1.0000000000,110551325,110551325,147,147
13015000015,14,0.9533516375,111699457,117165013,78,96
13015000015,15,0.0466483625,5465556,117165013,18,96
13015000016,15,1.0000000000,34588806,34588806,199,199
13015000018,15,1.0000000000,29165132,29165132,64,64
13017000001,156,1.0000000000,367494875,367494875,509,509
13017000002,148,0.8634092330,242019866,280307248,347,707
13017000002,156,0.1365907670,38287382,280307248,360,707
13019000518,170,1.0000000000,285693711,285693711,154,154
13019001144,170,1.0000000000,47779645,47779645,109,109
13019001148,170,1.0000000000,140713488,140713488,63,63
13019001157,170,1.0000000000,263160867,263160867,425,425
13019001329,170,1.0000000000,69062588,69062588,35,35
13019001427,170,1.0000000000,92465667,92465667,44,44
13019001642,170,1.0000000000,103155571,103155571,87,87
13019001767,170,1.0000000000,101953007,101953007,75,75
13019001819,170,1.0000000000,70255022,70255022,29,29
13021000EM1,143,0.3171565225,2534341,7990821,18,213
13021000EM1,149,0.6828434775,5456480,7990821,195,213
13021000EM2,149,1.0000000000,9485766,9485766,88,88
13021000EM3,142,1.0000000000,13868976,13868976,74,74
13021000EM4,149,1.0000000000,10616072,10616072,68,68
13021000EM5,143,0.8372473226,64043927,76493439,113,140
13021000EM5,149,0.1627526774,12449512,76493439,27,140
13021000GF1,142,0.1286452684,3484045,27082574,113,556
13021000GF1,143,0.7594473110,20567788,27082574,305,556
13021000GF1,145,0.1119074206,3030741,27082574,138,556
13021000GF2,143,1.0000000000,10559369,10559369,182,182
13021000GF3,145,1.0000000000,7282891,7282891,136,136
13021000GF4,143,1.0000000000,9517537,9517537,81,81
13021000GF5,145,1.0000000000,10391841,10391841,99,99
13021000HA1,145,1.0000000000,7707041,7707041,88,88
13021000HA2,142,1.0000000000,9014748,9014748,58,58
13021000HA3,142,0.2510427654,9757962,38869720,47,152
13021000HA3,145,0.7489572346,29111758,38869720,105,152
13021000HA4,145,1.0000000000,27899414,27899414,31,31
13021000HO1,142,0.1638525342,4254104,25963004,56,80
13021000HO1,145,0.8361474658,21708900,25963004,24,80
13021000HO2,142,1.0000000000,19686125,19686125,66,66
13021000HO3,142,0.1229447888,4407043,35845708,21,131
13021000HO3,144,0.8770552112,31438665,35845708,110,131
13021000HO4,142,1.0000000000,5603060,5603060,38,38
13021000HO5,142,1.0000000000,1839245,1839245,30,30
13021000HO6,142,1.0000000000,4613382,4613382,35,35
13021000HO7,142,1.0000000000,5585842,5585842,61,61
13021000RU1,143,0.5960423976,20985180,35207529,66,101
13021000RU1,145,0.4039576024,14222349,35207529,35,101
13021000RU2,143,1.0000000000,82645380,82645380,159,159
13021000VV1,142,0.4936781250,3305413,6695482,55,266
13021000VV1,143,0.5063218750,3390069,6695482,211,266
13021000VV2,143,1.0000000000,2133274,2133274,84,84
13021000VV3,142,1.0000000000,4689518,4689518,127,127
13021000VV4,142,1.0000000000,7679370,7679370,116,116
13021000VV5,142,1.0000000000,4481330,4481330,44,44
13021000VV6,142,1.0000000000,4542257,4542257,100,100
13021000WA1,145,1.0000000000,79927266,79927266,65,65
13021000WA2,145,1.0000000000,51980132,51980132,67,67
13023000001,133,1.0000000000,559106468,559106468,640,640
13025000001,174,1.0000000000,364360443,364360443,281,281
13025000002,174,1.0000000000,501231708,501231708,406,406
13025000003,174,1.0000000000,282380107,282380107,189,189
13027000659,175,1.0000000000,198903097,198903097,56,56
13027000660,175,1.0000000000,365208451,365208451,204,204
13027001199,175,1.0000000000,199914899,199914899,434,434
13027001230,175,1.0000000000,94968149,94968149,51,51
13027001402,175,1.0000000000,228573207,228573207,100,100
13027001650,175,1.0000000000,95151865,95151865,69,69
13027001712,175,1.0000000000,94621607,94621607,70,70
13029000001,160,1.0000000000,142004555,142004555,254,254
13029000002,160,1.0000000000,91291886,91291886,104,104
13029000003,160,1.0000000000,129207758,129207758,166,166
13029000004,164,1.0000000000,37232416,37232416,66,66
13029000005,164,1.0000000000,4753570,4753570,73,73
13029000006,164,0.7428412732,15128614,20365877,69,71
13029000006,166,0.2571587268,5237263,20365877,2,71
13029000007,166,1.0000000000,20990046,20990046,51,51
13029000008,164,0.2171121830,38764745,178547074,72,147
13029000008,166,0.7828878170,139782329,178547074,75,147
13029000009,164,1.0000000000,12547076,12547076,55,55
13029000010,164,0.6296742942,36224654,57529193,49,69
13029000010,166,0.3703257058,21304539,57529193,20,69
13029FTSTEW,164,1.0000000000,438811295,438811295,158,158
13031000001,159,1.0000000000,101921748,101921748,72,72
13031000002,159,1.0000000000,97285086,97285086,99,99
13031000003,159,1.0000000000,151381389,151381389,118,118
13031000004,160,1.0000000000,115717605,115717605,130,130
13031000005,160,1.0000000000,185952864,185952864,117,117
13031000006,160,1.0000000000,159980185,159980185,130,130
13031000007,160,1.0000000000,133016414,133016414,145,145
13031000008,158,1.0000000000,102647899,102647899,137,137
13031000009,158,1.0000000000,64759943,64759943,128,128
13031000010,160,1.0000000000,118816529,118816529,139,139
13031000011,158,1.0000000000,107302342,107302342,325,325
13031000012,158,1.0000000000,164301888,164301888,238,238
13031000013,160,1.0000000000,71159391,71159391,236,236
13031000014,158,0.4627083708,21306194,46046701,141,238
13031000014,159,0.5372916292,24740507,46046701,97,238
13031000015,160,1.0000000000,12700835,12700835,168,168
13031000016,160,1.0000000000,117744397,117744397,84,84
13033000001,126,1.0000000000,103631370,103631370,55,55
13033000002,126,1.0000000000,170921357,170921357,102,102
13033000003,126,1.0000000000,251942309,251942309,106,106
13033000004,126,1.0000000000,126476395,126476395,131,131
13033000005,126,1.0000000000,139839319,139839319,43,43
13033000006,126,1.0000000000,19907294,19907294,37,37
13033000007,126,1.0000000000,129101042,129101042,131,131
13033000008,126,1.0000000000,129966293,129966293,53,53
13033000009,126,1.0000000000,127878112,127878112,101,101
13033000010,126,1.0000000000,118852420,118852420,38,38
13033000011,126,1.0000000000,175858512,175858512,75,75
13033000012,126,1.0000000000,136748582,136748582,94,94
13033000013,126,1.0000000000,137392588,137392588,78,78
13033000014,126,1.0000000000,77071832,77071832,180,180
13033000015,126,1.0000000000,146665845,146665845,177,177
13033000016,126,1.0000000000,149762619,149762619,81,81
1303500BCCC,118,1.0000000000,475754793,475754793,661,661
13037000001,154,1.0000000000,251867034,251867034,106,106
13037000002,154,1.0000000000,281036536,281036536,135,135
13037000003,154,1.0000000000,4897842,4897842,31,31
13037000004,154,1.0000000000,183333901,183333901,98,98
13037000005,154,1.0000000000,5056189,5056189,64,64
13039000001,180,1.0000000000,411985394,411985394,198,198
13039000002,180,1.0000000000,264464636,264464636,183,183
13039000003,180,1.0000000000,252745117,252745117,217,217
13039000004,180,1.0000000000,165449553,165449553,130,130
13039000005,180,1.0000000000,144158376,144158376,97,97
13039000006,180,1.0000000000,53654102,53654102,130,130
13039000007,180,1.0000000000,33928407,33928407,133,133
13039000008,180,1.0000000000,7971964,7971964,91,91
13039000009,180,1.0000000000,44151663,44151663,142,142
13039000010,180,1.0000000000,172626656,172626656,163,163
13039000011,180,1.0000000000,8262041,8262041,67,67
13039000012,180,1.0000000000,19025924,19025924,180,180
13039000013,180,1.0000000000,26407814,26407814,95,95
13039000014,180,1.0000000000,27790858,27790858,88,88
13043001685,158,1.0000000000,313754757,313754757,288,288
13043001736,158,1.0000000000,315766084,315766084,341,341
13045000501,71,1.0000000000,47306059,47306059,89,89
13045000640,71,1.0000000000,40499324,40499324,78,78
13045000641,71,1.0000000000,32655248,32655248,78,78
13045000642,71,1.0000000000,25397819,25397819,163,163
13045000649,71,1.0000000000,54232907,54232907,113,113
13045000650,71,1.0000000000,17611098,17611098,110,110
13045000682,70,1.0000000000,126935750,126935750,134,134
13045000713,72,1.0000000000,142157871,142157871,156,156
13045000715,72,1.0000000000,27526238,27526238,39,39
13045001006,18,1.0000000000,79532864,79532864,66,66
13045001111,18,1.0000000000,79567897,79567897,147,147
13045001122,71,1.0000000000,59040593,59040593,95,95
13045001152,18,1.0000000000,53287761,53287761,70,70
13045001240,18,1.0000000000,66133577,66133577,117,117
13045001371,72,1.0000000000,46678291,46678291,49,49
13045001483,72,1.0000000000,73793207,73793207,138,138
13045001496,18,1.0000000000,45723602,45723602,135,135
13045001533,18,1.0000000000,105935280,105935280,81,81
13045001540,71,1.0000000000,7524326,7524326,70,70
13045001542,71,1.0000000000,51800819,51800819,48,48
130450714A1,72,1.0000000000,23415781,23415781,148,148
130450714A2,71,1.0000000000,8525436,8525436,45,45
130450714A3,71,0.0387752987,423508,10922108,4,97
130450714A3,72,0.9612247013,10498600,10922108,93,97
130450714A4,72,1.0000000000,14561821,14561821,77,77
130450714A5,71,1.0000000000,4718521,4718521,73,73
130450714A6,72,1.0000000000,6503034,6503034,62,62
130450714BN,18,1.0000000000,14589258,14589258,53,53
130450714BW,72,1.0000000000,26176384,26176384,49,49
1304700BLCK,3,1.0000000000,66903317,66903317,120,120
1304700BOYN,3,1.0000000000,31385374,31385374,114,114
1304700CAKT,3,1.0000000000,67675705,67675705,94,94
1304700CHAM,2,1.0000000000,49592868,49592868,75,75
1304700FT-O,3,1.0000000000,24108961,24108961,149,149
1304700GRAY,3,1.0000000000,21603511,21603511,94,94
1304700LAKE,3,1.0000000000,7104894,7104894,143,143
1304700POPS,3,1.0000000000,21200321,21200321,58,58
1304700RING,3,1.0000000000,56592581,56592581,217,217
1304700WEST,3,1.0000000000,17483323,17483323,155,155
1304700WOOD,2,1.0000000000,56348068,56348068,89,89
13049000002,174,1.0000000000,35074328,35074328,243,243
1304900003B,174,1.0000000000,191152291,191152291,89,89
1304900003S,174,1.0000000000,362808338,362808338,232,232
1304900004A,174,1.0000000000,265722255,265722255,158,158
1304900004H,174,1.0000000000,33517362,33517362,176,176
1304900005F,174,1.0000000000,172316254,172316254,85,85
1304900005R,174,1.0000000000,760940503,760940503,81,81
1304900005W,174,1.0000000000,198884317,198884317,82,82
1305101-01C,163,1.0000000000,1931916,1931916,128,128
1305101-05C,163,1.0000000000,2598060,2598060,113,113
1305101-06C,163,1.0000000000,2672698,2672698,61,61
1305101-08C,163,0.9283154391,4948456,5330576,39,47
1305101-08C,165,0.0716845609,382120,5330576,8,47
1305101-09C,162,1.0000000000,2775569,2775569,40,40
1305101-10C,166,1.0000000000,8640871,8640871,33,33
1305101-12C,166,1.0000000000,9106900,9106900,48,48
1305101-13C,163,1.0000000000,2465266,2465266,32,32
1305101-14C,165,1.0000000000,9028356,9028356,22,22
1305101-16C,166,1.0000000000,13541965,13541965,59,59
1305101-17C,166,1.0000000000,11443500,11443500,60,60
1305102-02C,165,1.0000000000,2145993,2145993,103,103
1305102-03C,163,1.0000000000,805498,805498,85,85
1305102-04C,165,1.0000000000,1363447,1363447,147,147
1305102-05C,165,1.0000000000,800287,800287,78,78
1305102-06C,165,1.0000000000,1476863,1476863,29,29
1305102-07C,165,1.0000000000,2629025,2629025,110,110
1305102-09C,165,1.0000000000,3484996,3484996,108,108
1305102-11C,165,1.0000000000,1615387,1615387,76,76
1305102-12C,163,1.0000000000,794625,794625,132,132
1305103-01C,165,1.0000000000,5758678,5758678,155,155
1305103-02C,163,1.0000000000,640547,640547,143,143
1305103-03C,165,1.0000000000,3066233,3066233,32,32
1305103-04C,165,1.0000000000,823275,823275,47,47
1305103-05C,165,1.0000000000,1295001,1295001,66,66
1305103-08C,165,1.0000000000,1257392,1257392,29,29
1305103-09C,165,1.0000000000,785899,785899,18,18
1305103-10C,165,1.0000000000,2820843,2820843,86,86
1305103-11C,165,1.0000000000,1280552,1280552,28,28
1305103-12C,165,1.0000000000,6420608,6420608,80,80
1305103-13C,165,1.0000000000,3065994,3065994,43,43
1305103-14C,165,1.0000000000,3290220,3290220,32,32
1305103-15C,165,1.0000000000,9453851,9453851,25,25
1305104-02C,166,1.0000000000,13408164,13408164,52,52
1305104-04C,166,1.0000000000,5270164,5270164,38,38
1305104-05C,166,1.0000000000,3700208,3700208,18,18
1305104-06C,166,1.0000000000,16062752,16062752,38,38
1305104-07C,166,1.0000000000,6310238,6310238,48,48
1305104-08C,166,1.0000000000,5589547,5589547,45,45
1305104-10C,166,1.0000000000,49531741,49531741,96,96
1305104-11C,166,1.0000000000,2790318,2790318,106,106
1305104-12C,166,1.0000000000,51366419,51366419,116,116
1305104-13C,166,1.0000000000,21308932,21308932,40,40
1305104-14C,166,1.0000000000,21415461,21415461,39,39
1305104-15C,166,1.0000000000,13194011,13194011,33,33
1305105-01C,162,1.0000000000,866268,866268,18,18
1305105-02C,163,1.0000000000,618272,618272,42,42
1305105-03C,163,1.0000000000,610045,610045,72,72
1305105-05C,163,1.0000000000,3787184,3787184,58,58
1305105-06C,162,1.0000000000,25457701,25457701,137,137
1305105-07C,162,1.0000000000,1868793,1868793,35,35
1305105-08C,162,1.0000000000,1758285,1758285,38,38
1305105-10C,163,1.0000000000,3074277,3074277,97,97
1305105-11C,162,1.0000000000,2285234,2285234,36,36
1305106-01C,163,1.0000000000,3247607,3247607,25,25
1305106-02C,163,0.0873437837,1611889,18454536,13,40
1305106-02C,166,0.9126562163,16842647,18454536,27,40
1305106-03C,162,0.3817846521,1534068,4018150,23,43
1305106-03C,166,0.6182153479,2484082,4018150,20,43
1305106-05C,162,1.0000000000,2149328,2149328,40,40
1305106-06C,162,0.4081714029,638756,1564921,15,24
1305106-06C,163,0.5918285971,926165,1564921,9,24
1305106-08C,162,1.0000000000,2014455,2014455,34,34
1305106-09C,162,1.0000000000,10308293,10308293,64,64
1305106-10C,164,0.2969196886,57208664,192673865,66,123
1305106-10C,166,0.7030803114,135465201,192673865,57,123
1305106-11C,162,1.0000000000,27849797,27849797,90,90
1305107-01C,163,1.0000000000,4972338,4972338,39,39
1305107-03C,161,1.0000000000,14160277,14160277,130,130
1305107-04C,161,1.0000000000,59152765,59152765,148,148
1305107-05C,163,1.0000000000,10810017,10810017,42,42
1305107-06C,164,1.0000000000,24639688,24639688,96,96
1305107-07C,161,0.3839734523,11146987,29030619,56,160
1305107-07C,164,0.6160265477,17883632,29030619,104,160
1305107-08C,164,1.0000000000,96209711,96209711,197,197
1305107-09C,164,1.0000000000,23178521,23178521,75,75
1305107-10C,162,1.0000000000,16093180,16093180,64,64
1305107-11C,161,1.0000000000,42365474,42365474,154,154
1305107-12C,164,1.0000000000,25150923,25150923,76,76
1305107-13C,164,1.0000000000,9328926,9328926,44,44
1305107-14C,162,1.0000000000,13646020,13646020,76,76
1305107-15C,161,1.0000000000,10279107,10279107,27,27
1305108-01C,165,1.0000000000,2949517,2949517,168,168
1305108-02C,163,1.0000000000,797534,797534,140,140
1305108-03C,162,1.0000000000,15849998,15849998,55,55
1305108-05C,163,1.0000000000,784882,784882,67,67
1305108-06C,163,1.0000000000,1425943,1425943,61,61
1305108-07C,165,1.0000000000,15175361,15175361,97,97
1305108-08C,165,1.0000000000,1582346,1582346,89,89
1305108-09C,165,1.0000000000,642035,642035,45,45
1305108-10C,163,1.0000000000,2642533,2642533,66,66
1305108-11C,163,1.0000000000,1447053,1447053,20,20
1305108-12C,163,1.0000000000,11078720,11078720,87,87
1305108-13C,163,1.0000000000,17662906,17662906,52,52
1305108-15C,163,1.0000000000,6553853,6553853,55,55
130510XFTPU,166,1.0000000000,26996700,26996700,38,38
13053000001,151,1.0000000000,162390261,162390261,157,157
13053FTBEN1,151,1.0000000000,287549005,287549005,177,177
13053FTBEN2,151,1.0000000000,174894381,174894381,201,201
13053FTBEN3,151,1.0000000000,19392183,19392183,146,146
13055000870,12,1.0000000000,97377424,97377424,216,216
13055000925,12,1.0000000000,104535366,104535366,283,283
13055000940,12,1.0000000000,115394294,115394294,52,52
13055000961,12,1.0000000000,51962398,51962398,23,23
13055000962,12,1.0000000000,95718286,95718286,37,37
13055000968,12,1.0000000000,58298822,58298822,64,64
13055001083,12,1.0000000000,70521104,70521104,35,35
13055001216,12,1.0000000000,20519216,20519216,14,14
13055001382,12,1.0000000000,21767254,21767254,11,11
13055001484,12,1.0000000000,61048982,61048982,65,65
130550P-870,12,1.0000000000,8381380,8381380,41,41
13055XC-968,12,1.0000000000,105987872,105987872,73,73
13057000001,21,1.0000000000,6696514,6696514,30,30
13057000002,21,1.0000000000,17408218,17408218,32,32
13057000003,21,1.0000000000,25887717,25887717,31,31
13057000004,11,1.0000000000,48405791,48405791,219,219
13057000005,20,1.0000000000,9844351,9844351,44,44
13057000006,22,1.0000000000,12602416,12602416,70,70
13057000007,20,1.0000000000,7162907,7162907,35,35
13057000008,21,1.0000000000,12224279,12224279,32,32
13057000009,20,1.0000000000,9662643,9662643,35,35
13057000010,23,1.0000000000,51978849,51978849,148,148
13057000011,20,0.7758287094,5754403,7417105,46,65
13057000011,22,0.2240043791,1661464,7417105,18,65
13057000011,44,0.0001669115,1238,7417105,1,65
13057000012,44,1.0000000000,12909177,12909177,116,116
13057000013,23,1.0000000000,74579359,74579359,151,151
13057000014,11,1.0000000000,63290983,63290983,51,51
13057000015,20,1.0000000000,3086697,3086697,20,20
13057000016,20,1.0000000000,7934411,7934411,74,74
13057000018,21,0.4311248174,24124576,55957289,40,102
13057000018,47,0.5688751826,31832713,55957289,62,102
13057000019,21,1.0000000000,16559068,16559068,103,103
13057000020,23,1.0000000000,69871185,69871185,49,49
13057000021,20,1.0000000000,5634531,5634531,18,18
13057000022,21,0.4059776025,3398268,8370580,33,86
13057000022,23,0.5940223975,4972312,8370580,53,86
13057000023,22,1.0000000000,10835566,10835566,68,68
13057000024,20,1.0000000000,12787072,12787072,146,146
13057000026,46,1.0000000000,12651779,12651779,104,104
13057000027,23,1.0000000000,24891520,24891520,49,49
13057000028,21,1.0000000000,17560929,17560929,22,22
13057000029,22,1.0000000000,14900066,14900066,49,49
13057000030,14,1.0000000000,83195253,83195253,106,106
13057000031,23,1.0000000000,12613925,12613925,79,79
13057000032,20,1.0000000000,3883893,3883893,19,19
13057000033,14,1.0000000000,62786416,62786416,43,43
13057000034,20,1.0000000000,12002114,12002114,34,34
13057000035,22,1.0000000000,82420381,82420381,49,49
13057000036,23,1.0000000000,26140378,26140378,186,186
13057000037,21,1.0000000000,14291910,14291910,73,73
13057000038,21,1.0000000000,33656965,33656965,62,62
13057000039,23,1.0000000000,35477772,35477772,60,60
13057000040,22,1.0000000000,7579385,7579385,42,42
13057000041,14,1.0000000000,68763276,68763276,66,66
13057000042,21,1.0000000000,9638082,9638082,38,38
13057000043,46,1.0000000000,4509122,4509122,33,33
13057000044,44,1.0000000000,12527457,12527457,117,117
1305900001A,122,0.5874634412,24534587,41763598,66,122
1305900001A,124,0.4125365588,17229011,41763598,56,122
1305900001B,124,1.0000000000,29810407,29810407,75,75
1305900001C,121,1.0000000000,17267982,17267982,47,47
1305900001D,121,1.0000000000,32549674,32549674,54,54
1305900002A,122,1.0000000000,34870049,34870049,108,108
1305900002B,122,1.0000000000,6280264,6280264,98,98
1305900003A,122,1.0000000000,3164775,3164775,85,85
1305900003B,122,1.0000000000,3976816,3976816,145,145
1305900004A,122,1.0000000000,8910077,8910077,53,53
1305900004B,121,0.6524646264,4833272,7407715,85,133
1305900004B,122,0.3475353736,2574443,7407715,48,133
1305900005A,122,1.0000000000,6574256,6574256,75,75
1305900005B,122,1.0000000000,9951812,9951812,58,58
1305900005C,122,1.0000000000,2822541,2822541,80,80
1305900005D,122,1.0000000000,16787526,16787526,94,94
1305900006A,120,1.0000000000,27650230,27650230,102,102
1305900006B,120,1.0000000000,14570000,14570000,67,67
1305900006C,120,1.0000000000,5234944,5234944,44,44
1305900006D,120,1.0000000000,4173305,4173305,31,31
1305900007A,120,1.0000000000,7279573,7279573,67,67
1305900007B,120,1.0000000000,3774761,3774761,66,66
1305900007C,120,0.2480003324,2584562,10421607,37,70
1305900007C,121,0.7519996676,7837045,10421607,33,70
1305900008A,124,1.0000000000,4064489,4064489,44,44
1305900008B,121,1.0000000000,3371220,3371220,32,32
1305900008C,121,1.0000000000,6107306,6107306,59,59
13061000001,154,1.0000000000,192016604,192016604,131,131
13061000002,154,1.0000000000,113896638,113896638,44,44
13061000003,154,1.0000000000,1615625,1615625,47,47
13061000004,154,1.0000000000,123237980,123237980,72,72
13061000005,154,1.0000000000,75327047,75327047,71,71
13063000EW1,76,1.0000000000,19727514,19727514,99,99
13063000FP1,77,1.0000000000,11694225,11694225,133,133
13063000FP2,76,1.0000000000,4460031,4460031,72,72
13063000FP3,77,1.0000000000,11966919,11966919,155,155
13063000FP4,77,1.0000000000,3628671,3628671,39,39
13063000FP5,79,1.0000000000,5980816,5980816,63,63
13063000FP6,79,1.0000000000,2202079,2202079,30,30
13063000LC1,76,1.0000000000,7133871,7133871,113,113
13063000LJ1,74,0.5456101719,8944498,16393569,22,55
13063000LJ1,75,0.4543898281,7449071,16393569,33,55
13063000LJ2,74,1.0000000000,12393312,12393312,63,63
13063000LJ3,74,1.0000000000,18986525,18986525,118,118
13063000LJ4,74,1.0000000000,4807950,4807950,30,30
13063000LJ5,75,1.0000000000,3003038,3003038,50,50
13063000MO1,76,1.0000000000,11405333,11405333,75,75
13063000MO2,76,1.0000000000,3918795,3918795,72,72
13063000MO3,76,1.0000000000,5351764,5351764,68,68
13063000MO4,76,0.3443853250,1396893,4056192,9,23
13063000MO4,78,0.6556146750,2659299,4056192,14,23
13063000MO5,76,1.0000000000,7604952,7604952,79,79
13063000MO6,76,1.0000000000,4498524,4498524,37,37
13063000MO7,76,1.0000000000,1833449,1833449,21,21
13063000MO8,76,1.0000000000,3338994,3338994,26,26
13063000MO9,78,1.0000000000,1226498,1226498,21,21
13063000PH1,74,1.0000000000,4101218,4101218,22,22
13063000PH2,74,1.0000000000,26166767,26166767,46,46
1306300JB01,75,1.0000000000,5001602,5001602,37,37
1306300JB02,79,1.0000000000,3789730,3789730,56,56
1306300JB03,75,1.0000000000,10426250,10426250,114,114
1306300JB04,75,1.0000000000,3820628,3820628,57,57
1306300JB05,74,1.0000000000,3529594,3529594,34,34
1306300JB06,78,1.0000000000,8188357,8188357,33,33
1306300JB07,75,1.0000000000,5186982,5186982,31,31
1306300JB08,78,1.0000000000,4106053,4106053,34,34
1306300JB09,75,1.0000000000,3272698,3272698,39,39
1306300JB10,75,1.0000000000,3913861,3913861,47,47
1306300JB11,78,1.0000000000,7416804,7416804,56,56
1306300JB12,77,1.0000000000,3226213,3226213,27,27
1306300JB13,75,1.0000000000,5327996,5327996,15,15
1306300JB14,74,1.0000000000,8989015,8989015,40,40
1306300JB15,79,1.0000000000,5964831,5964831,50,50
1306300JB16,75,1.0000000000,2520743,2520743,34,34
1306300JB17,75,1.0000000000,4965645,4965645,44,44
1306300JB18,75,1.0000000000,6901759,6901759,49,49
1306300OAK1,77,1.0000000000,17866983,17866983,110,110
1306300OAK2,77,1.0000000000,2584917,2584917,35,35
1306300OAK3,77,1.0000000000,5749859,5749859,42,42
1306300OAK4,77,1.0000000000,3107263,3107263,34,34
1306300RD01,77,1.0000000000,3714096,3714096,30,30
1306300RD02,77,1.0000000000,3543893,3543893,43,43
1306300RD03,79,1.0000000000,3749652,3749652,57,57
1306300RD04,79,1.0000000000,4853240,4853240,67,67
1306300RD05,79,1.0000000000,2885630,2885630,30,30
1306300RD06,79,1.0000000000,4328847,4328847,63,63
1306300RD07,79,1.0000000000,4899306,4899306,46,46
1306300RD08,77,1.0000000000,4918729,4918729,54,54
1306300RD09,79,1.0000000000,3423284,3423284,32,32
1306300RD10,79,1.0000000000,2265047,2265047,28,28
1306300RD11,77,1.0000000000,2992365,2992365,32,32
1306300RD12,77,1.0000000000,3566219,3566219,52,52
1306500000D,174,1.0000000000,464297466,464297466,212,212
1306500000F,174,1.0000000000,791105506,791105506,306,306
1306500000H,174,1.0000000000,531138491,531138491,468,468
